draw,source_band,test_band,acc_2way
draw_1,low,low,0.9144144654273987
draw_1,low,medium,0.9200000166893005
draw_1,low,high,0.8873873949050903
draw_1,low,very_high,0.9511111378669739
draw_1,low,control,0.913636326789856
draw_1,medium,low,0.8828828930854797
draw_1,medium,medium,0.893333375453949
draw_1,medium,high,0.846846878528595
draw_1,medium,very_high,0.9422222375869751
draw_1,medium,control,0.8454545140266418
draw_1,high,low,0.8378378748893738
draw_1,high,medium,0.8577777743339539
draw_1,high,high,0.846846878528595
draw_1,high,very_high,0.9244444370269775
draw_1,high,control,0.863636314868927
draw_1,very_high,low,0.6981981992721558
draw_1,very_high,medium,0.7733333706855774
draw_1,very_high,high,0.7837837934494019
draw_1,very_high,very_high,0.9244444370269775
draw_1,very_high,control,0.7954545021057129
draw_1,control,low,0.9144144654273987
draw_1,control,medium,0.9288889169692993
draw_1,control,high,0.9009009003639221
draw_1,control,very_high,0.9466667175292969
draw_1,control,control,0.9227272272109985
draw_2,low,low,0.7808218598365784
draw_2,low,medium,0.7377777695655823
draw_2,low,high,0.6561086177825928
draw_2,low,very_high,0.7066667079925537
draw_2,low,control,0.7130045294761658
draw_2,medium,low,0.9315068125724792
draw_2,medium,medium,0.9111111164093018
draw_2,medium,high,0.8009049892425537
draw_2,medium,very_high,0.902222216129303
draw_2,medium,control,0.8744394779205322
draw_2,high,low,0.904109537601471
draw_2,high,medium,0.893333375453949
draw_2,high,high,0.8280543088912964
draw_2,high,very_high,0.893333375453949
draw_2,high,control,0.8878924250602722
draw_2,very_high,low,0.7990867495536804
draw_2,very_high,medium,0.8133333325386047
draw_2,very_high,high,0.7828054428100586
draw_2,very_high,very_high,0.8577777743339539
draw_2,very_high,control,0.8340807557106018
draw_2,control,low,0.9086757898330688
draw_2,control,medium,0.8755555748939514
draw_2,control,high,0.8461538553237915
draw_2,control,very_high,0.893333375453949
draw_2,control,control,0.8878924250602722
draw_3,low,low,0.8506787419319153
draw_3,low,medium,0.8666666746139526
draw_3,low,high,0.7545454502105713
draw_3,low,very_high,0.897777795791626
draw_3,low,control,0.8475337028503418
draw_3,medium,low,0.8552036285400391
draw_3,medium,medium,0.902222216129303
draw_3,medium,high,0.7863636016845703
draw_3,medium,very_high,0.893333375453949
draw_3,medium,control,0.8430493474006653
draw_3,high,low,0.9185521006584167
draw_3,high,medium,0.9422222375869751
draw_3,high,high,0.8909090757369995
draw_3,high,very_high,0.9377778172492981
draw_3,high,control,0.9372197985649109
draw_3,very_high,low,0.8642534017562866
draw_3,very_high,medium,0.8888888955116272
draw_3,very_high,high,0.781818151473999
draw_3,very_high,very_high,0.897777795791626
draw_3,very_high,control,0.8654708862304688
draw_3,control,low,0.8778281211853027
draw_3,control,medium,0.9333333373069763
draw_3,control,high,0.8545454144477844
draw_3,control,very_high,0.9066666960716248
draw_3,control,control,0.8834081292152405
