source_band,low,medium,high,very_high,control
low,0.8474074403444926,0.8414814869562784,0.7674074371655782,0.8518518805503845,0.8266666928927103
medium,0.8918518622716268,0.9022222359975179,0.8118518789609274,0.912592609723409,0.8562963207562765
high,0.8859259486198425,0.897777795791626,0.8562963207562765,0.9185185432434082,0.897777795791626
very_high,0.7881481647491455,0.8251851995786031,0.7851852178573608,0.8933333357175192,0.834074079990387
control,0.9022222359975179,0.912592609723409,0.8681481679280599,0.9155555963516235,0.8992592692375183
