model,draw,test_band,n_edges,universal_2way,universal_top1
pythia-70m,draw_1,low,27,0.6977778077125549,0.18666666746139526
pythia-70m,draw_1,medium,27,0.6222222447395325,0.1733333319425583
pythia-70m,draw_1,high,27,0.746666669845581,0.17777778208255768
pythia-70m,draw_2,low,24,0.5244444608688354,0.09777778387069702
pythia-70m,draw_2,medium,24,0.4311111271381378,0.09333333373069763
pythia-70m,draw_2,high,24,0.4311111271381378,0.09777778387069702
pythia-70m,draw_3,low,25,0.542222261428833,0.15555556118488312
pythia-70m,draw_3,medium,25,0.4399999976158142,0.1111111119389534
pythia-70m,draw_3,high,25,0.6000000238418579,0.13777777552604675
