model,draw,source_band,test_band,circuit_type,ablation,n_edges,accuracy,top5_accuracy
pythia-160m,draw_1,low,low,cross_band,tokenwise_mean_corrupt,1463,0.013333333333333334,0.2
pythia-160m,draw_1,low,medium,cross_band,tokenwise_mean_corrupt,1463,0.057777777777777775,0.30666666666666664
pythia-160m,draw_1,low,high,cross_band,tokenwise_mean_corrupt,1463,0.14222222222222222,0.39111111111111113
pythia-160m,draw_1,low,very_high,cross_band,tokenwise_mean_corrupt,1463,0.4311111111111111,0.8222222222222222
pythia-160m,draw_1,low,control,cross_band,tokenwise_mean_corrupt,1463,0.2311111111111111,0.5955555555555555
pythia-160m,draw_1,medium,low,cross_band,tokenwise_mean_corrupt,1446,0.7866666666666666,0.9288888888888889
pythia-160m,draw_1,medium,medium,cross_band,tokenwise_mean_corrupt,1446,0.8488888888888889,0.9777777777777777
pythia-160m,draw_1,medium,high,cross_band,tokenwise_mean_corrupt,1446,0.8444444444444444,0.9777777777777777
pythia-160m,draw_1,medium,very_high,cross_band,tokenwise_mean_corrupt,1446,0.8933333333333333,0.9866666666666667
pythia-160m,draw_1,medium,control,cross_band,tokenwise_mean_corrupt,1446,0.8311111111111111,0.9777777777777777
pythia-160m,draw_1,high,low,cross_band,tokenwise_mean_corrupt,1360,0.64,0.8933333333333333
pythia-160m,draw_1,high,medium,cross_band,tokenwise_mean_corrupt,1360,0.6711111111111111,0.9511111111111111
pythia-160m,draw_1,high,high,cross_band,tokenwise_mean_corrupt,1360,0.7777777777777778,0.9733333333333334
pythia-160m,draw_1,high,very_high,cross_band,tokenwise_mean_corrupt,1360,0.9022222222222223,0.9866666666666667
pythia-160m,draw_1,high,control,cross_band,tokenwise_mean_corrupt,1360,0.8177777777777778,0.9822222222222222
pythia-160m,draw_1,very_high,low,cross_band,tokenwise_mean_corrupt,1358,0.64,0.8622222222222222
pythia-160m,draw_1,very_high,medium,cross_band,tokenwise_mean_corrupt,1358,0.6133333333333333,0.88
pythia-160m,draw_1,very_high,high,cross_band,tokenwise_mean_corrupt,1358,0.7777777777777778,0.9422222222222222
pythia-160m,draw_1,very_high,very_high,cross_band,tokenwise_mean_corrupt,1358,0.8444444444444444,0.9822222222222222
pythia-160m,draw_1,very_high,control,cross_band,tokenwise_mean_corrupt,1358,0.8177777777777778,0.9644444444444444
pythia-160m,draw_1,control,low,cross_band,tokenwise_mean_corrupt,1392,0.7688888888888888,0.9244444444444444
pythia-160m,draw_1,control,medium,cross_band,tokenwise_mean_corrupt,1392,0.8622222222222222,0.9777777777777777
pythia-160m,draw_1,control,high,cross_band,tokenwise_mean_corrupt,1392,0.8355555555555556,0.9955555555555555
pythia-160m,draw_1,control,very_high,cross_band,tokenwise_mean_corrupt,1392,0.9244444444444444,0.9911111111111112
pythia-160m,draw_1,control,control,cross_band,tokenwise_mean_corrupt,1392,0.8844444444444445,0.9911111111111112
pythia-160m,draw_2,low,low,cross_band,tokenwise_mean_corrupt,1483,0.5466666666666666,0.8711111111111111
pythia-160m,draw_2,low,medium,cross_band,tokenwise_mean_corrupt,1483,0.6088888888888889,0.9422222222222222
pythia-160m,draw_2,low,high,cross_band,tokenwise_mean_corrupt,1483,0.6177777777777778,0.9422222222222222
pythia-160m,draw_2,low,very_high,cross_band,tokenwise_mean_corrupt,1483,0.7288888888888889,0.9555555555555556
pythia-160m,draw_2,low,control,cross_band,tokenwise_mean_corrupt,1483,0.7111111111111111,0.9688888888888889
pythia-160m,draw_2,medium,low,cross_band,tokenwise_mean_corrupt,1513,0.5466666666666666,0.7733333333333333
