model,draw,source_band,test_band,circuit_type,ablation,n_edges,accuracy,top5_accuracy
pythia-160m,draw_2,medium,medium,cross_band,tokenwise_mean_corrupt,1513,0.6755555555555556,0.8933333333333333
pythia-160m,draw_2,medium,high,cross_band,tokenwise_mean_corrupt,1513,0.7466666666666667,0.8888888888888888
pythia-160m,draw_2,medium,very_high,cross_band,tokenwise_mean_corrupt,1513,0.7955555555555556,0.9511111111111111
pythia-160m,draw_2,medium,control,cross_band,tokenwise_mean_corrupt,1513,0.7688888888888888,0.9555555555555556
pythia-160m,draw_2,high,low,cross_band,tokenwise_mean_corrupt,1454,0.5733333333333334,0.8533333333333334
pythia-160m,draw_2,high,medium,cross_band,tokenwise_mean_corrupt,1454,0.7911111111111111,0.9777777777777777
pythia-160m,draw_2,high,high,cross_band,tokenwise_mean_corrupt,1454,0.8444444444444444,0.9733333333333334
pythia-160m,draw_2,high,very_high,cross_band,tokenwise_mean_corrupt,1454,0.8844444444444445,0.9688888888888889
pythia-160m,draw_2,high,control,cross_band,tokenwise_mean_corrupt,1454,0.8577777777777778,0.9777777777777777
pythia-160m,draw_2,very_high,low,cross_band,tokenwise_mean_corrupt,1306,0.5688888888888889,0.8666666666666667
pythia-160m,draw_2,very_high,medium,cross_band,tokenwise_mean_corrupt,1306,0.7466666666666667,0.9511111111111111
pythia-160m,draw_2,very_high,high,cross_band,tokenwise_mean_corrupt,1306,0.7777777777777778,0.9733333333333334
pythia-160m,draw_2,very_high,very_high,cross_band,tokenwise_mean_corrupt,1306,0.9066666666666666,0.9911111111111112
pythia-160m,draw_2,very_high,control,cross_band,tokenwise_mean_corrupt,1306,0.8933333333333333,1.0
pythia-160m,draw_2,control,low,cross_band,tokenwise_mean_corrupt,1380,0.35555555555555557,0.5822222222222222
pythia-160m,draw_2,control,medium,cross_band,tokenwise_mean_corrupt,1380,0.49333333333333335,0.76
pythia-160m,draw_2,control,high,cross_band,tokenwise_mean_corrupt,1380,0.7333333333333333,0.8933333333333333
pythia-160m,draw_2,control,very_high,cross_band,tokenwise_mean_corrupt,1380,0.8311111111111111,0.9822222222222222
pythia-160m,draw_2,control,control,cross_band,tokenwise_mean_corrupt,1380,0.6577777777777778,0.9155555555555556
pythia-160m,draw_3,low,low,cross_band,tokenwise_mean_corrupt,1408,0.39555555555555555,0.6933333333333334
pythia-160m,draw_3,low,medium,cross_band,tokenwise_mean_corrupt,1408,0.4577777777777778,0.7955555555555556
pythia-160m,draw_3,low,high,cross_band,tokenwise_mean_corrupt,1408,0.5066666666666667,0.8266666666666667
pythia-160m,draw_3,low,very_high,cross_band,tokenwise_mean_corrupt,1408,0.5466666666666666,0.8311111111111111
pythia-160m,draw_3,low,control,cross_band,tokenwise_mean_corrupt,1408,0.5111111111111111,0.8133333333333334
pythia-160m,draw_3,medium,low,cross_band,tokenwise_mean_corrupt,1475,0.6666666666666666,0.8533333333333334
pythia-160m,draw_3,medium,medium,cross_band,tokenwise_mean_corrupt,1475,0.7422222222222222,0.9377777777777778
pythia-160m,draw_3,medium,high,cross_band,tokenwise_mean_corrupt,1475,0.8444444444444444,0.9644444444444444
pythia-160m,draw_3,medium,very_high,cross_band,tokenwise_mean_corrupt,1475,0.8711111111111111,0.9822222222222222
pythia-160m,draw_3,medium,control,cross_band,tokenwise_mean_corrupt,1475,0.8666666666666667,0.9911111111111112
pythia-160m,draw_3,high,low,cross_band,tokenwise_mean_corrupt,1385,0.10666666666666667,0.21333333333333335
pythia-160m,draw_3,high,medium,cross_band,tokenwise_mean_corrupt,1385,0.26222222222222225,0.4444444444444444
pythia-160m,draw_3,high,high,cross_band,tokenwise_mean_corrupt,1385,0.4666666666666667,0.7866666666666666
pythia-160m,draw_3,high,very_high,cross_band,tokenwise_mean_corrupt,1385,0.7866666666666666,0.9466666666666667
pythia-160m,draw_3,high,control,cross_band,tokenwise_mean_corrupt,1385,0.5066666666666667,0.7733333333333333
pythia-160m,draw_3,very_high,low,cross_band,tokenwise_mean_corrupt,1330,0.64,0.8844444444444445
pythia-160m,draw_3,very_high,medium,cross_band,tokenwise_mean_corrupt,1330,0.8,0.9777777777777777
pythia-160m,draw_3,very_high,high,cross_band,tokenwise_mean_corrupt,1330,0.8622222222222222,0.9733333333333334
pythia-160m,draw_3,very_high,very_high,cross_band,tokenwise_mean_corrupt,1330,0.9288888888888889,0.9911111111111112
pythia-160m,draw_3,very_high,control,cross_band,tokenwise_mean_corrupt,1330,0.92,0.9777777777777777
pythia-160m,draw_3,control,low,cross_band,tokenwise_mean_corrupt,1345,0.3511111111111111,0.6755555555555556
pythia-160m,draw_3,control,medium,cross_band,tokenwise_mean_corrupt,1345,0.48444444444444446,0.7866666666666666
pythia-160m,draw_3,control,high,cross_band,tokenwise_mean_corrupt,1345,0.5955555555555555,0.88
pythia-160m,draw_3,control,very_high,cross_band,tokenwise_mean_corrupt,1345,0.7866666666666666,0.9422222222222222
pythia-160m,draw_3,control,control,cross_band,tokenwise_mean_corrupt,1345,0.6622222222222223,0.9022222222222223
