model,draw,source_band,test_band,circuit_type,ablation,n_edges,accuracy,top5_accuracy
pythia-70m,draw_1,low,low,cross_band,tokenwise_mean_corrupt,380,0.24888888888888888,0.4222222222222222
pythia-70m,draw_1,low,medium,cross_band,tokenwise_mean_corrupt,380,0.3377777777777778,0.47555555555555556
pythia-70m,draw_1,low,high,cross_band,tokenwise_mean_corrupt,380,0.37333333333333335,0.5377777777777778
pythia-70m,draw_1,low,very_high,cross_band,tokenwise_mean_corrupt,380,0.5955555555555555,0.7644444444444445
pythia-70m,draw_1,low,control,cross_band,tokenwise_mean_corrupt,380,0.49777777777777776,0.7066666666666667
pythia-70m,draw_1,medium,low,cross_band,tokenwise_mean_corrupt,395,0.2577777777777778,0.4577777777777778
pythia-70m,draw_1,medium,medium,cross_band,tokenwise_mean_corrupt,395,0.3377777777777778,0.5022222222222222
pythia-70m,draw_1,medium,high,cross_band,tokenwise_mean_corrupt,395,0.38222222222222224,0.5244444444444445
pythia-70m,draw_1,medium,very_high,cross_band,tokenwise_mean_corrupt,395,0.5377777777777778,0.7733333333333333
pythia-70m,draw_1,medium,control,cross_band,tokenwise_mean_corrupt,395,0.48444444444444446,0.6844444444444444
pythia-70m,draw_1,high,low,cross_band,tokenwise_mean_corrupt,414,0.21777777777777776,0.4
pythia-70m,draw_1,high,medium,cross_band,tokenwise_mean_corrupt,414,0.3466666666666667,0.49333333333333335
pythia-70m,draw_1,high,high,cross_band,tokenwise_mean_corrupt,414,0.37333333333333335,0.5155555555555555
pythia-70m,draw_1,high,very_high,cross_band,tokenwise_mean_corrupt,414,0.5555555555555556,0.7555555555555555
pythia-70m,draw_1,high,control,cross_band,tokenwise_mean_corrupt,414,0.48444444444444446,0.6844444444444444
pythia-70m,draw_1,very_high,low,cross_band,tokenwise_mean_corrupt,424,0.2222222222222222,0.40444444444444444
pythia-70m,draw_1,very_high,medium,cross_band,tokenwise_mean_corrupt,424,0.37333333333333335,0.5111111111111111
pythia-70m,draw_1,very_high,high,cross_band,tokenwise_mean_corrupt,424,0.4088888888888889,0.5955555555555555
pythia-70m,draw_1,very_high,very_high,cross_band,tokenwise_mean_corrupt,424,0.6444444444444445,0.7866666666666666
pythia-70m,draw_1,very_high,control,cross_band,tokenwise_mean_corrupt,424,0.6,0.7866666666666666
pythia-70m,draw_1,control,low,cross_band,tokenwise_mean_corrupt,435,0.26666666666666666,0.4666666666666667
pythia-70m,draw_1,control,medium,cross_band,tokenwise_mean_corrupt,435,0.38666666666666666,0.5377777777777778
pythia-70m,draw_1,control,high,cross_band,tokenwise_mean_corrupt,435,0.4711111111111111,0.5777777777777777
pythia-70m,draw_1,control,very_high,cross_band,tokenwise_mean_corrupt,435,0.6266666666666667,0.8177777777777778
pythia-70m,draw_1,control,control,cross_band,tokenwise_mean_corrupt,435,0.6,0.7644444444444445
pythia-70m,draw_2,low,low,cross_band,tokenwise_mean_corrupt,396,0.3111111111111111,0.4533333333333333
pythia-70m,draw_2,low,medium,cross_band,tokenwise_mean_corrupt,396,0.39111111111111113,0.49777777777777776
pythia-70m,draw_2,low,high,cross_band,tokenwise_mean_corrupt,396,0.4444444444444444,0.6088888888888889
pythia-70m,draw_2,low,very_high,cross_band,tokenwise_mean_corrupt,396,0.5777777777777777,0.72
pythia-70m,draw_2,low,control,cross_band,tokenwise_mean_corrupt,396,0.5155555555555555,0.6711111111111111
pythia-70m,draw_2,medium,low,cross_band,tokenwise_mean_corrupt,392,0.31555555555555553,0.48
pythia-70m,draw_2,medium,medium,cross_band,tokenwise_mean_corrupt,392,0.37333333333333335,0.5822222222222222
pythia-70m,draw_2,medium,high,cross_band,tokenwise_mean_corrupt,392,0.4666666666666667,0.6977777777777778
pythia-70m,draw_2,medium,very_high,cross_band,tokenwise_mean_corrupt,392,0.5911111111111111,0.7688888888888888
pythia-70m,draw_2,medium,control,cross_band,tokenwise_mean_corrupt,392,0.5155555555555555,0.72
pythia-70m,draw_2,high,low,cross_band,tokenwise_mean_corrupt,405,0.24888888888888888,0.40444444444444444
pythia-70m,draw_2,high,medium,cross_band,tokenwise_mean_corrupt,405,0.3022222222222222,0.4533333333333333
pythia-70m,draw_2,high,high,cross_band,tokenwise_mean_corrupt,405,0.32,0.56
pythia-70m,draw_2,high,very_high,cross_band,tokenwise_mean_corrupt,405,0.5244444444444445,0.6933333333333334
pythia-70m,draw_2,high,control,cross_band,tokenwise_mean_corrupt,405,0.49333333333333335,0.6444444444444445
pythia-70m,draw_2,very_high,low,cross_band,tokenwise_mean_corrupt,417,0.2311111111111111,0.4311111111111111
pythia-70m,draw_2,very_high,medium,cross_band,tokenwise_mean_corrupt,417,0.28888888888888886,0.5155555555555555
pythia-70m,draw_2,very_high,high,cross_band,tokenwise_mean_corrupt,417,0.37333333333333335,0.64
pythia-70m,draw_2,very_high,very_high,cross_band,tokenwise_mean_corrupt,417,0.6177777777777778,0.7777777777777778
pythia-70m,draw_2,very_high,control,cross_band,tokenwise_mean_corrupt,417,0.5155555555555555,0.7111111111111111
pythia-70m,draw_2,control,low,cross_band,tokenwise_mean_corrupt,410,0.31555555555555553,0.5066666666666667
pythia-70m,draw_2,control,medium,cross_band,tokenwise_mean_corrupt,410,0.36444444444444446,0.5333333333333333
pythia-70m,draw_2,control,high,cross_band,tokenwise_mean_corrupt,410,0.5244444444444445,0.6666666666666666
pythia-70m,draw_2,control,very_high,cross_band,tokenwise_mean_corrupt,410,0.6577777777777778,0.8088888888888889
pythia-70m,draw_2,control,control,cross_band,tokenwise_mean_corrupt,410,0.5733333333333334,0.7422222222222222
pythia-70m,draw_3,low,low,cross_band,tokenwise_mean_corrupt,391,0.20444444444444446,0.38222222222222224
pythia-70m,draw_3,low,medium,cross_band,tokenwise_mean_corrupt,391,0.31555555555555553,0.48
pythia-70m,draw_3,low,high,cross_band,tokenwise_mean_corrupt,391,0.4666666666666667,0.6355555555555555
pythia-70m,draw_3,low,very_high,cross_band,tokenwise_mean_corrupt,391,0.6,0.7822222222222223
pythia-70m,draw_3,low,control,cross_band,tokenwise_mean_corrupt,391,0.5866666666666667,0.7466666666666667
pythia-70m,draw_3,medium,low,cross_band,tokenwise_mean_corrupt,406,0.24888888888888888,0.40444444444444444
pythia-70m,draw_3,medium,medium,cross_band,tokenwise_mean_corrupt,406,0.35555555555555557,0.5111111111111111
