model,draw,source_band,test_band,n_edges,ablation,accuracy,top5_accuracy,source_variant,test_variant
pythia-1.4b,draw_1,very_low,very_low,2265,zero,0.0,0.0,unmatched,unmatched
pythia-1.4b,draw_1,very_low,low,2265,zero,0.0,0.0044444444444444,unmatched,matched
pythia-1.4b,draw_1,very_low,medium,2265,zero,0.0,0.0,unmatched,matched
pythia-1.4b,draw_1,very_low,high,2265,zero,0.0,0.0,unmatched,matched
pythia-1.4b,draw_1,very_low,very_high,2265,zero,0.0,0.0,unmatched,matched
pythia-1.4b,draw_1,very_low,control,2265,zero,0.0,0.0,unmatched,matched
pythia-1.4b,draw_1,low,very_low,2507,zero,0.0,0.0,matched,unmatched
pythia-1.4b,draw_1,low,low,2507,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,low,medium,2507,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,low,high,2507,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,low,very_high,2507,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,low,control,2507,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,medium,very_low,2551,zero,0.0,0.0,matched,unmatched
pythia-1.4b,draw_1,medium,low,2551,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,medium,medium,2551,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,medium,high,2551,zero,0.0,0.0044444444444444,matched,matched
pythia-1.4b,draw_1,medium,very_high,2551,zero,0.0088888888888888,0.0088888888888888,matched,matched
pythia-1.4b,draw_1,medium,control,2551,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,high,very_low,2162,zero,0.0,0.0,matched,unmatched
pythia-1.4b,draw_1,high,low,2162,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,high,medium,2162,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,high,high,2162,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,high,very_high,2162,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,high,control,2162,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,very_high,very_low,1940,zero,0.0,0.0088888888888888,matched,unmatched
pythia-1.4b,draw_1,very_high,low,1940,zero,0.0044444444444444,0.0088888888888888,matched,matched
pythia-1.4b,draw_1,very_high,medium,1940,zero,0.0,0.0177777777777777,matched,matched
pythia-1.4b,draw_1,very_high,high,1940,zero,0.0044444444444444,0.0044444444444444,matched,matched
pythia-1.4b,draw_1,very_high,very_high,1940,zero,0.0133333333333333,0.0133333333333333,matched,matched
pythia-1.4b,draw_1,very_high,control,1940,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,control,very_low,2233,zero,0.0,0.0,matched,unmatched
pythia-1.4b,draw_1,control,low,2233,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,control,medium,2233,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,control,high,2233,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,control,very_high,2233,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_1,control,control,2233,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,very_low,very_low,2409,zero,0.0,0.0,unmatched,unmatched
pythia-1.4b,draw_2,very_low,low,2409,zero,0.0,0.0,unmatched,matched
pythia-1.4b,draw_2,very_low,medium,2409,zero,0.0,0.0,unmatched,matched
pythia-1.4b,draw_2,very_low,high,2409,zero,0.0,0.0,unmatched,matched
pythia-1.4b,draw_2,very_low,very_high,2409,zero,0.0,0.0,unmatched,matched
pythia-1.4b,draw_2,very_low,control,2409,zero,0.0,0.0,unmatched,matched
pythia-1.4b,draw_2,low,very_low,2589,zero,0.0,0.0,matched,unmatched
pythia-1.4b,draw_2,low,low,2589,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,low,medium,2589,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,low,high,2589,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,low,very_high,2589,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,low,control,2589,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,medium,very_low,2451,zero,0.0,0.0044444444444444,matched,unmatched
pythia-1.4b,draw_2,medium,low,2451,zero,0.0,0.0222222222222222,matched,matched
pythia-1.4b,draw_2,medium,medium,2451,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,medium,high,2451,zero,0.0,0.0088888888888888,matched,matched
pythia-1.4b,draw_2,medium,very_high,2451,zero,0.0044444444444444,0.0133333333333333,matched,matched
pythia-1.4b,draw_2,medium,control,2451,zero,0.0044444444444444,0.0133333333333333,matched,matched
pythia-1.4b,draw_2,high,very_low,2182,zero,0.0,0.0,matched,unmatched
pythia-1.4b,draw_2,high,low,2182,zero,0.0044444444444444,0.0044444444444444,matched,matched
pythia-1.4b,draw_2,high,medium,2182,zero,0.0,0.0088888888888888,matched,matched
pythia-1.4b,draw_2,high,high,2182,zero,0.0,0.0088888888888888,matched,matched
pythia-1.4b,draw_2,high,very_high,2182,zero,0.0044444444444444,0.0311111111111111,matched,matched
pythia-1.4b,draw_2,high,control,2182,zero,0.0,0.0044444444444444,matched,matched
pythia-1.4b,draw_2,very_high,very_low,2025,zero,0.0,0.0,matched,unmatched
pythia-1.4b,draw_2,very_high,low,2025,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,very_high,medium,2025,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,very_high,high,2025,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,very_high,very_high,2025,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,very_high,control,2025,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,control,very_low,2221,zero,0.0,0.0,matched,unmatched
pythia-1.4b,draw_2,control,low,2221,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,control,medium,2221,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,control,high,2221,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,control,very_high,2221,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_2,control,control,2221,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_3,very_low,very_low,2152,zero,0.0,0.0,unmatched,unmatched
pythia-1.4b,draw_3,very_low,low,2152,zero,0.0,0.0,unmatched,matched
pythia-1.4b,draw_3,very_low,medium,2152,zero,0.0,0.0,unmatched,matched
pythia-1.4b,draw_3,very_low,high,2152,zero,0.0,0.0,unmatched,matched
pythia-1.4b,draw_3,very_low,very_high,2152,zero,0.0,0.0,unmatched,matched
pythia-1.4b,draw_3,very_low,control,2152,zero,0.0,0.0,unmatched,matched
pythia-1.4b,draw_3,low,very_low,2604,zero,0.0,0.0,matched,unmatched
pythia-1.4b,draw_3,low,low,2604,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_3,low,medium,2604,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_3,low,high,2604,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_3,low,very_high,2604,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_3,low,control,2604,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_3,medium,very_low,2453,zero,0.0222222222222222,0.0444444444444444,matched,unmatched
pythia-1.4b,draw_3,medium,low,2453,zero,0.0133333333333333,0.0266666666666666,matched,matched
pythia-1.4b,draw_3,medium,medium,2453,zero,0.0044444444444444,0.0133333333333333,matched,matched
pythia-1.4b,draw_3,medium,high,2453,zero,0.0,0.0044444444444444,matched,matched
pythia-1.4b,draw_3,medium,very_high,2453,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_3,medium,control,2453,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_3,high,very_low,2121,zero,0.0,0.0,matched,unmatched
pythia-1.4b,draw_3,high,low,2121,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_3,high,medium,2121,zero,0.0044444444444444,0.0044444444444444,matched,matched
pythia-1.4b,draw_3,high,high,2121,zero,0.0044444444444444,0.0177777777777777,matched,matched
pythia-1.4b,draw_3,high,very_high,2121,zero,0.0088888888888888,0.0177777777777777,matched,matched
pythia-1.4b,draw_3,high,control,2121,zero,0.0177777777777777,0.0311111111111111,matched,matched
pythia-1.4b,draw_3,very_high,very_low,2108,zero,0.0,0.0044444444444444,matched,unmatched
pythia-1.4b,draw_3,very_high,low,2108,zero,0.0,0.0044444444444444,matched,matched
pythia-1.4b,draw_3,very_high,medium,2108,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_3,very_high,high,2108,zero,0.0,0.0,matched,matched
pythia-1.4b,draw_3,very_high,very_high,2108,zero,0.0,0.0088888888888888,matched,matched
pythia-1.4b,draw_3,very_high,control,2108,zero,0.0,0.0,matched,matched
