model,draw,source_band,test_band,n_edges,ablation,accuracy,top5_accuracy,source_variant,test_variant
pythia-410m,draw_1,very_low,very_low,3742,zero,0.0,0.0,unmatched,unmatched
pythia-410m,draw_1,very_low,low,3742,zero,0.0,0.0,unmatched,matched
pythia-410m,draw_1,very_low,medium,3742,zero,0.0,0.0,unmatched,matched
pythia-410m,draw_1,very_low,high,3742,zero,0.0,0.0,unmatched,matched
pythia-410m,draw_1,very_low,very_high,3742,zero,0.0,0.0,unmatched,matched
pythia-410m,draw_1,very_low,control,3742,zero,0.0,0.0044444444444444,unmatched,matched
pythia-410m,draw_1,low,very_low,3957,zero,0.0,0.0,matched,unmatched
pythia-410m,draw_1,low,low,3957,zero,0.0,0.0,matched,matched
pythia-410m,draw_1,low,medium,3957,zero,0.0,0.0,matched,matched
pythia-410m,draw_1,low,high,3957,zero,0.0,0.0,matched,matched
pythia-410m,draw_1,low,very_high,3957,zero,0.0044444444444444,0.0088888888888888,matched,matched
pythia-410m,draw_1,low,control,3957,zero,0.0,0.0088888888888888,matched,matched
pythia-410m,draw_1,medium,very_low,3809,zero,0.0,0.0088888888888888,matched,unmatched
pythia-410m,draw_1,medium,low,3809,zero,0.0088888888888888,0.0222222222222222,matched,matched
pythia-410m,draw_1,medium,medium,3809,zero,0.0088888888888888,0.0222222222222222,matched,matched
pythia-410m,draw_1,medium,high,3809,zero,0.0222222222222222,0.0355555555555555,matched,matched
pythia-410m,draw_1,medium,very_high,3809,zero,0.0,0.0088888888888888,matched,matched
pythia-410m,draw_1,medium,control,3809,zero,0.0,0.0177777777777777,matched,matched
pythia-410m,draw_1,high,very_low,3480,zero,0.0,0.0,matched,unmatched
pythia-410m,draw_1,high,low,3480,zero,0.0,0.0,matched,matched
pythia-410m,draw_1,high,medium,3480,zero,0.0,0.0,matched,matched
pythia-410m,draw_1,high,high,3480,zero,0.0,0.0,matched,matched
pythia-410m,draw_1,high,very_high,3480,zero,0.0,0.0,matched,matched
pythia-410m,draw_1,high,control,3480,zero,0.0,0.0,matched,matched
pythia-410m,draw_1,very_high,very_low,3131,zero,0.0,0.0,matched,unmatched
pythia-410m,draw_1,very_high,low,3131,zero,0.0,0.0,matched,matched
pythia-410m,draw_1,very_high,medium,3131,zero,0.0,0.0,matched,matched
pythia-410m,draw_1,very_high,high,3131,zero,0.0,0.0,matched,matched
pythia-410m,draw_1,very_high,very_high,3131,zero,0.0,0.0,matched,matched
pythia-410m,draw_1,very_high,control,3131,zero,0.0,0.0,matched,matched
pythia-410m,draw_1,control,very_low,3425,zero,0.0,0.0044444444444444,matched,unmatched
pythia-410m,draw_1,control,low,3425,zero,0.0,0.0,matched,matched
pythia-410m,draw_1,control,medium,3425,zero,0.0088888888888888,0.0088888888888888,matched,matched
pythia-410m,draw_1,control,high,3425,zero,0.0044444444444444,0.0133333333333333,matched,matched
pythia-410m,draw_1,control,very_high,3425,zero,0.0177777777777777,0.0355555555555555,matched,matched
pythia-410m,draw_1,control,control,3425,zero,0.0044444444444444,0.0266666666666666,matched,matched
pythia-410m,draw_2,very_low,very_low,3819,zero,0.0,0.0,unmatched,unmatched
pythia-410m,draw_2,very_low,low,3819,zero,0.0,0.0,unmatched,matched
pythia-410m,draw_2,very_low,medium,3819,zero,0.0,0.0,unmatched,matched
pythia-410m,draw_2,very_low,high,3819,zero,0.0,0.0,unmatched,matched
pythia-410m,draw_2,very_low,very_high,3819,zero,0.0,0.0,unmatched,matched
pythia-410m,draw_2,very_low,control,3819,zero,0.0,0.0,unmatched,matched
pythia-410m,draw_2,low,very_low,3848,zero,0.0,0.0,matched,unmatched
pythia-410m,draw_2,low,low,3848,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,low,medium,3848,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,low,high,3848,zero,0.0,0.0,matched,matched
