model,draw,source_band,test_band,n_edges,ablation,accuracy,top5_accuracy,source_variant,test_variant
pythia-410m,draw_2,low,very_high,3848,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,low,control,3848,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,medium,very_low,3709,zero,0.0,0.0,matched,unmatched
pythia-410m,draw_2,medium,low,3709,zero,0.0,0.0044444444444444,matched,matched
pythia-410m,draw_2,medium,medium,3709,zero,0.0044444444444444,0.0044444444444444,matched,matched
pythia-410m,draw_2,medium,high,3709,zero,0.0088888888888888,0.0222222222222222,matched,matched
pythia-410m,draw_2,medium,very_high,3709,zero,0.0044444444444444,0.0044444444444444,matched,matched
pythia-410m,draw_2,medium,control,3709,zero,0.0,0.0133333333333333,matched,matched
pythia-410m,draw_2,high,very_low,3483,zero,0.0,0.0,matched,unmatched
pythia-410m,draw_2,high,low,3483,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,high,medium,3483,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,high,high,3483,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,high,very_high,3483,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,high,control,3483,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,very_high,very_low,3476,zero,0.0,0.0,matched,unmatched
pythia-410m,draw_2,very_high,low,3476,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,very_high,medium,3476,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,very_high,high,3476,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,very_high,very_high,3476,zero,0.0,0.0044444444444444,matched,matched
pythia-410m,draw_2,very_high,control,3476,zero,0.0044444444444444,0.0044444444444444,matched,matched
pythia-410m,draw_2,control,very_low,3317,zero,0.0,0.0,matched,unmatched
pythia-410m,draw_2,control,low,3317,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,control,medium,3317,zero,0.0,0.0044444444444444,matched,matched
pythia-410m,draw_2,control,high,3317,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,control,very_high,3317,zero,0.0,0.0,matched,matched
pythia-410m,draw_2,control,control,3317,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,very_low,very_low,3739,zero,0.0,0.0,unmatched,unmatched
pythia-410m,draw_3,very_low,low,3739,zero,0.0,0.0,unmatched,matched
pythia-410m,draw_3,very_low,medium,3739,zero,0.0,0.0,unmatched,matched
pythia-410m,draw_3,very_low,high,3739,zero,0.0,0.0,unmatched,matched
pythia-410m,draw_3,very_low,very_high,3739,zero,0.0,0.0,unmatched,matched
pythia-410m,draw_3,very_low,control,3739,zero,0.0,0.0,unmatched,matched
pythia-410m,draw_3,low,very_low,4122,zero,0.0,0.0,matched,unmatched
pythia-410m,draw_3,low,low,4122,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,low,medium,4122,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,low,high,4122,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,low,very_high,4122,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,low,control,4122,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,medium,very_low,3920,zero,0.0,0.0044444444444444,matched,unmatched
pythia-410m,draw_3,medium,low,3920,zero,0.0044444444444444,0.0088888888888888,matched,matched
pythia-410m,draw_3,medium,medium,3920,zero,0.0,0.0177777777777777,matched,matched
pythia-410m,draw_3,medium,high,3920,zero,0.0,0.0133333333333333,matched,matched
pythia-410m,draw_3,medium,very_high,3920,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,medium,control,3920,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,high,very_low,3379,zero,0.0,0.0,matched,unmatched
pythia-410m,draw_3,high,low,3379,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,high,medium,3379,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,high,high,3379,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,high,very_high,3379,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,high,control,3379,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,very_high,very_low,3280,zero,0.0,0.0,matched,unmatched
pythia-410m,draw_3,very_high,low,3280,zero,0.0,0.0044444444444444,matched,matched
pythia-410m,draw_3,very_high,medium,3280,zero,0.0044444444444444,0.0133333333333333,matched,matched
pythia-410m,draw_3,very_high,high,3280,zero,0.0044444444444444,0.0177777777777777,matched,matched
pythia-410m,draw_3,very_high,very_high,3280,zero,0.0044444444444444,0.04,matched,matched
pythia-410m,draw_3,very_high,control,3280,zero,0.0088888888888888,0.0222222222222222,matched,matched
pythia-410m,draw_3,control,very_low,3382,zero,0.0,0.0,matched,unmatched
pythia-410m,draw_3,control,low,3382,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,control,medium,3382,zero,0.0044444444444444,0.0044444444444444,matched,matched
pythia-410m,draw_3,control,high,3382,zero,0.0,0.0,matched,matched
pythia-410m,draw_3,control,very_high,3382,zero,0.0,0.0044444444444444,matched,matched
pythia-410m,draw_3,control,control,3382,zero,0.0,0.0,matched,matched
