model,draw,source_band,test_band,n_edges,ablation,accuracy,top5_accuracy,source_variant,test_variant
pythia-70m,draw_1,very_high,control,424,zero,0.4133333333333333,0.6088888888888889,matched,matched
pythia-70m,draw_1,control,very_low,435,zero,0.2622222222222222,0.3777777777777777,matched,unmatched
pythia-70m,draw_1,control,low,435,zero,0.3244444444444444,0.4711111111111111,matched,matched
pythia-70m,draw_1,control,medium,435,zero,0.4222222222222222,0.52,matched,matched
pythia-70m,draw_1,control,high,435,zero,0.4933333333333333,0.5777777777777777,matched,matched
pythia-70m,draw_1,control,very_high,435,zero,0.6666666666666666,0.8222222222222222,matched,matched
pythia-70m,draw_1,control,control,435,zero,0.6177777777777778,0.7866666666666666,matched,matched
pythia-70m,draw_2,very_low,very_low,385,zero,0.0711111111111111,0.2,unmatched,unmatched
pythia-70m,draw_2,very_low,low,385,zero,0.1466666666666666,0.2577777777777778,unmatched,matched
pythia-70m,draw_2,very_low,medium,385,zero,0.1688888888888889,0.3066666666666666,unmatched,matched
pythia-70m,draw_2,very_low,high,385,zero,0.2133333333333333,0.3911111111111111,unmatched,matched
pythia-70m,draw_2,very_low,very_high,385,zero,0.2222222222222222,0.4177777777777778,unmatched,matched
pythia-70m,draw_2,very_low,control,385,zero,0.2133333333333333,0.3955555555555555,unmatched,matched
pythia-70m,draw_2,low,very_low,396,zero,0.24,0.3866666666666666,matched,unmatched
pythia-70m,draw_2,low,low,396,zero,0.36,0.4755555555555555,matched,matched
pythia-70m,draw_2,low,medium,396,zero,0.3866666666666666,0.4844444444444444,matched,matched
pythia-70m,draw_2,low,high,396,zero,0.4977777777777777,0.6533333333333333,matched,matched
pythia-70m,draw_2,low,very_high,396,zero,0.5466666666666666,0.6933333333333334,matched,matched
pythia-70m,draw_2,low,control,396,zero,0.4888888888888889,0.6622222222222223,matched,matched
pythia-70m,draw_2,medium,very_low,392,zero,0.1111111111111111,0.2933333333333333,matched,unmatched
pythia-70m,draw_2,medium,low,392,zero,0.1777777777777777,0.3644444444444444,matched,matched
pythia-70m,draw_2,medium,medium,392,zero,0.2177777777777777,0.3866666666666666,matched,matched
pythia-70m,draw_2,medium,high,392,zero,0.3244444444444444,0.4755555555555555,matched,matched
pythia-70m,draw_2,medium,very_high,392,zero,0.3511111111111111,0.4933333333333333,matched,matched
pythia-70m,draw_2,medium,control,392,zero,0.32,0.4755555555555555,matched,matched
pythia-70m,draw_2,high,very_low,405,zero,0.0977777777777777,0.2177777777777777,matched,unmatched
pythia-70m,draw_2,high,low,405,zero,0.2177777777777777,0.3555555555555555,matched,matched
pythia-70m,draw_2,high,medium,405,zero,0.1866666666666666,0.3511111111111111,matched,matched
pythia-70m,draw_2,high,high,405,zero,0.3288888888888889,0.5066666666666667,matched,matched
pythia-70m,draw_2,high,very_high,405,zero,0.4133333333333333,0.6044444444444445,matched,matched
pythia-70m,draw_2,high,control,405,zero,0.3511111111111111,0.52,matched,matched
pythia-70m,draw_2,very_high,very_low,417,zero,0.1466666666666666,0.2577777777777778,matched,unmatched
pythia-70m,draw_2,very_high,low,417,zero,0.24,0.3866666666666666,matched,matched
pythia-70m,draw_2,very_high,medium,417,zero,0.28,0.4088888888888889,matched,matched
pythia-70m,draw_2,very_high,high,417,zero,0.3777777777777777,0.5688888888888889,matched,matched
pythia-70m,draw_2,very_high,very_high,417,zero,0.5155555555555555,0.7022222222222222,matched,matched
pythia-70m,draw_2,very_high,control,417,zero,0.4088888888888889,0.6133333333333333,matched,matched
pythia-70m,draw_2,control,very_low,410,zero,0.2222222222222222,0.3333333333333333,matched,unmatched
pythia-70m,draw_2,control,low,410,zero,0.4,0.4977777777777777,matched,matched
pythia-70m,draw_2,control,medium,410,zero,0.44,0.56,matched,matched
pythia-70m,draw_2,control,high,410,zero,0.5911111111111111,0.7288888888888889,matched,matched
pythia-70m,draw_2,control,very_high,410,zero,0.6444444444444445,0.7511111111111111,matched,matched
pythia-70m,draw_2,control,control,410,zero,0.5733333333333334,0.7244444444444444,matched,matched
pythia-70m,draw_3,very_low,very_low,378,zero,0.0666666666666666,0.16,unmatched,unmatched
pythia-70m,draw_3,very_low,low,378,zero,0.1022222222222222,0.1822222222222222,unmatched,matched
pythia-70m,draw_3,very_low,medium,378,zero,0.1688888888888889,0.2711111111111111,unmatched,matched
pythia-70m,draw_3,very_low,high,378,zero,0.1955555555555555,0.36,unmatched,matched
pythia-70m,draw_3,very_low,very_high,378,zero,0.3022222222222222,0.5111111111111111,unmatched,matched
pythia-70m,draw_3,very_low,control,378,zero,0.2622222222222222,0.44,unmatched,matched
pythia-70m,draw_3,low,very_low,391,zero,0.2177777777777777,0.3422222222222222,matched,unmatched
pythia-70m,draw_3,low,low,391,zero,0.2222222222222222,0.2977777777777777,matched,matched
pythia-70m,draw_3,low,medium,391,zero,0.3422222222222222,0.4088888888888889,matched,matched
pythia-70m,draw_3,low,high,391,zero,0.4533333333333333,0.5866666666666667,matched,matched
pythia-70m,draw_3,low,very_high,391,zero,0.5555555555555556,0.7022222222222222,matched,matched
pythia-70m,draw_3,low,control,391,zero,0.5244444444444445,0.68,matched,matched
pythia-70m,draw_3,medium,very_low,406,zero,0.0977777777777777,0.24,matched,unmatched
pythia-70m,draw_3,medium,low,406,zero,0.0666666666666666,0.1733333333333333,matched,matched
pythia-70m,draw_3,medium,medium,406,zero,0.1555555555555555,0.3022222222222222,matched,matched
pythia-70m,draw_3,medium,high,406,zero,0.2222222222222222,0.4088888888888889,matched,matched
pythia-70m,draw_3,medium,very_high,406,zero,0.2888888888888888,0.4755555555555555,matched,matched
pythia-70m,draw_3,medium,control,406,zero,0.2755555555555555,0.44,matched,matched
pythia-70m,draw_3,high,very_low,431,zero,0.1466666666666666,0.2222222222222222,matched,unmatched
pythia-70m,draw_3,high,low,431,zero,0.1111111111111111,0.1911111111111111,matched,matched
pythia-70m,draw_3,high,medium,431,zero,0.24,0.3333333333333333,matched,matched
pythia-70m,draw_3,high,high,431,zero,0.2888888888888888,0.3955555555555555,matched,matched
pythia-70m,draw_3,high,very_high,431,zero,0.3644444444444444,0.5866666666666667,matched,matched
pythia-70m,draw_3,high,control,431,zero,0.3777777777777777,0.52,matched,matched
pythia-70m,draw_3,very_high,very_low,417,zero,0.0977777777777777,0.1866666666666666,matched,unmatched
pythia-70m,draw_3,very_high,low,417,zero,0.1155555555555555,0.1733333333333333,matched,matched
pythia-70m,draw_3,very_high,medium,417,zero,0.2044444444444444,0.3111111111111111,matched,matched
pythia-70m,draw_3,very_high,high,417,zero,0.2355555555555555,0.3911111111111111,matched,matched
pythia-70m,draw_3,very_high,very_high,417,zero,0.3333333333333333,0.5333333333333333,matched,matched
pythia-70m,draw_3,very_high,control,417,zero,0.3155555555555555,0.5111111111111111,matched,matched
pythia-70m,draw_3,control,very_low,426,zero,0.1155555555555555,0.2133333333333333,matched,unmatched
pythia-70m,draw_3,control,low,426,zero,0.1155555555555555,0.1777777777777777,matched,matched
pythia-70m,draw_3,control,medium,426,zero,0.2311111111111111,0.32,matched,matched
pythia-70m,draw_3,control,high,426,zero,0.3244444444444444,0.4888888888888889,matched,matched
pythia-70m,draw_3,control,very_high,426,zero,0.52,0.6933333333333334,matched,matched
pythia-70m,draw_3,control,control,426,zero,0.4711111111111111,0.6488888888888888,matched,matched
