model,layer,head,n_unique_roles,majority_role,majority_fraction,is_stable
pythia-1.4b,10,7,1,bos_sink,1.0,True
pythia-1.4b,10,8,1,bos_sink,1.0,True
pythia-1.4b,10,9,1,diffuse,1.0,True
pythia-1.4b,10,10,1,bos_sink,1.0,True
pythia-1.4b,10,11,1,bos_sink,1.0,True
pythia-1.4b,10,12,1,bos_sink,1.0,True
pythia-1.4b,10,13,1,bos_sink,1.0,True
pythia-1.4b,10,14,1,diffuse,1.0,True
pythia-1.4b,10,15,1,diffuse,1.0,True
pythia-1.4b,11,0,1,bos_sink,1.0,True
pythia-1.4b,11,1,1,bos_sink,1.0,True
pythia-1.4b,11,2,1,diffuse,1.0,True
pythia-1.4b,11,3,1,bos_sink,1.0,True
pythia-1.4b,11,4,1,diffuse,1.0,True
pythia-1.4b,11,5,1,bos_sink,1.0,True
pythia-1.4b,11,6,2,bos_sink,0.8,False
pythia-1.4b,11,7,1,bos_sink,1.0,True
pythia-1.4b,11,8,1,bos_sink,1.0,True
pythia-1.4b,11,9,1,previous_token,1.0,True
pythia-1.4b,11,10,1,bos_sink,1.0,True
pythia-1.4b,11,11,1,bos_sink,1.0,True
pythia-1.4b,11,12,1,bos_sink,1.0,True
pythia-1.4b,11,13,1,bos_sink,1.0,True
pythia-1.4b,11,14,1,diffuse,1.0,True
pythia-1.4b,11,15,1,bos_sink,1.0,True
pythia-1.4b,12,0,1,bos_sink,1.0,True
pythia-1.4b,12,1,1,bos_sink,1.0,True
pythia-1.4b,12,2,1,bos_sink,1.0,True
pythia-1.4b,12,3,1,bos_sink,1.0,True
pythia-1.4b,12,4,1,bos_sink,1.0,True
pythia-1.4b,12,5,1,bos_sink,1.0,True
pythia-1.4b,12,6,1,bos_sink,1.0,True
pythia-1.4b,12,7,2,bos_sink,0.6,False
pythia-1.4b,12,8,2,diffuse,0.6,False
pythia-1.4b,12,9,1,bos_sink,1.0,True
pythia-1.4b,12,10,1,bos_sink,1.0,True
pythia-1.4b,12,11,2,diffuse,0.8,False
pythia-1.4b,12,12,1,previous_token,1.0,True
pythia-1.4b,12,13,1,bos_sink,1.0,True
pythia-1.4b,12,14,2,diffuse,0.6,False
pythia-1.4b,12,15,1,bos_sink,1.0,True
pythia-1.4b,13,0,1,bos_sink,1.0,True
pythia-1.4b,13,1,2,diffuse,0.6,False
pythia-1.4b,13,2,1,bos_sink,1.0,True
pythia-1.4b,13,3,1,bos_sink,1.0,True
pythia-1.4b,13,4,1,bos_sink,1.0,True
pythia-1.4b,13,5,1,bos_sink,1.0,True
pythia-1.4b,13,6,1,bos_sink,1.0,True
pythia-1.4b,13,7,1,bos_sink,1.0,True
pythia-1.4b,13,8,1,bos_sink,1.0,True
pythia-1.4b,13,9,1,bos_sink,1.0,True
pythia-1.4b,13,10,1,bos_sink,1.0,True
pythia-1.4b,13,11,1,bos_sink,1.0,True
pythia-1.4b,13,12,1,bos_sink,1.0,True
pythia-1.4b,13,13,1,bos_sink,1.0,True
pythia-1.4b,13,14,1,bos_sink,1.0,True
pythia-1.4b,13,15,2,diffuse,0.8,False
pythia-1.4b,14,0,1,bos_sink,1.0,True
pythia-1.4b,14,1,1,bos_sink,1.0,True
pythia-1.4b,14,2,1,bos_sink,1.0,True
pythia-1.4b,14,3,1,bos_sink,1.0,True
pythia-1.4b,14,4,1,bos_sink,1.0,True
pythia-1.4b,14,5,1,bos_sink,1.0,True
pythia-1.4b,14,6,2,bos_sink,0.8,False
pythia-1.4b,14,7,1,bos_sink,1.0,True
pythia-1.4b,14,8,1,bos_sink,1.0,True
pythia-1.4b,14,9,1,bos_sink,1.0,True
pythia-1.4b,14,10,1,bos_sink,1.0,True
pythia-1.4b,14,11,1,diffuse,1.0,True
pythia-1.4b,14,12,1,bos_sink,1.0,True
pythia-1.4b,14,13,1,bos_sink,1.0,True
pythia-1.4b,14,14,1,bos_sink,1.0,True
pythia-1.4b,14,15,1,bos_sink,1.0,True
pythia-1.4b,15,0,1,bos_sink,1.0,True
pythia-1.4b,15,1,1,bos_sink,1.0,True
pythia-1.4b,15,2,1,bos_sink,1.0,True
pythia-1.4b,15,3,2,bos_sink,0.8,False
pythia-1.4b,15,4,1,bos_sink,1.0,True
pythia-1.4b,15,5,1,bos_sink,1.0,True
pythia-1.4b,15,6,1,bos_sink,1.0,True
pythia-1.4b,15,7,1,bos_sink,1.0,True
pythia-1.4b,15,8,1,bos_sink,1.0,True
pythia-1.4b,15,9,2,bos_sink,0.6,False
pythia-1.4b,15,10,1,bos_sink,1.0,True
pythia-1.4b,15,11,2,bos_sink,0.6,False
pythia-1.4b,15,12,1,bos_sink,1.0,True
pythia-1.4b,15,13,2,bos_sink,0.6,False
pythia-1.4b,15,14,1,bos_sink,1.0,True
pythia-1.4b,15,15,2,diffuse,0.6,False
pythia-1.4b,16,0,1,diffuse,1.0,True
pythia-1.4b,16,1,1,bos_sink,1.0,True
pythia-1.4b,16,2,1,diffuse,1.0,True
pythia-1.4b,16,3,1,bos_sink,1.0,True
pythia-1.4b,16,4,1,diffuse,1.0,True
pythia-1.4b,16,5,2,diffuse,0.6,False
pythia-1.4b,16,6,1,diffuse,1.0,True
pythia-1.4b,16,7,1,bos_sink,1.0,True
pythia-1.4b,16,8,1,bos_sink,1.0,True
pythia-1.4b,16,9,1,bos_sink,1.0,True
pythia-1.4b,16,10,1,bos_sink,1.0,True
pythia-1.4b,16,11,1,bos_sink,1.0,True
pythia-1.4b,16,12,1,bos_sink,1.0,True
pythia-1.4b,16,13,1,bos_sink,1.0,True
pythia-1.4b,16,14,1,bos_sink,1.0,True
pythia-1.4b,16,15,1,bos_sink,1.0,True
pythia-1.4b,17,0,1,bos_sink,1.0,True
pythia-1.4b,17,1,1,bos_sink,1.0,True
pythia-1.4b,17,2,1,bos_sink,1.0,True
pythia-1.4b,17,3,1,bos_sink,1.0,True
pythia-1.4b,17,4,1,bos_sink,1.0,True
pythia-1.4b,17,5,1,bos_sink,1.0,True
pythia-1.4b,17,6,1,bos_sink,1.0,True
pythia-1.4b,17,7,2,bos_sink,0.8,False
pythia-1.4b,17,8,1,bos_sink,1.0,True
pythia-1.4b,17,9,1,bos_sink,1.0,True
pythia-1.4b,17,10,1,bos_sink,1.0,True
pythia-1.4b,17,11,1,bos_sink,1.0,True
pythia-1.4b,17,12,1,bos_sink,1.0,True
pythia-1.4b,17,13,1,bos_sink,1.0,True
pythia-1.4b,17,14,1,bos_sink,1.0,True
pythia-1.4b,17,15,1,bos_sink,1.0,True
pythia-1.4b,18,0,1,bos_sink,1.0,True
pythia-1.4b,18,1,1,bos_sink,1.0,True
pythia-1.4b,18,2,1,bos_sink,1.0,True
pythia-1.4b,18,3,1,bos_sink,1.0,True
pythia-1.4b,18,4,1,bos_sink,1.0,True
pythia-1.4b,18,5,1,bos_sink,1.0,True
pythia-1.4b,18,6,1,diffuse,1.0,True
pythia-1.4b,18,7,1,bos_sink,1.0,True
pythia-1.4b,18,8,2,diffuse,0.6,False
pythia-1.4b,18,9,1,bos_sink,1.0,True
pythia-1.4b,18,10,1,bos_sink,1.0,True
pythia-1.4b,18,11,2,diffuse,0.6,False
pythia-1.4b,18,12,1,bos_sink,1.0,True
pythia-1.4b,18,13,1,bos_sink,1.0,True
pythia-1.4b,18,14,1,bos_sink,1.0,True
pythia-1.4b,18,15,1,bos_sink,1.0,True
pythia-1.4b,19,0,1,bos_sink,1.0,True
pythia-1.4b,19,1,1,bos_sink,1.0,True
pythia-1.4b,19,2,1,diffuse,1.0,True
pythia-1.4b,19,3,1,bos_sink,1.0,True
pythia-1.4b,19,4,1,bos_sink,1.0,True
pythia-1.4b,19,5,1,bos_sink,1.0,True
pythia-1.4b,19,6,2,bos_sink,0.8,False
pythia-1.4b,19,7,1,bos_sink,1.0,True
pythia-1.4b,19,8,1,bos_sink,1.0,True
pythia-1.4b,19,9,1,bos_sink,1.0,True
pythia-1.4b,19,10,1,bos_sink,1.0,True
pythia-1.4b,19,11,2,diffuse,0.8,False
pythia-1.4b,19,12,1,bos_sink,1.0,True
pythia-1.4b,19,13,1,bos_sink,1.0,True
pythia-1.4b,19,14,1,diffuse,1.0,True
pythia-1.4b,19,15,1,bos_sink,1.0,True
pythia-1.4b,20,0,1,bos_sink,1.0,True
pythia-1.4b,20,1,1,bos_sink,1.0,True
pythia-1.4b,20,2,2,diffuse,0.8,False
pythia-1.4b,20,3,1,diffuse,1.0,True
pythia-1.4b,20,4,1,bos_sink,1.0,True
pythia-1.4b,20,5,1,bos_sink,1.0,True
pythia-1.4b,20,6,1,diffuse,1.0,True
pythia-1.4b,20,7,1,bos_sink,1.0,True
pythia-1.4b,20,8,1,bos_sink,1.0,True
pythia-1.4b,20,9,1,bos_sink,1.0,True
pythia-1.4b,20,10,2,diffuse,0.6,False
pythia-1.4b,20,11,1,bos_sink,1.0,True
pythia-1.4b,20,12,1,bos_sink,1.0,True
pythia-1.4b,20,13,1,diffuse,1.0,True
pythia-1.4b,20,14,1,diffuse,1.0,True
pythia-1.4b,20,15,1,diffuse,1.0,True
pythia-1.4b,21,0,1,diffuse,1.0,True
pythia-1.4b,21,1,1,diffuse,1.0,True
pythia-1.4b,21,2,2,diffuse,0.6,False
pythia-1.4b,21,3,1,bos_sink,1.0,True
pythia-1.4b,21,4,1,bos_sink,1.0,True
pythia-1.4b,21,5,1,bos_sink,1.0,True
pythia-1.4b,21,6,1,diffuse,1.0,True
pythia-1.4b,21,7,2,bos_sink,0.8,False
pythia-1.4b,21,8,1,bos_sink,1.0,True
pythia-1.4b,21,9,1,bos_sink,1.0,True
pythia-1.4b,21,10,1,diffuse,1.0,True
pythia-1.4b,21,11,1,bos_sink,1.0,True
pythia-1.4b,21,12,1,bos_sink,1.0,True
pythia-1.4b,21,13,1,diffuse,1.0,True
pythia-1.4b,21,14,1,diffuse,1.0,True
pythia-1.4b,21,15,1,bos_sink,1.0,True
pythia-1.4b,22,0,1,bos_sink,1.0,True
pythia-1.4b,22,1,1,bos_sink,1.0,True
pythia-1.4b,22,2,1,diffuse,1.0,True
pythia-1.4b,22,3,1,bos_sink,1.0,True
pythia-1.4b,22,4,1,diffuse,1.0,True
pythia-1.4b,22,5,1,bos_sink,1.0,True
pythia-1.4b,22,6,1,diffuse,1.0,True
pythia-1.4b,22,7,1,bos_sink,1.0,True
pythia-1.4b,22,8,1,bos_sink,1.0,True
pythia-1.4b,22,9,1,diffuse,1.0,True
pythia-1.4b,22,10,1,bos_sink,1.0,True
pythia-1.4b,22,11,1,bos_sink,1.0,True
pythia-1.4b,22,12,2,previous_token,0.8,False
pythia-1.4b,22,13,1,bos_sink,1.0,True
pythia-1.4b,22,14,1,bos_sink,1.0,True
pythia-1.4b,22,15,1,bos_sink,1.0,True
pythia-1.4b,23,0,1,diffuse,1.0,True
pythia-1.4b,23,1,1,bos_sink,1.0,True
pythia-1.4b,23,2,1,diffuse,1.0,True
pythia-1.4b,23,3,1,bos_sink,1.0,True
pythia-1.4b,23,4,2,diffuse,0.6,False
pythia-1.4b,23,5,1,diffuse,1.0,True
pythia-1.4b,23,6,1,bos_sink,1.0,True
pythia-1.4b,23,7,1,bos_sink,1.0,True
pythia-1.4b,23,8,1,bos_sink,1.0,True
pythia-1.4b,23,9,1,diffuse,1.0,True
pythia-1.4b,23,10,1,diffuse,1.0,True
pythia-1.4b,23,11,2,bos_sink,0.6,False
pythia-1.4b,23,12,1,bos_sink,1.0,True
pythia-1.4b,23,13,2,diffuse,0.8,False
pythia-1.4b,23,14,1,bos_sink,1.0,True
pythia-1.4b,23,15,1,diffuse,1.0,True
