layer,head,role,bos_fraction,self_fraction,prev_fraction,source_fraction,target_fraction,repeat_fraction,induction_score,distractor_fraction,entropy,model,band
1,5,diffuse,0.21090805530548096,0.18837684392929077,0.14848178625106812,0.07165827602148056,0.009781739674508572,0.5295069217681885,0.011874259449541569,0.1781451255083084,3.5619726181030273,pythia-70m,low
1,6,diffuse,0.23282673954963684,0.18289442360401154,0.07395517081022263,0.1327427625656128,0.023694729432463646,0.3670828342437744,0.06072894483804703,0.2436528503894806,3.8232576847076416,pythia-70m,low
1,7,bos_sink,0.6584057807922363,0.12638410925865173,0.08297164738178253,0.02267462946474552,0.003556146053597331,0.26120561361312866,0.004185413476079702,0.054157570004463196,1.9621633291244507,pythia-70m,low
2,0,diffuse,0.27057942748069763,0.09248017519712448,0.1070636659860611,0.04813198000192642,0.01226421631872654,0.41483408212661743,0.008489051833748817,0.2541903555393219,3.682253122329712,pythia-70m,low
2,1,previous_token,0.00034655845956876874,0.0647832453250885,0.8805801272392273,0.008981800638139248,1.7162410586024635e-05,0.9667962789535522,6.535167074162018e-08,0.023858588188886642,0.7672662734985352,pythia-70m,low
2,2,diffuse,0.1720871776342392,0.04120231792330742,0.05011262744665146,0.03034483641386032,0.00993623211979866,0.3628549873828888,0.0090023847296834,0.42477676272392273,3.8745291233062744,pythia-70m,low
2,3,diffuse,0.055297523736953735,0.27292975783348083,0.18702198565006256,0.04229031875729561,0.00972982682287693,0.6573481559753418,0.008878461085259914,0.2353340983390808,3.527763843536377,pythia-70m,low
2,4,previous_token,0.0022732976358383894,0.2334459275007248,0.27223557233810425,0.0015276115154847503,0.0007861992926336825,0.8906971216201782,0.0004051784926559776,0.10471577942371368,2.7209644317626953,pythia-70m,low
2,5,diffuse,0.18045400083065033,0.03776657581329346,0.03826742246747017,0.11177372932434082,0.047301702201366425,0.1752088963985443,0.03835766389966011,0.4852616786956787,4.215253829956055,pythia-70m,low
2,6,induction,0.22751067578792572,0.06510528922080994,0.005633839871734381,0.5402804613113403,0.010847198776900768,0.09681041538715363,0.5221781730651855,0.1245511919260025,2.4353842735290527,pythia-70m,low
2,7,previous_token,0.1584687978029251,0.08592164516448975,0.221430242061615,0.0015534006524831057,0.00020568666514009237,0.7851754426956177,0.0001268058258574456,0.05459652841091156,2.707873821258545,pythia-70m,low
3,0,diffuse,0.22427231073379517,0.06726689636707306,0.053445134311914444,0.014695458114147186,0.23563285171985626,0.269777774810791,0.00826859287917614,0.2556215524673462,3.556347608566284,pythia-70m,low
3,1,bos_sink,0.33239564299583435,0.04279887303709984,0.025179807096719742,0.008603631518781185,0.45082589983940125,0.12938110530376434,0.006110482849180698,0.0787939503788948,2.3311076164245605,pythia-70m,low
3,2,diffuse,0.1632392853498459,0.08138551563024521,0.09071654081344604,0.09009313583374023,0.015535572543740273,0.3884223997592926,0.011647072620689869,0.3427095413208008,4.082228183746338,pythia-70m,low
3,3,bos_sink,0.5183416604995728,0.02216970920562744,0.017961829900741577,0.08561272919178009,0.12290219962596893,0.09109997004270554,0.021405449137091637,0.18204347789287567,2.9378678798675537,pythia-70m,low
3,4,diffuse,0.1619528830051422,0.14433905482292175,0.1936766803264618,0.02828974835574627,0.00382753973826766,0.6440025568008423,0.00252827862277627,0.16192717850208282,3.3859522342681885,pythia-70m,low
3,5,diffuse,0.1864934265613556,0.043068528175354004,0.01454886794090271,0.003795433323830366,0.6632915139198303,0.10554219782352448,0.0012139622122049332,0.04087747633457184,1.7720286846160889,pythia-70m,low
3,6,diffuse,0.15354692935943604,0.02800881117582321,0.008617521263659,0.004662038758397102,0.768440842628479,0.052425235509872437,0.0017296585720032454,0.020924905315041542,1.2586082220077515,pythia-70m,low
3,7,diffuse,0.2910614013671875,0.056946445256471634,0.0744883120059967,0.03850428760051727,0.01451368723064661,0.33354246616363525,0.007624852005392313,0.3223781883716583,3.7151591777801514,pythia-70m,low
4,0,diffuse,0.2882520854473114,0.005265309941023588,0.011822009459137917,0.07654495537281036,0.05705004930496216,0.07822073996067047,0.021621540188789368,0.49993205070495605,3.8043370246887207,pythia-70m,low
4,1,bos_sink,0.876834511756897,0.02261182852089405,0.018433846533298492,0.0016652904450893402,0.02047434076666832,0.07743152976036072,0.000414509151596576,0.0235945712774992,0.9614908695220947,pythia-70m,low
4,2,bos_sink,0.6330358386039734,0.005941503681242466,0.004766680300235748,0.03726022690534592,0.07232948392629623,0.053115278482437134,0.010163573548197746,0.20425893366336823,2.3839192390441895,pythia-70m,low
4,3,bos_sink,0.9660367965698242,1.5691390217398293e-05,0.003882440272718668,0.001056365785188973,0.006296189967542887,0.00875453744083643,0.0009583040955476463,0.017855899408459663,0.3225625455379486,pythia-70m,low
4,4,bos_sink,0.43929538130760193,0.0056845806539058685,0.004215632099658251,0.07411029189825058,0.15847888588905334,0.04600627347826958,0.019767796620726585,0.2821093201637268,3.0930638313293457,pythia-70m,low
4,5,diffuse,0.1616823375225067,0.007414757739752531,0.02237219363451004,0.14949850738048553,0.07184559851884842,0.0955468937754631,0.043147001415491104,0.5214265584945679,4.1957221031188965,pythia-70m,low
4,6,bos_sink,0.4280732274055481,0.013327781111001968,0.0026397090405225754,0.1914302408695221,0.06285062432289124,0.03722783923149109,0.025053655728697777,0.2804178297519684,3.270047426223755,pythia-70m,low
4,7,diffuse,0.040762875229120255,0.005260299425572157,0.016440963372588158,0.0915651023387909,0.3786657452583313,0.06501197814941406,0.05201389640569687,0.4239942133426666,3.4288501739501953,pythia-70m,low
5,0,bos_sink,0.3004516363143921,0.19837155938148499,0.15682637691497803,0.0001139131563832052,0.0012507867068052292,0.6029212474822998,5.857721134816529e-06,0.09526224434375763,2.833967447280884,pythia-70m,low
5,1,previous_token,0.00017375219613313675,0.03919975459575653,0.2360224723815918,0.004038706887513399,0.0004835596482735127,0.6635484099388123,0.0008575688698329031,0.33175554871559143,3.1309890747070312,pythia-70m,low
5,2,diffuse,0.09164056926965714,0.6166867613792419,0.07145870476961136,6.501419989035639e-07,6.677982128167059e-06,0.8365014791488647,3.3307810554106254e-07,0.07185068726539612,2.0475423336029053,pythia-70m,low
5,3,diffuse,0.014438397251069546,0.6968393921852112,0.1462337225675583,4.6279597881948575e-05,3.2297484863419088e-15,0.9310237169265747,2.0090852592691277e-11,0.05449153855443001,1.6022770404815674,pythia-70m,low
5,4,bos_sink,0.8820421099662781,0.01565852388739586,0.06468825787305832,2.399408849385054e-08,6.322540554255449e-14,0.10763302445411682,4.911614395904616e-14,0.01032460480928421,0.7624087333679199,pythia-70m,low
5,5,bos_sink,0.8163881897926331,0.05861562117934227,0.020562753081321716,0.00022353789245244116,0.004005087539553642,0.1289023607969284,9.229454917658586e-06,0.050481218844652176,1.2735555171966553,pythia-70m,low
5,6,bos_sink,0.8454022407531738,0.0005437801009975374,0.026937460526823997,0.00011388142593204975,0.0002166976482840255,0.12627382576465607,9.122723713517189e-05,0.02799348719418049,1.039272427558899,pythia-70m,low
5,7,previous_token,9.081963980861474e-08,0.43845486640930176,0.437701016664505,1.8207632820121944e-05,5.189741204958409e-05,0.9758695363998413,1.6300541574310046e-06,0.02406037598848343,1.6320217847824097,pythia-70m,low
0,0,diffuse,0.1536480039358139,0.03448798507452011,0.07894951850175858,0.10181088745594025,0.02785300835967064,0.3178068697452545,0.012221306562423706,0.3988812267780304,4.2128729820251465,pythia-70m,medium
0,1,previous_token,0.0006380026461556554,0.21473246812820435,0.4081788659095764,0.023153938353061676,0.0036044905427843332,0.8484911322593689,0.001049924991093576,0.12411260604858398,2.712475299835205,pythia-70m,medium
0,2,bos_sink,0.4689485728740692,0.06208105385303497,0.016995877027511597,0.14905786514282227,0.026136530563235283,0.1502012014389038,0.09320959448814392,0.20565584301948547,3.192364454269409,pythia-70m,medium
0,3,induction,0.012273740023374557,0.0822676494717598,0.0001117801948566921,0.9028706550598145,0.00039383795228786767,0.08306744694709778,0.9015082716941833,0.0013944512465968728,0.5557120442390442,pythia-70m,medium
0,4,bos_sink,0.35747262835502625,0.19358845055103302,0.18455173075199127,0.024155573919415474,0.0031722430139780045,0.5066872239112854,0.0014467794680967927,0.10851210355758667,2.8782737255096436,pythia-70m,medium
0,5,induction,0.21972255408763885,0.07541181892156601,0.008504664525389671,0.5855757594108582,0.00634183781221509,0.10458901524543762,0.5661738514900208,0.08377087116241455,2.1983187198638916,pythia-70m,medium
0,6,bos_sink,0.69889897108078,0.007094620727002621,0.02051910012960434,0.05080784112215042,0.012636912055313587,0.08479759097099304,0.004697956144809723,0.15285882353782654,2.1864261627197266,pythia-70m,medium
0,7,previous_token,0.016162384301424026,0.18599297106266022,0.3030199408531189,0.049306392669677734,0.006503880489617586,0.7332709431648254,0.002245520241558552,0.19475635886192322,3.3184871673583984,pythia-70m,medium
1,0,diffuse,0.2787950336933136,0.030372079461812973,0.04887997359037399,0.15079274773597717,0.03853905573487282,0.18050849437713623,0.02064420096576214,0.3513645529747009,4.006182670593262,pythia-70m,medium
1,1,previous_token,0.28050991892814636,0.3105486333370209,0.25986146926879883,0.01250541489571333,0.0009810075862333179,0.6605386137962341,0.0006016239058226347,0.04546508193016052,2.3912010192871094,pythia-70m,medium
1,2,previous_token,0.007886691950261593,0.3584076166152954,0.28055357933044434,0.08251746743917465,0.004377159755676985,0.7684718370437622,0.0036560052540153265,0.13674688339233398,2.905550479888916,pythia-70m,medium
1,3,previous_token,0.0027854859363287687,0.13614250719547272,0.2919794023036957,0.01067007053643465,0.0037699502427130938,0.8147134780883789,0.0014230215456336737,0.1680610179901123,3.0284922122955322,pythia-70m,medium
1,4,bos_sink,0.41259047389030457,0.01774989254772663,0.013100880198180676,0.20101496577262878,0.034594208002090454,0.07094597816467285,0.05506205931305885,0.2808545231819153,3.5021305084228516,pythia-70m,medium
1,5,diffuse,0.1973140984773636,0.19304697215557098,0.1574789434671402,0.07040446996688843,0.0124632203951478,0.5358771085739136,0.013184686191380024,0.1839410960674286,3.581791400909424,pythia-70m,medium
1,6,diffuse,0.18683668971061707,0.16303476691246033,0.07239104062318802,0.17480331659317017,0.025569576770067215,0.3389284312725067,0.08735325932502747,0.2738620936870575,3.9850213527679443,pythia-70m,medium
1,7,bos_sink,0.6208379864692688,0.14171430468559265,0.08289068192243576,0.025776930153369904,0.003469238057732582,0.2826451063156128,0.005046050064265728,0.06727100163698196,2.134613037109375,pythia-70m,medium
2,0,diffuse,0.2901094853878021,0.07188914716243744,0.10786540806293488,0.050175826996564865,0.01151757687330246,0.39076799154281616,0.0085055036470294,0.2574290931224823,3.6652493476867676,pythia-70m,medium
2,1,previous_token,0.0002992355730384588,0.053348738700151443,0.8958938121795654,0.007369771134108305,1.8931699742097408e-05,0.9700307250022888,6.468767566047973e-08,0.022281309589743614,0.6972267627716064,pythia-70m,medium
2,2,diffuse,0.18324878811836243,0.03967507556080818,0.05364196002483368,0.03259434178471565,0.010864910669624805,0.34446683526039124,0.010046991519629955,0.4288251996040344,3.9024078845977783,pythia-70m,medium
2,3,diffuse,0.0606367364525795,0.2436428964138031,0.18640458583831787,0.04171428829431534,0.01051055546849966,0.6349879503250122,0.008822722360491753,0.25215038657188416,3.604078531265259,pythia-70m,medium
2,4,previous_token,0.00336296483874321,0.19230514764785767,0.2912631332874298,0.001425917842425406,0.0007062676013447344,0.8782872557640076,0.0004780056478921324,0.11621761322021484,2.752680540084839,pythia-70m,medium
2,5,diffuse,0.18114663660526276,0.03828856721520424,0.03698553889989853,0.11151745915412903,0.04470507428050041,0.17997023463249207,0.03953104838728905,0.48266059160232544,4.215269088745117,pythia-70m,medium
2,6,induction,0.20645621418952942,0.07574643939733505,0.009061546996235847,0.5695921778678894,0.010948079638183117,0.11173182725906372,0.5538175106048584,0.10127172619104385,2.325803756713867,pythia-70m,medium
2,7,previous_token,0.15885326266288757,0.07715534418821335,0.22411270439624786,0.0015609059482812881,0.0002604879846330732,0.7800028920173645,0.0001839534961618483,0.059322379529476166,2.7252066135406494,pythia-70m,medium
3,0,bos_sink,0.3064133822917938,0.06428486108779907,0.06248128414154053,0.01389873307198286,0.22441871464252472,0.258151113986969,0.008754279464483261,0.19711807370185852,3.3091318607330322,pythia-70m,medium
3,1,diffuse,0.28200265765190125,0.0445232018828392,0.026766007766127586,0.013864075765013695,0.5187957286834717,0.12955158948898315,0.010003531351685524,0.05578599497675896,2.191275119781494,pythia-70m,medium
3,2,diffuse,0.14940977096557617,0.08193647116422653,0.10412291437387466,0.08803074061870575,0.015692109242081642,0.4066837728023529,0.01277694571763277,0.3401835858821869,4.095842361450195,pythia-70m,medium
3,3,bos_sink,0.5190584063529968,0.021796690300107002,0.020488765090703964,0.08292342722415924,0.12822487950325012,0.09361749142408371,0.02170783281326294,0.17617571353912354,2.9168643951416016,pythia-70m,medium
3,4,diffuse,0.14740434288978577,0.1382969319820404,0.19479145109653473,0.027477046474814415,0.00411198940128088,0.6423269510269165,0.004324557259678841,0.17867955565452576,3.436008930206299,pythia-70m,medium
3,5,diffuse,0.13868340849876404,0.04662458226084709,0.022134045138955116,0.007972212508320808,0.7196699380874634,0.1069943904876709,0.005112747196108103,0.02668006718158722,1.5902694463729858,pythia-70m,medium
3,6,diffuse,0.1299162358045578,0.02730698697268963,0.009191361255943775,0.00537150539457798,0.7941044569015503,0.05346156656742096,0.0032440288923680782,0.017146140336990356,1.1779189109802246,pythia-70m,medium
3,7,bos_sink,0.31212157011032104,0.05090953782200813,0.07627904415130615,0.037158187478780746,0.011722125113010406,0.3236429691314697,0.008918361738324165,0.31535521149635315,3.658470630645752,pythia-70m,medium
4,0,bos_sink,0.3814845681190491,0.005059314426034689,0.012094669044017792,0.062287382781505585,0.03917979449033737,0.076225146651268,0.022465763613581657,0.4408230781555176,3.5169410705566406,pythia-70m,medium
4,1,bos_sink,0.86153644323349,0.020847762003540993,0.02300102822482586,0.00303058372810483,0.027173340320587158,0.0831109806895256,0.0019090964924544096,0.025148537009954453,1.0560154914855957,pythia-70m,medium
4,2,bos_sink,0.5893018245697021,0.0033728342968970537,0.011203614994883537,0.03641659393906593,0.12270116806030273,0.05154155194759369,0.02057819999754429,0.2000388652086258,2.4972236156463623,pythia-70m,medium
4,3,bos_sink,0.984481930732727,0.00010475111776031554,1.894270462798886e-05,0.003285004058852792,0.0020291463006287813,0.004329301882535219,0.0009345398866571486,0.005874854512512684,0.16365352272987366,pythia-70m,medium
4,4,bos_sink,0.4180123805999756,0.005644206423312426,0.005531998351216316,0.063505157828331,0.21091827750205994,0.048953671008348465,0.024395911023020744,0.2586105167865753,3.010073184967041,pythia-70m,medium
4,5,diffuse,0.26693516969680786,0.012933667749166489,0.014234578236937523,0.15244314074516296,0.05576901510357857,0.08758078515529633,0.03549192100763321,0.4372718334197998,3.9597651958465576,pythia-70m,medium
4,6,bos_sink,0.4195338487625122,0.0064305150881409645,0.0038329416420310736,0.12476810812950134,0.10376191139221191,0.039907973259687424,0.026089632883667946,0.31202805042266846,3.280897378921509,pythia-70m,medium
4,7,diffuse,0.013121726922690868,0.001141248387284577,0.005887041799724102,0.07368707656860352,0.5065151453018188,0.05656477436423302,0.040737878531217575,0.3501112759113312,2.9272279739379883,pythia-70m,medium
5,0,bos_sink,0.35882025957107544,0.17542099952697754,0.13915765285491943,0.0004889037809334695,1.1160589565406553e-05,0.5640465617179871,0.0003674656036309898,0.07663312554359436,2.6559863090515137,pythia-70m,medium
5,1,previous_token,0.0010701748542487621,0.031778257340192795,0.3039553761482239,0.006190899759531021,0.0012782622361555696,0.7496238946914673,0.0008457384537905455,0.24183684587478638,2.9877865314483643,pythia-70m,medium
5,2,diffuse,0.045700132846832275,0.766277551651001,0.08165746927261353,3.556985757313669e-05,5.060364571818354e-08,0.9016488790512085,8.445483217656147e-06,0.0526154562830925,1.42946195602417,pythia-70m,medium
5,3,diffuse,0.03256559744477272,0.6621738076210022,0.13892750442028046,1.5911783002309221e-09,1.2796643085455361e-12,0.8778201341629028,1.8947342306230297e-10,0.08961412310600281,1.8180670738220215,pythia-70m,medium
5,4,bos_sink,0.8805251717567444,0.01892206445336342,0.06054902821779251,1.4923671187716536e-08,6.260851836970005e-10,0.11674968898296356,1.4191581243494511e-08,0.002725213533267379,0.7519922852516174,pythia-70m,medium
5,5,bos_sink,0.8179894089698792,0.0338185615837574,0.027458051219582558,0.000590028241276741,0.0002118054253514856,0.12003359198570251,0.00015668341075070202,0.061175309121608734,1.302199125289917,pythia-70m,medium
5,6,bos_sink,0.7956007719039917,0.007625957019627094,0.022025788202881813,0.0017861609812825918,7.288677750239003e-08,0.15601739287376404,0.0017860904335975647,0.04659567400813103,1.3329864740371704,pythia-70m,medium
5,7,previous_token,8.980327947938349e-08,0.32798799872398376,0.48998868465423584,0.00015700486255809665,1.3970745385449845e-05,0.9652159214019775,1.6074650375230704e-06,0.03461310267448425,1.8053386211395264,pythia-70m,medium
0,0,diffuse,0.15030017495155334,0.040974244475364685,0.08451677858829498,0.0942627564072609,0.02562122419476509,0.34150296449661255,0.013499892316758633,0.3883129358291626,4.193933486938477,pythia-70m,high
0,1,previous_token,0.0007606999133713543,0.20430125296115875,0.4106100797653198,0.02017740160226822,0.0031861402094364166,0.8573585152626038,0.0009298047516494989,0.1185171902179718,2.6855106353759766,pythia-70m,high
0,2,bos_sink,0.5587207078933716,0.04685397073626518,0.016029341146349907,0.11608131229877472,0.016146143898367882,0.12163020670413971,0.06743291765451431,0.1874215006828308,2.8439629077911377,pythia-70m,high
0,3,induction,0.020780354738235474,0.1113092377781868,1.5857031030463986e-05,0.8667592406272888,0.00012135926226619631,0.11147483438253403,0.8664427399635315,0.0008639905136078596,0.6676042675971985,pythia-70m,high
0,4,previous_token,0.30609482526779175,0.21343481540679932,0.2123306393623352,0.018200956284999847,0.00345872831530869,0.5713351964950562,0.0019533473532646894,0.10091030597686768,2.8861639499664307,pythia-70m,high
0,5,induction,0.2301744520664215,0.10431535542011261,0.023923493921756744,0.5074262619018555,0.005524797365069389,0.17193928360939026,0.48804202675819397,0.08493507653474808,2.479661703109741,pythia-70m,high
0,6,bos_sink,0.6985337734222412,0.009442404843866825,0.018318362534046173,0.049525756388902664,0.01240762509405613,0.08609303832054138,0.005760666448622942,0.15344004333019257,2.190927505493164,pythia-70m,high
0,7,previous_token,0.01692584902048111,0.25397753715515137,0.3092271685600281,0.031985804438591,0.006743437610566616,0.7658520936965942,0.003314258763566613,0.17849291861057281,3.115457534790039,pythia-70m,high
1,0,bos_sink,0.3069007396697998,0.03959394618868828,0.05034535005688667,0.13849115371704102,0.03195337578654289,0.19295047223567963,0.021730884909629822,0.329704225063324,3.918858289718628,pythia-70m,high
1,1,previous_token,0.34725821018218994,0.24425238370895386,0.24628609418869019,0.009678510017693043,0.0009270276641473174,0.5970680713653564,0.0005537287215702236,0.04506801813840866,2.396044969558716,pythia-70m,high
1,2,previous_token,0.008623811416327953,0.37627917528152466,0.29817426204681396,0.07140728831291199,0.003413444384932518,0.7973394393920898,0.002639518119394779,0.1192159503698349,2.7541823387145996,pythia-70m,high
1,3,previous_token,0.003503415733575821,0.13749857246875763,0.27478817105293274,0.010421874932944775,0.004192650318145752,0.8013939261436462,0.0015378848183900118,0.18048815429210663,3.1117618083953857,pythia-70m,high
1,4,bos_sink,0.3884943723678589,0.01725511997938156,0.012779883109033108,0.20594948530197144,0.034279726445674896,0.07042962312698364,0.05423520505428314,0.30084681510925293,3.5905368328094482,pythia-70m,high
1,5,diffuse,0.21114549040794373,0.19481253623962402,0.14616161584854126,0.07161550223827362,0.010975443758070469,0.5252348780632019,0.017138764262199402,0.18102885782718658,3.5724306106567383,pythia-70m,high
1,6,diffuse,0.17602983117103577,0.15819481015205383,0.06287196278572083,0.18260815739631653,0.02566932514309883,0.3267011344432831,0.08755505084991455,0.2889916002750397,4.049426555633545,pythia-70m,high
1,7,bos_sink,0.6641951203346252,0.11176086217164993,0.06325375288724899,0.027035458013415337,0.0045551396906375885,0.23664787411689758,0.005588865373283625,0.06756655871868134,2.042968273162842,pythia-70m,high
2,0,diffuse,0.2789751887321472,0.07762899249792099,0.10271330177783966,0.05644898861646652,0.015360319055616856,0.3772423565387726,0.00920560397207737,0.2719730734825134,3.7451696395874023,pythia-70m,high
2,1,previous_token,0.00034050201065838337,0.05493678152561188,0.8863013386726379,0.007006553933024406,2.2187163267517462e-05,0.9679433107376099,9.08726036641383e-08,0.02468709647655487,0.7488749027252197,pythia-70m,high
2,2,diffuse,0.20711824297904968,0.040751516819000244,0.04480002447962761,0.03459092229604721,0.012507336214184761,0.3045041263103485,0.011266701854765415,0.44127941131591797,3.9005491733551025,pythia-70m,high
2,3,diffuse,0.05896187946200371,0.21626493334770203,0.1873365342617035,0.040060583502054214,0.010127267800271511,0.6307199001312256,0.00875112134963274,0.2601304054260254,3.6545300483703613,pythia-70m,high
2,4,previous_token,0.002355068689212203,0.1820598840713501,0.28054437041282654,0.0015117109287530184,0.0011662308825179935,0.8520057201385498,0.0004711299843620509,0.14296111464500427,2.90295147895813,pythia-70m,high
2,5,diffuse,0.20222148299217224,0.037923019379377365,0.03358250483870506,0.10689423978328705,0.04489525407552719,0.16806544363498688,0.03835644945502281,0.4779236316680908,4.1619086265563965,pythia-70m,high
2,6,induction,0.21910437941551208,0.07367577403783798,0.007739900145679712,0.6011936068534851,0.01113149430602789,0.10128440707921982,0.5867531299591064,0.06728612631559372,2.0708441734313965,pythia-70m,high
2,7,previous_token,0.1569567173719406,0.07380461692810059,0.20001040399074554,0.0014995021047070622,0.0003363673749845475,0.7675520777702332,0.00021331480820663273,0.07365533709526062,2.8135263919830322,pythia-70m,high
3,0,bos_sink,0.3245357573032379,0.07440762221813202,0.044716134667396545,0.010031997226178646,0.24972252547740936,0.23446878790855408,0.007215349934995174,0.181240975856781,3.165630578994751,pythia-70m,high
3,1,diffuse,0.2881583571434021,0.042109645903110504,0.01916912943124771,0.008348275907337666,0.551911473274231,0.09931755065917969,0.006881345994770527,0.05226437747478485,1.980170488357544,pythia-70m,high
3,2,diffuse,0.15523815155029297,0.08014889806509018,0.09030821174383163,0.09717070311307907,0.016829082742333412,0.3760160803794861,0.013574982061982155,0.35474589467048645,4.115510940551758,pythia-70m,high
3,3,bos_sink,0.5128732919692993,0.01927172765135765,0.015110602602362633,0.08201703429222107,0.14268076419830322,0.07629752159118652,0.026064744219183922,0.18613123893737793,2.8984549045562744,pythia-70m,high
3,4,diffuse,0.12424986064434052,0.127426415681839,0.1898040920495987,0.02995622158050537,0.004841104615479708,0.6413559913635254,0.00392628600820899,0.19959686696529388,3.518080234527588,pythia-70m,high
3,5,diffuse,0.2108643651008606,0.03605141490697861,0.014850091189146042,0.003993508405983448,0.6713024377822876,0.08597808331251144,0.002486449433490634,0.027861472219228745,1.6129282712936401,pythia-70m,high
3,6,diffuse,0.14331749081611633,0.020276624709367752,0.006114847492426634,0.004241680260747671,0.7950220108032227,0.0392136387526989,0.002295489888638258,0.018205132335424423,1.1185837984085083,pythia-70m,high
3,7,diffuse,0.26702332496643066,0.055143892765045166,0.07573076337575912,0.03991150110960007,0.016327884048223495,0.3208578824996948,0.009927288629114628,0.35587942600250244,3.8161065578460693,pythia-70m,high
4,0,bos_sink,0.3013589084148407,0.003047944512218237,0.009988822042942047,0.06418856233358383,0.05013236030936241,0.08382957428693771,0.018886832520365715,0.500490665435791,3.7527549266815186,pythia-70m,high
4,1,bos_sink,0.8639176487922668,0.014168295077979565,0.016373034566640854,0.0016716881655156612,0.05922454968094826,0.06156632676720619,0.0007145177223719656,0.013619652017951012,0.9565160274505615,pythia-70m,high
4,2,bos_sink,0.5121042132377625,0.0026292288675904274,0.011925666593015194,0.038642603904008865,0.16248558461666107,0.04997829720377922,0.02219470962882042,0.2367892563343048,2.725020408630371,pythia-70m,high
4,3,bos_sink,0.9305756688117981,0.0018161426996812224,0.0034683977719396353,0.0051358831115067005,0.01596456579864025,0.009817545302212238,0.0029179686680436134,0.03850674256682396,0.6036133170127869,pythia-70m,high
4,4,bos_sink,0.6396529674530029,0.0020259651355445385,0.0016660229302942753,0.05462969094514847,0.11133522540330887,0.027765555307269096,0.013839291408658028,0.16661645472049713,2.2452118396759033,pythia-70m,high
4,5,diffuse,0.2794874906539917,0.00240347976796329,0.009457841515541077,0.17964494228363037,0.06644763052463531,0.06445226818323135,0.041088491678237915,0.4099676311016083,3.8798937797546387,pythia-70m,high
4,6,bos_sink,0.47383835911750793,0.006982914172112942,0.0007769836811348796,0.13371935486793518,0.06558165699243546,0.027734924107789993,0.02270912006497383,0.29912564158439636,3.1275079250335693,pythia-70m,high
4,7,diffuse,0.03205782547593117,0.0005575178656727076,0.007328052539378405,0.10686691105365753,0.41187524795532227,0.049194835126399994,0.0511004664003849,0.400005042552948,3.296402931213379,pythia-70m,high
5,0,bos_sink,0.41479605436325073,0.1880740076303482,0.15195949375629425,6.776834197808057e-05,8.1092906611957e-07,0.5045531392097473,3.561513585736975e-05,0.0805821642279625,2.554718494415283,pythia-70m,high
