model,draw,band,layer,head,entropy_mean,entropy_std,entropy_median
pythia-410m,draw_3,very_high,5,14,3.057583808898926,0.3919474184513092,3.120103120803833
pythia-410m,draw_3,very_high,5,15,2.6363070011138916,0.3926514685153961,2.631711006164551
pythia-410m,draw_3,very_high,6,0,0.1765269935131073,0.12356143444776535,0.14969468116760254
pythia-410m,draw_3,very_high,6,1,3.7932353019714355,0.26774245500564575,3.8374698162078857
pythia-410m,draw_3,very_high,6,2,3.3900413513183594,0.39698344469070435,3.447866916656494
pythia-410m,draw_3,very_high,6,3,1.1123387813568115,0.6460784077644348,1.0101580619812012
pythia-410m,draw_3,very_high,6,4,1.7317591905593872,0.4618454575538635,1.751756191253662
pythia-410m,draw_3,very_high,6,5,2.323154926300049,0.5295693874359131,2.3927290439605713
pythia-410m,draw_3,very_high,6,6,3.5088508129119873,0.4368431866168976,3.6179134845733643
pythia-410m,draw_3,very_high,6,7,3.6475250720977783,0.23709942400455475,3.687697410583496
pythia-410m,draw_3,very_high,6,8,1.0539164543151855,0.3426695466041565,1.019965648651123
pythia-410m,draw_3,very_high,6,9,2.0446863174438477,0.6346132159233093,2.0682878494262695
pythia-410m,draw_3,very_high,6,10,2.9123239517211914,0.38551557064056396,2.938591718673706
pythia-410m,draw_3,very_high,6,11,3.751946449279785,0.20552651584148407,3.791332483291626
pythia-410m,draw_3,very_high,6,12,3.4832048416137695,0.25569772720336914,3.502699136734009
pythia-410m,draw_3,very_high,6,13,2.4975407123565674,0.30083921551704407,2.4951066970825195
pythia-410m,draw_3,very_high,6,14,2.4692139625549316,0.7142077088356018,2.458249807357788
pythia-410m,draw_3,very_high,6,15,2.7426416873931885,0.48488321900367737,2.7623448371887207
pythia-410m,draw_3,very_high,7,0,1.619221568107605,0.3150533139705658,1.5804376602172852
pythia-410m,draw_3,very_high,7,1,0.7549561262130737,0.27085745334625244,0.7336472272872925
pythia-410m,draw_3,very_high,7,2,1.7376649379730225,0.4855682849884033,1.7174475193023682
pythia-410m,draw_3,very_high,7,3,2.822096347808838,0.6024299263954163,2.8432776927948
pythia-410m,draw_3,very_high,7,4,3.721992254257202,0.21189241111278534,3.753770351409912
pythia-410m,draw_3,very_high,7,5,1.7249202728271484,0.4770828187465668,1.7260711193084717
pythia-410m,draw_3,very_high,7,6,3.688512086868286,0.31084126234054565,3.780344009399414
pythia-410m,draw_3,very_high,7,7,1.2057435512542725,0.28832826018333435,1.1729183197021484
pythia-410m,draw_3,very_high,7,8,0.5465868711471558,0.2520553469657898,0.5443096160888672
pythia-410m,draw_3,very_high,7,9,3.2054545879364014,0.37425369024276733,3.2213661670684814
pythia-410m,draw_3,very_high,7,10,2.18021559715271,0.41678768396377563,2.20497989654541
pythia-410m,draw_3,very_high,7,11,3.110278367996216,0.41463878750801086,3.1488656997680664
pythia-410m,draw_3,very_high,7,12,3.4573166370391846,0.3339521586894989,3.5064542293548584
pythia-410m,draw_3,very_high,7,13,1.7290071249008179,0.6684117317199707,1.6249116659164429
pythia-410m,draw_3,very_high,7,14,2.102328062057495,0.7944297790527344,2.1506268978118896
pythia-410m,draw_3,very_high,7,15,1.2329245805740356,0.3968310058116913,1.2113375663757324
pythia-410m,draw_3,very_high,8,0,3.188833475112915,0.33311593532562256,3.188973903656006
pythia-410m,draw_3,very_high,8,1,1.9054402112960815,0.6539714336395264,1.9412027597427368
pythia-410m,draw_3,very_high,8,2,2.5066730976104736,0.2775515019893646,2.4866139888763428
pythia-410m,draw_3,very_high,8,3,2.7634470462799072,0.6185939311981201,2.8865487575531006
pythia-410m,draw_3,very_high,8,4,3.2882959842681885,0.3769744038581848,3.3313348293304443
pythia-410m,draw_3,very_high,8,5,2.839942455291748,0.34851762652397156,2.8633620738983154
pythia-410m,draw_3,very_high,8,6,0.5210902690887451,0.33376172184944153,0.46728378534317017
pythia-410m,draw_3,very_high,8,7,1.344018578529358,0.6800357699394226,1.3025798797607422
pythia-410m,draw_3,very_high,8,8,3.047619342803955,0.45146799087524414,3.114230155944824
pythia-410m,draw_3,very_high,8,9,0.6984583735466003,0.43268048763275146,0.5802172422409058
pythia-410m,draw_3,very_high,8,10,3.6040868759155273,0.36987948417663574,3.6749625205993652
pythia-410m,draw_3,very_high,8,11,3.3370485305786133,0.2743847370147705,3.3982996940612793
pythia-410m,draw_3,very_high,8,12,2.417534112930298,0.31131336092948914,2.4330122470855713
pythia-410m,draw_3,very_high,8,13,3.8493247032165527,0.22924348711967468,3.9102463722229004
pythia-410m,draw_3,very_high,8,14,3.6186153888702393,0.3693189024925232,3.7085795402526855
pythia-410m,draw_3,very_high,8,15,3.711859703063965,0.3210589587688446,3.770035982131958
pythia-410m,draw_3,very_high,9,0,1.1425656080245972,0.3445221185684204,1.1515918970108032
pythia-410m,draw_3,very_high,9,1,3.1533615589141846,0.23095399141311646,3.1660172939300537
pythia-410m,draw_3,very_high,9,2,3.5110666751861572,0.31703537702560425,3.5544798374176025
pythia-410m,draw_3,very_high,9,3,3.637035846710205,0.281522274017334,3.6946802139282227
pythia-410m,draw_3,very_high,9,4,3.354440212249756,0.523799479007721,3.450887680053711
pythia-410m,draw_3,very_high,9,5,1.3540321588516235,0.2967456877231598,1.3229482173919678
pythia-410m,draw_3,very_high,9,6,2.897364854812622,0.5465418696403503,2.9907288551330566
pythia-410m,draw_3,very_high,9,7,2.1153507232666016,0.40210986137390137,2.084043502807617
pythia-410m,draw_3,very_high,9,8,1.6700488328933716,0.5823812484741211,1.6007018089294434
pythia-410m,draw_3,very_high,9,9,1.383874535560608,0.27729326486587524,1.4474269151687622
pythia-410m,draw_3,very_high,9,10,2.339207410812378,0.42351773381233215,2.350492238998413
pythia-410m,draw_3,very_high,9,11,0.8957805633544922,0.32131651043891907,0.8305671215057373
pythia-410m,draw_3,very_high,9,12,2.442960262298584,0.48041221499443054,2.495603084564209
pythia-410m,draw_3,very_high,9,13,2.784539222717285,0.31713229417800903,2.8159639835357666
pythia-410m,draw_3,very_high,9,14,2.111196756362915,0.5863634347915649,2.015970468521118
pythia-410m,draw_3,very_high,9,15,3.391690969467163,0.5137357115745544,3.5098276138305664
pythia-410m,draw_3,very_high,10,0,1.1279661655426025,0.5466184020042419,1.119947075843811
pythia-410m,draw_3,very_high,10,1,2.7492573261260986,0.38229429721832275,2.7763326168060303
pythia-410m,draw_3,very_high,10,2,2.8304600715637207,0.6334617733955383,2.9452993869781494
pythia-410m,draw_3,very_high,10,3,2.2979671955108643,0.5397708415985107,2.3772449493408203
pythia-410m,draw_3,very_high,10,4,1.9377758502960205,0.7457416653633118,2.0479342937469482
pythia-410m,draw_3,very_high,10,5,2.687943458557129,0.4152410626411438,2.7395148277282715
pythia-410m,draw_3,very_high,10,6,3.6597704887390137,0.24843253195285797,3.6995208263397217
pythia-410m,draw_3,very_high,10,7,2.86407732963562,0.49757522344589233,2.9225270748138428
pythia-410m,draw_3,very_high,10,8,0.9960324168205261,0.4815683960914612,0.915440559387207
pythia-410m,draw_3,very_high,10,9,0.22362978756427765,0.2536180019378662,0.11666367948055267
pythia-410m,draw_3,very_high,10,10,3.7442469596862793,0.24832114577293396,3.785618543624878
pythia-410m,draw_3,very_high,10,11,2.4977550506591797,0.6041911244392395,2.502530813217163
pythia-410m,draw_3,very_high,10,12,3.3006410598754883,0.36344030499458313,3.353133201599121
pythia-410m,draw_3,very_high,10,13,2.9556221961975098,0.5683982968330383,3.0976712703704834
pythia-410m,draw_3,very_high,10,14,2.1541271209716797,0.5665192604064941,2.130600929260254
pythia-410m,draw_3,very_high,10,15,2.63987135887146,0.45616215467453003,2.6705145835876465
pythia-410m,draw_3,very_high,11,0,1.8867030143737793,0.6120827794075012,1.8456989526748657
pythia-410m,draw_3,very_high,11,1,1.9957705736160278,0.5919768810272217,2.011211395263672
pythia-410m,draw_3,very_high,11,2,0.7555802464485168,0.4539905786514282,0.6659986972808838
pythia-410m,draw_3,very_high,11,3,2.5843098163604736,0.45956480503082275,2.574406862258911
pythia-410m,draw_3,very_high,11,4,2.3944945335388184,0.48762044310569763,2.38480281829834
pythia-410m,draw_3,very_high,11,5,0.889408528804779,0.4670334458351135,0.7900136113166809
pythia-410m,draw_3,very_high,11,6,1.977402925491333,0.5549065470695496,1.9711825847625732
pythia-410m,draw_3,very_high,11,7,2.013810873031616,0.5093926787376404,2.0038774013519287
pythia-410m,draw_3,very_high,11,8,2.552483081817627,0.5427151918411255,2.6390793323516846
pythia-410m,draw_3,very_high,11,9,2.439028263092041,0.6023204326629639,2.465651035308838
pythia-410m,draw_3,very_high,11,10,1.0479949712753296,0.4198645353317261,0.9979829788208008
pythia-410m,draw_3,very_high,11,11,0.7422518134117126,0.4708327651023865,0.6150112152099609
pythia-410m,draw_3,very_high,11,12,1.8144742250442505,0.6272770166397095,1.8429962396621704
pythia-410m,draw_3,very_high,11,13,2.6277480125427246,0.5781226754188538,2.684974193572998
pythia-410m,draw_3,very_high,11,14,0.45767611265182495,0.3319123685359955,0.37391397356987
pythia-410m,draw_3,very_high,11,15,3.320416212081909,0.4337916672229767,3.384871244430542
pythia-410m,draw_3,very_high,12,0,2.3842196464538574,0.4117858409881592,2.410987138748169
pythia-410m,draw_3,very_high,12,1,3.4783008098602295,0.34150078892707825,3.517730712890625
pythia-410m,draw_3,very_high,12,2,2.6127986907958984,0.4234996438026428,2.611644983291626
pythia-410m,draw_3,very_high,12,3,2.0065808296203613,0.45090052485466003,1.98416006565094
pythia-410m,draw_3,very_high,12,4,2.6390299797058105,0.4787742495536804,2.6687850952148438
pythia-410m,draw_3,very_high,12,5,3.230396270751953,0.33042123913764954,3.2509207725524902
pythia-410m,draw_3,very_high,12,6,2.489091157913208,0.6066930890083313,2.5499720573425293
pythia-410m,draw_3,very_high,12,7,3.40295672416687,0.4317346215248108,3.495509147644043
pythia-410m,draw_3,very_high,12,8,1.2664556503295898,0.565666139125824,1.19810950756073
pythia-410m,draw_3,very_high,12,9,2.587303638458252,0.5419425964355469,2.6010873317718506
pythia-410m,draw_3,very_high,12,10,2.9595627784729004,0.309111624956131,2.9460089206695557
pythia-410m,draw_3,very_high,12,11,2.972696304321289,0.5069159269332886,2.964869976043701
pythia-410m,draw_3,very_high,12,12,3.453136920928955,0.3241881728172302,3.4712953567504883
pythia-410m,draw_3,very_high,12,13,3.5011909008026123,0.3530876636505127,3.5618271827697754
pythia-410m,draw_3,very_high,12,14,2.327190399169922,0.6089001297950745,2.3346469402313232
pythia-410m,draw_3,very_high,12,15,2.2589774131774902,0.6526535749435425,2.2594192028045654
pythia-410m,draw_3,very_high,13,0,2.229680299758911,0.3865925073623657,2.2454521656036377
pythia-410m,draw_3,very_high,13,1,1.2092074155807495,0.6254363059997559,1.0611616373062134
pythia-410m,draw_3,very_high,13,2,1.4860785007476807,0.5307728052139282,1.465296745300293
pythia-410m,draw_3,very_high,13,3,1.4030643701553345,0.4765811860561371,1.3568003177642822
pythia-410m,draw_3,very_high,13,4,1.1776304244995117,0.5370382070541382,1.0861204862594604
pythia-410m,draw_3,very_high,13,5,1.6822924613952637,0.6259394884109497,1.619350790977478
pythia-410m,draw_3,very_high,13,6,1.1883022785186768,0.4242222011089325,1.1066147089004517
pythia-410m,draw_3,very_high,13,7,1.0164458751678467,0.3629554510116577,0.9448082447052002
pythia-410m,draw_3,very_high,13,8,2.427882432937622,0.6187878251075745,2.502411127090454
pythia-410m,draw_3,very_high,13,9,2.5950515270233154,0.5450787544250488,2.6581287384033203
pythia-410m,draw_3,very_high,13,10,1.2906551361083984,0.48940324783325195,1.2269638776779175
pythia-410m,draw_3,very_high,13,11,1.5866796970367432,0.6974695324897766,1.4725031852722168
pythia-410m,draw_3,very_high,13,12,3.402017593383789,0.4275130033493042,3.486851930618286
pythia-410m,draw_3,very_high,13,13,1.2112594842910767,0.44460928440093994,1.1491848230361938
pythia-410m,draw_3,very_high,13,14,2.5279042720794678,0.667309045791626,2.5626373291015625
pythia-410m,draw_3,very_high,13,15,0.8915112018585205,0.3083125948905945,0.8471561670303345
pythia-410m,draw_3,very_high,14,0,1.4285579919815063,0.4886774718761444,1.4297034740447998
pythia-410m,draw_3,very_high,14,1,1.8363362550735474,0.421112984418869,1.8662919998168945
pythia-410m,draw_3,very_high,14,2,2.761535167694092,0.7309279441833496,2.9138519763946533
pythia-410m,draw_3,very_high,14,3,0.2385527789592743,0.3403354585170746,0.10198924690485
pythia-410m,draw_3,very_high,14,4,0.4771665334701538,0.2166929990053177,0.42714038491249084
pythia-410m,draw_3,very_high,14,5,3.4287147521972656,0.3874615728855133,3.5045833587646484
pythia-410m,draw_3,very_high,14,6,1.535178542137146,0.4167538285255432,1.521833896636963
pythia-410m,draw_3,very_high,14,7,2.1120448112487793,0.5857642889022827,2.0865931510925293
pythia-410m,draw_3,very_high,14,8,2.8988685607910156,0.3229635953903198,2.9073703289031982
pythia-410m,draw_3,very_high,14,9,1.1451112031936646,0.45677176117897034,1.0530790090560913
pythia-410m,draw_3,very_high,14,10,1.0874125957489014,0.38893282413482666,1.0489808320999146
pythia-410m,draw_3,very_high,14,11,2.650463819503784,0.44690650701522827,2.7024013996124268
pythia-410m,draw_3,very_high,14,12,1.8802835941314697,0.5399684906005859,1.8722337484359741
pythia-410m,draw_3,very_high,14,13,1.713187336921692,0.7038479447364807,1.6212682723999023
pythia-410m,draw_3,very_high,14,14,1.603638768196106,0.4235571324825287,1.5772197246551514
pythia-410m,draw_3,very_high,14,15,1.4822421073913574,0.5781254172325134,1.430273413658142
pythia-410m,draw_3,very_high,15,0,2.163886547088623,0.6938541531562805,2.1105310916900635
pythia-410m,draw_3,very_high,15,1,0.9633759260177612,0.3965488374233246,0.9193012118339539
pythia-410m,draw_3,very_high,15,2,2.4879150390625,0.429414838552475,2.50783634185791
pythia-410m,draw_3,very_high,15,3,1.63390052318573,0.5283352732658386,1.5940736532211304
pythia-410m,draw_3,very_high,15,4,1.755505084991455,0.4034615755081177,1.739548683166504
pythia-410m,draw_3,very_high,15,5,1.146925449371338,0.5091360807418823,1.0883978605270386
pythia-410m,draw_3,very_high,15,6,2.77660870552063,0.6353895664215088,2.8942322731018066
pythia-410m,draw_3,very_high,15,7,0.5029167532920837,0.23576708137989044,0.4436628222465515
pythia-410m,draw_3,very_high,15,8,1.2995060682296753,0.5902248620986938,1.2521371841430664
pythia-410m,draw_3,very_high,15,9,0.6394487619400024,0.2632320821285248,0.6025163531303406
pythia-410m,draw_3,very_high,15,10,2.1527647972106934,0.5686905384063721,2.233781099319458
pythia-410m,draw_3,very_high,15,11,3.0232725143432617,0.27165502309799194,3.051511526107788
pythia-410m,draw_3,very_high,15,12,1.3332421779632568,0.3904629051685333,1.3129208087921143
pythia-410m,draw_3,very_high,15,13,1.2817176580429077,0.49825572967529297,1.2545918226242065
pythia-410m,draw_3,very_high,15,14,1.8160203695297241,0.46282052993774414,1.8071684837341309
pythia-410m,draw_3,very_high,15,15,1.6935526132583618,0.46870851516723633,1.6461527347564697
pythia-410m,draw_3,very_high,16,0,2.333064556121826,0.5468143224716187,2.363344430923462
pythia-410m,draw_3,very_high,16,1,2.0890743732452393,0.695639431476593,2.198422908782959
pythia-410m,draw_3,very_high,16,2,1.104498267173767,0.5679271817207336,0.9761669039726257
pythia-410m,draw_3,very_high,16,3,1.810901165008545,0.669772207736969,1.8565107583999634
pythia-410m,draw_3,very_high,16,4,2.22434139251709,0.7868481278419495,2.379066228866577
pythia-410m,draw_3,very_high,16,5,2.248811721801758,0.7897945046424866,2.37369704246521
pythia-410m,draw_3,very_high,16,6,1.8885245323181152,0.7531708478927612,1.8419759273529053
pythia-410m,draw_3,very_high,16,7,1.951331377029419,0.5509836077690125,1.9532747268676758
pythia-410m,draw_3,very_high,16,8,0.8928787112236023,0.4277227520942688,0.8564472198486328
pythia-410m,draw_3,very_high,16,9,0.9497391581535339,0.4222302734851837,0.8469913005828857
pythia-410m,draw_3,very_high,16,10,2.8970389366149902,0.5056742429733276,2.914577007293701
pythia-410m,draw_3,very_high,16,11,2.118992567062378,0.8586683869361877,2.205719470977783
pythia-410m,draw_3,very_high,16,12,2.5459141731262207,0.7550609707832336,2.7544307708740234
pythia-410m,draw_3,very_high,16,13,2.4265754222869873,0.7259815335273743,2.547222852706909
pythia-410m,draw_3,very_high,16,14,2.77532958984375,0.7506142854690552,2.9233903884887695
pythia-410m,draw_3,very_high,16,15,2.335503578186035,0.652787446975708,2.330758571624756
pythia-410m,draw_3,very_high,17,0,2.412182569503784,0.6401641368865967,2.3901522159576416
pythia-410m,draw_3,very_high,17,1,2.9644970893859863,0.5287419557571411,3.0901782512664795
pythia-410m,draw_3,very_high,17,2,2.434257984161377,0.5745208859443665,2.4902923107147217
pythia-410m,draw_3,very_high,17,3,0.2912479639053345,0.302546888589859,0.17593955993652344
pythia-410m,draw_3,very_high,17,4,3.252509117126465,0.5025895833969116,3.2958602905273438
pythia-410m,draw_3,very_high,17,5,2.0331478118896484,0.736212432384491,1.9629836082458496
pythia-410m,draw_3,very_high,17,6,0.4898243248462677,0.24782636761665344,0.44770506024360657
pythia-410m,draw_3,very_high,17,7,1.8094745874404907,0.49891939759254456,1.8085185289382935
pythia-410m,draw_3,very_high,17,8,0.661143958568573,0.2928881049156189,0.6130015850067139
pythia-410m,draw_3,very_high,17,9,2.2816162109375,0.7966540455818176,2.4009816646575928
pythia-410m,draw_3,very_high,17,10,1.4129782915115356,0.48224228620529175,1.4148081541061401
pythia-410m,draw_3,very_high,17,11,1.339178442955017,0.39521124958992004,1.3193289041519165
pythia-410m,draw_3,very_high,17,12,1.5160294771194458,0.48381274938583374,1.436187505722046
pythia-410m,draw_3,very_high,17,13,0.7957274317741394,0.3160601258277893,0.7342790961265564
pythia-410m,draw_3,very_high,17,14,0.4319058656692505,0.22223442792892456,0.38549426198005676
pythia-410m,draw_3,very_high,17,15,2.1802146434783936,0.7428874969482422,2.3309855461120605
pythia-410m,draw_3,very_high,18,0,1.9247546195983887,0.6017761826515198,1.8869346380233765
pythia-410m,draw_3,very_high,18,1,1.1666430234909058,0.6241649389266968,1.1690411567687988
pythia-410m,draw_3,very_high,18,2,1.326560616493225,0.6013392210006714,1.2926106452941895
pythia-410m,draw_3,very_high,18,3,0.045976851135492325,0.22529399394989014,6.976049604645596e-08
pythia-410m,draw_3,very_high,18,4,0.8931153416633606,0.5308659076690674,0.796410322189331
pythia-410m,draw_3,very_high,18,5,0.3101802468299866,0.2421344816684723,0.24610872566699982
pythia-410m,draw_3,very_high,18,6,0.19479380548000336,0.22672277688980103,0.1272924244403839
pythia-410m,draw_3,very_high,18,7,0.5596277117729187,0.4207889139652252,0.45091092586517334
pythia-410m,draw_3,very_high,18,8,1.752357006072998,0.5297335386276245,1.7399507761001587
pythia-410m,draw_3,very_high,18,9,1.0234278440475464,0.471917062997818,0.9514551162719727
pythia-410m,draw_3,very_high,18,10,1.2043031454086304,0.5648130178451538,1.1471216678619385
pythia-410m,draw_3,very_high,18,11,2.0623843669891357,0.6101775169372559,2.1527044773101807
pythia-410m,draw_3,very_high,18,12,2.2026209831237793,0.6119483113288879,2.2966864109039307
pythia-410m,draw_3,very_high,18,13,2.534451961517334,0.5537364482879639,2.6005654335021973
pythia-410m,draw_3,very_high,18,14,2.1889007091522217,0.581034779548645,2.1621179580688477
pythia-410m,draw_3,very_high,18,15,2.0950255393981934,1.206304669380188,2.501899242401123
pythia-410m,draw_3,very_high,19,0,0.05173376575112343,0.06594604253768921,0.03326982259750366
pythia-410m,draw_3,very_high,19,1,0.5978999733924866,0.33771824836730957,0.5342050194740295
pythia-410m,draw_3,very_high,19,2,3.2936415672302246,0.5490733981132507,3.427668571472168
pythia-410m,draw_3,very_high,19,3,3.6408729553222656,0.5785014629364014,3.803065776824951
pythia-410m,draw_3,very_high,19,4,1.831007480621338,0.6556916832923889,1.9258296489715576
pythia-410m,draw_3,very_high,19,5,0.7437615394592285,0.4092264771461487,0.6259714961051941
pythia-410m,draw_3,very_high,19,6,1.4546796083450317,0.8000288009643555,1.4991353750228882
pythia-410m,draw_3,very_high,19,7,2.4597606658935547,0.5673853754997253,2.551997184753418
pythia-410m,draw_3,very_high,19,8,1.4704170227050781,0.608155369758606,1.397455096244812
pythia-410m,draw_3,very_high,19,9,2.573984384536743,0.5082159042358398,2.64255428314209
pythia-410m,draw_3,very_high,19,10,2.333544969558716,0.8848646283149719,2.3716301918029785
pythia-410m,draw_3,very_high,19,11,2.5476937294006348,0.6406179070472717,2.639247179031372
pythia-410m,draw_3,very_high,19,12,2.4323348999023438,0.5992515683174133,2.5289902687072754
pythia-410m,draw_3,very_high,19,13,0.634644627571106,0.3310631811618805,0.5641558766365051
pythia-410m,draw_3,very_high,19,14,0.8552168607711792,0.6172454953193665,0.6986337900161743
pythia-410m,draw_3,very_high,19,15,1.749123215675354,0.6631911396980286,1.76908278465271
pythia-410m,draw_3,very_high,20,0,0.00272101117298007,0.009274758398532867,0.0009936437709257007
pythia-410m,draw_3,very_high,20,1,3.1983163356781006,0.5266819000244141,3.2969517707824707
pythia-410m,draw_3,very_high,20,2,2.601921558380127,0.6587684154510498,2.727004289627075
pythia-410m,draw_3,very_high,20,3,0.05056537315249443,0.1792098879814148,0.0004746231425087899
pythia-410m,draw_3,very_high,20,4,1.8360991477966309,1.0044976472854614,1.9038408994674683
pythia-410m,draw_3,very_high,20,5,0.0012865832541137934,0.002310545649379492,0.0005374045576900244
pythia-410m,draw_3,very_high,20,6,3.7531094551086426,0.25666987895965576,3.7808525562286377
pythia-410m,draw_3,very_high,20,7,1.1321814060211182,0.7685759663581848,1.1332601308822632
pythia-410m,draw_3,very_high,20,8,2.7583011615206487e-05,0.00018958926375489682,1.5038595790883846e-07
pythia-410m,draw_3,very_high,20,9,0.00011628417269093916,0.0006891602533869445,4.046112735522911e-06
pythia-410m,draw_3,very_high,20,10,0.0010951601434499025,0.0018144422210752964,0.0005137074622325599
pythia-410m,draw_3,very_high,20,11,0.9077209234237671,0.7070404887199402,0.7482831478118896
pythia-410m,draw_3,very_high,20,12,0.019730670377612114,0.03471972048282623,0.007775214966386557
pythia-410m,draw_3,very_high,20,13,2.366558074951172,0.5257899165153503,2.4187560081481934
pythia-410m,draw_3,very_high,20,14,0.43352776765823364,0.27771273255348206,0.3528991937637329
pythia-410m,draw_3,very_high,20,15,2.372844934463501,0.5375091433525085,2.418212652206421
pythia-410m,draw_3,very_high,21,0,0.23314638435840607,0.4793861508369446,0.053897347301244736
pythia-410m,draw_3,very_high,21,1,2.402560234069824,0.6070364117622375,2.4953620433807373
pythia-410m,draw_3,very_high,21,2,1.8466495275497437,0.6051638722419739,1.8900562524795532
pythia-410m,draw_3,very_high,21,3,0.060305871069431305,0.08743814378976822,0.027051107957959175
pythia-410m,draw_3,very_high,21,4,2.795227527618408,0.46903082728385925,2.8577864170074463
pythia-410m,draw_3,very_high,21,5,1.3460264205932617,0.44763562083244324,1.300121545791626
pythia-410m,draw_3,very_high,21,6,2.8681437969207764,0.75627201795578,3.0941765308380127
pythia-410m,draw_3,very_high,21,7,3.9847726821899414,0.30635887384414673,4.063620567321777
pythia-410m,draw_3,very_high,21,8,0.6742453575134277,0.5480484366416931,0.635755717754364
pythia-410m,draw_3,very_high,21,9,1.4047034978866577,0.8421400189399719,1.3771177530288696
pythia-410m,draw_3,very_high,21,10,2.8452534675598145,0.556472659111023,2.95719051361084
pythia-410m,draw_3,very_high,21,11,1.263893961906433,0.7237123847007751,1.2306177616119385
pythia-410m,draw_3,very_high,21,12,1.436500072479248,0.5408977270126343,1.405171275138855
pythia-410m,draw_3,very_high,21,13,0.03433496505022049,0.12224674224853516,0.002936083357781172
pythia-410m,draw_3,very_high,21,14,2.064776659011841,0.6078128218650818,2.054621696472168
pythia-410m,draw_3,very_high,21,15,0.03565482795238495,0.052519381046295166,0.021230652928352356
pythia-410m,draw_3,very_high,22,0,0.6945269107818604,0.6455960869789124,0.5112265348434448
pythia-410m,draw_3,very_high,22,1,1.280361294746399,0.7774006128311157,1.2576004266738892
pythia-410m,draw_3,very_high,22,2,0.8794567584991455,0.8027320504188538,0.618850827217102
pythia-410m,draw_3,very_high,22,3,3.8319764137268066,0.3374550938606262,3.887925148010254
pythia-410m,draw_3,very_high,22,4,0.0036673990543931723,0.012727170251309872,0.000528946053236723
pythia-410m,draw_3,very_high,22,5,0.5729008913040161,0.8617215752601624,0.13359209895133972
pythia-410m,draw_3,very_high,22,6,0.27316203713417053,0.5447935461997986,0.010253489017486572
pythia-410m,draw_3,very_high,22,7,2.0557825565338135,0.9863297343254089,2.2994558811187744
pythia-410m,draw_3,very_high,22,8,1.2862621545791626,0.7175471782684326,1.3230081796646118
pythia-410m,draw_3,very_high,22,9,0.27826768159866333,0.43714433908462524,0.06142565608024597
pythia-410m,draw_3,very_high,22,10,1.143996000289917,0.8601552844047546,1.1025639772415161
pythia-410m,draw_3,very_high,22,11,3.6090598106384277,0.4284481704235077,3.7171742916107178
pythia-410m,draw_3,very_high,22,12,0.5374411344528198,0.8290817141532898,0.10769034922122955
pythia-410m,draw_3,very_high,22,13,0.7801686525344849,0.6936050653457642,0.6838807463645935
pythia-410m,draw_3,very_high,22,14,1.227845549583435,1.0804321765899658,0.9680883884429932
pythia-410m,draw_3,very_high,22,15,0.8210107684135437,0.765795111656189,0.6064292788505554
pythia-410m,draw_3,very_high,23,0,1.7834994792938232,1.025706171989441,1.9216982126235962
pythia-410m,draw_3,very_high,23,1,1.6529375314712524,1.07173752784729,1.7184431552886963
pythia-410m,draw_3,very_high,23,2,0.021834691986441612,0.04103493690490723,0.008582131937146187
pythia-410m,draw_3,very_high,23,3,0.7785447835922241,0.8411478400230408,0.448713481426239
pythia-410m,draw_3,very_high,23,4,0.08672407269477844,0.26118022203445435,0.010462765581905842
pythia-410m,draw_3,very_high,23,5,1.8233379125595093,0.9880289435386658,1.9221338033676147
pythia-410m,draw_3,very_high,23,6,0.7299110889434814,0.8864959478378296,0.2859170138835907
pythia-410m,draw_3,very_high,23,7,1.74016273021698,0.6783687472343445,1.8519718647003174
pythia-410m,draw_3,very_high,23,8,1.5340505838394165,0.7515191435813904,1.5810672044754028
pythia-410m,draw_3,very_high,23,9,0.012666371650993824,0.03986620530486107,0.002069492358714342
pythia-410m,draw_3,very_high,23,10,0.962916374206543,0.6967162489891052,0.9058781266212463
pythia-410m,draw_3,very_high,23,11,1.931643009185791,0.8986886739730835,2.0492324829101562
pythia-410m,draw_3,very_high,23,12,1.4865659475326538,1.020850419998169,1.3086968660354614
pythia-410m,draw_3,very_high,23,13,1.4883503913879395,0.8837507963180542,1.541554570198059
pythia-410m,draw_3,very_high,23,14,1.5874732732772827,0.8033695220947266,1.5746980905532837
pythia-410m,draw_3,very_high,23,15,1.556160569190979,0.6785116791725159,1.5839157104492188
pythia-410m,draw_3,control,0,0,2.6254193782806396,0.34509068727493286,2.6101438999176025
pythia-410m,draw_3,control,0,1,0.006262410897761583,0.00418806029483676,0.0053758881986141205
pythia-410m,draw_3,control,0,2,2.669811248779297,0.7321466207504272,2.8078699111938477
pythia-410m,draw_3,control,0,3,3.623802661895752,0.31677842140197754,3.6643049716949463
pythia-410m,draw_3,control,0,4,3.853881359100342,0.19579920172691345,3.8879592418670654
pythia-410m,draw_3,control,0,5,1.7125027179718018,0.4921332895755768,1.624300479888916
pythia-410m,draw_3,control,0,6,4.063551902770996,0.12481707334518433,4.087632656097412
pythia-410m,draw_3,control,0,7,3.4825146198272705,0.42320483922958374,3.547642707824707
pythia-410m,draw_3,control,0,8,2.8202641010284424,0.3637330234050751,2.853339433670044
pythia-410m,draw_3,control,0,9,3.5891828536987305,0.2678264379501343,3.64280104637146
pythia-410m,draw_3,control,0,10,4.106339454650879,0.22037699818611145,4.153541088104248
