model,draw,band,layer,head,entropy_mean,entropy_std,entropy_median
pythia-410m,draw_1,control,23,12,1.730290174484253,0.9621438980102539,1.6600112915039062
pythia-410m,draw_1,control,23,13,1.5710614919662476,0.8089609146118164,1.6354138851165771
pythia-410m,draw_1,control,23,14,1.5735546350479126,0.8225515484809875,1.5832663774490356
pythia-410m,draw_1,control,23,15,1.4737482070922852,0.6842138171195984,1.5619466304779053
pythia-410m,draw_2,low,0,0,2.6489479541778564,0.3818570673465729,2.645423650741577
pythia-410m,draw_2,low,0,1,0.008877354674041271,0.007092940621078014,0.006538333371281624
pythia-410m,draw_2,low,0,2,3.118555784225464,0.7453963756561279,3.357877016067505
pythia-410m,draw_2,low,0,3,3.554694652557373,0.32252001762390137,3.6197056770324707
pythia-410m,draw_2,low,0,4,3.9394686222076416,0.23453636467456818,3.989583969116211
pythia-410m,draw_2,low,0,5,1.4989162683486938,0.4502657353878021,1.4096064567565918
pythia-410m,draw_2,low,0,6,4.021042823791504,0.19063922762870789,4.075660228729248
pythia-410m,draw_2,low,0,7,3.46170973777771,0.4522773325443268,3.5520362854003906
pythia-410m,draw_2,low,0,8,2.221714973449707,0.404186487197876,2.1883156299591064
pythia-410m,draw_2,low,0,9,3.6662445068359375,0.24135631322860718,3.70512056350708
pythia-410m,draw_2,low,0,10,4.091047763824463,0.22201524674892426,4.1524977684021
pythia-410m,draw_2,low,0,11,3.4326488971710205,0.6619510650634766,3.6327621936798096
pythia-410m,draw_2,low,0,12,3.4160351753234863,0.6850050091743469,3.641390800476074
pythia-410m,draw_2,low,0,13,2.8842215538024902,0.5374287962913513,2.9718358516693115
pythia-410m,draw_2,low,0,14,2.9789819717407227,0.5886642336845398,3.1079611778259277
pythia-410m,draw_2,low,0,15,2.93644642829895,0.7833546996116638,3.1522629261016846
pythia-410m,draw_2,low,1,0,0.7938245534896851,0.2898220419883728,0.7590377330780029
pythia-410m,draw_2,low,1,1,1.0801538228988647,0.4040631651878357,1.047925591468811
pythia-410m,draw_2,low,1,2,3.9610323905944824,0.18867720663547516,3.99747633934021
pythia-410m,draw_2,low,1,3,3.0849082469940186,0.42812779545783997,3.1233630180358887
pythia-410m,draw_2,low,1,4,2.083878755569458,0.4821631610393524,2.068645715713501
pythia-410m,draw_2,low,1,5,3.8815667629241943,0.2122337520122528,3.9214346408843994
pythia-410m,draw_2,low,1,6,2.8271431922912598,0.5138205289840698,2.919625997543335
pythia-410m,draw_2,low,1,7,2.016282796859741,0.6175471544265747,2.03053617477417
pythia-410m,draw_2,low,1,8,3.6466174125671387,0.35671234130859375,3.7250823974609375
pythia-410m,draw_2,low,1,9,0.7800735831260681,0.3498680591583252,0.7266335487365723
pythia-410m,draw_2,low,1,10,3.1859943866729736,0.4898563027381897,3.234710454940796
pythia-410m,draw_2,low,1,11,2.9750988483428955,0.4878098666667938,3.081831455230713
pythia-410m,draw_2,low,1,12,2.9365968704223633,0.3032708168029785,2.9792840480804443
pythia-410m,draw_2,low,1,13,3.722520589828491,0.24528133869171143,3.752418041229248
pythia-410m,draw_2,low,1,14,2.547067880630493,0.6012211441993713,2.5866904258728027
pythia-410m,draw_2,low,1,15,0.6096581816673279,0.26592347025871277,0.5789461731910706
pythia-410m,draw_2,low,2,0,3.8094162940979004,0.2981654703617096,3.877572774887085
pythia-410m,draw_2,low,2,1,2.356398105621338,0.5445674657821655,2.322437286376953
pythia-410m,draw_2,low,2,2,0.8191149234771729,0.4686349332332611,0.7025256752967834
pythia-410m,draw_2,low,2,3,3.588984966278076,0.3378794491291046,3.6413326263427734
pythia-410m,draw_2,low,2,4,3.7699544429779053,0.26901528239250183,3.8232905864715576
pythia-410m,draw_2,low,2,5,2.648036003112793,0.5054521560668945,2.6679818630218506
pythia-410m,draw_2,low,2,6,1.9693481922149658,0.39254552125930786,1.9905352592468262
pythia-410m,draw_2,low,2,7,3.0079634189605713,0.291690468788147,3.038491725921631
pythia-410m,draw_2,low,2,8,3.3894901275634766,0.4448435604572296,3.4634807109832764
pythia-410m,draw_2,low,2,9,2.5760293006896973,0.5023605823516846,2.6166419982910156
pythia-410m,draw_2,low,2,10,1.9126780033111572,0.554003894329071,1.8975269794464111
pythia-410m,draw_2,low,2,11,3.5021586418151855,0.36492565274238586,3.5114693641662598
pythia-410m,draw_2,low,2,12,1.1264322996139526,0.3545181155204773,1.0779709815979004
pythia-410m,draw_2,low,2,13,3.857464075088501,0.25955730676651,3.9023189544677734
pythia-410m,draw_2,low,2,14,3.946683406829834,0.20976512134075165,3.977379560470581
pythia-410m,draw_2,low,2,15,3.5197336673736572,0.3887908458709717,3.584571599960327
pythia-410m,draw_2,low,3,0,2.4172682762145996,0.6239571571350098,2.4538488388061523
pythia-410m,draw_2,low,3,1,0.9192641973495483,0.2762722969055176,0.9083672165870667
pythia-410m,draw_2,low,3,2,2.45290470123291,0.5652764439582825,2.480947494506836
pythia-410m,draw_2,low,3,3,2.3425097465515137,0.8076229095458984,2.321117877960205
pythia-410m,draw_2,low,3,4,2.2660486698150635,0.6142333149909973,2.2741777896881104
pythia-410m,draw_2,low,3,5,3.476266860961914,0.4183806777000427,3.5254244804382324
pythia-410m,draw_2,low,3,6,4.1670026779174805,0.13447687029838562,4.201051235198975
pythia-410m,draw_2,low,3,7,3.827727794647217,0.35220441222190857,3.917923927307129
pythia-410m,draw_2,low,3,8,1.6067683696746826,0.6982194185256958,1.4796557426452637
pythia-410m,draw_2,low,3,9,2.3317556381225586,0.45081189274787903,2.3466262817382812
pythia-410m,draw_2,low,3,10,2.273836851119995,0.8331380486488342,2.354069471359253
pythia-410m,draw_2,low,3,11,1.764101266860962,0.6176693439483643,1.6712853908538818
pythia-410m,draw_2,low,3,12,3.8029708862304688,0.1498236507177353,3.8126020431518555
pythia-410m,draw_2,low,3,13,1.5812873840332031,0.4288358688354492,1.6059587001800537
pythia-410m,draw_2,low,3,14,3.575204849243164,0.366189181804657,3.6457674503326416
pythia-410m,draw_2,low,3,15,3.764509439468384,0.2865764796733856,3.8144891262054443
pythia-410m,draw_2,low,4,0,1.3988683223724365,0.3419666588306427,1.3510394096374512
pythia-410m,draw_2,low,4,1,3.3013668060302734,0.40659967064857483,3.3509292602539062
pythia-410m,draw_2,low,4,2,2.9967029094696045,0.4202008843421936,3.04358172416687
pythia-410m,draw_2,low,4,3,3.1043028831481934,0.417868047952652,3.152726650238037
pythia-410m,draw_2,low,4,4,3.723813772201538,0.37679237127304077,3.8017444610595703
pythia-410m,draw_2,low,4,5,1.5851023197174072,0.6004819273948669,1.5494577884674072
pythia-410m,draw_2,low,4,6,3.937819004058838,0.22444459795951843,3.9825456142425537
pythia-410m,draw_2,low,4,7,3.2441563606262207,0.37016305327415466,3.279831886291504
pythia-410m,draw_2,low,4,8,3.851034641265869,0.2756635546684265,3.913986921310425
pythia-410m,draw_2,low,4,9,1.5401396751403809,0.22836998105049133,1.5654871463775635
pythia-410m,draw_2,low,4,10,3.580150842666626,0.5138246417045593,3.7409119606018066
pythia-410m,draw_2,low,4,11,3.9624950885772705,0.22139975428581238,3.98907732963562
pythia-410m,draw_2,low,4,12,3.993288278579712,0.21656519174575806,4.048291206359863
pythia-410m,draw_2,low,4,13,3.9108810424804688,0.1985686719417572,3.9410765171051025
pythia-410m,draw_2,low,4,14,3.373483419418335,0.1803107112646103,3.3852341175079346
pythia-410m,draw_2,low,4,15,2.8911941051483154,0.38039177656173706,2.9047038555145264
pythia-410m,draw_2,low,5,0,2.8649868965148926,0.3816617429256439,2.879669427871704
pythia-410m,draw_2,low,5,1,2.620720386505127,0.36650416254997253,2.6286075115203857
pythia-410m,draw_2,low,5,2,0.43764278292655945,0.16563144326210022,0.4035998284816742
pythia-410m,draw_2,low,5,3,3.4442436695098877,0.3933489918708801,3.5241358280181885
pythia-410m,draw_2,low,5,4,2.3335649967193604,0.45282045006752014,2.3376169204711914
pythia-410m,draw_2,low,5,5,1.669033169746399,0.5161502361297607,1.6886430978775024
pythia-410m,draw_2,low,5,6,3.437978982925415,0.2019633650779724,3.4650890827178955
pythia-410m,draw_2,low,5,7,3.8184382915496826,0.09966222196817398,3.816955804824829
pythia-410m,draw_2,low,5,8,1.9035416841506958,0.39997565746307373,1.931234359741211
pythia-410m,draw_2,low,5,9,1.8859689235687256,0.3123178482055664,1.914059042930603
pythia-410m,draw_2,low,5,10,4.010645389556885,0.2314138114452362,4.073956489562988
pythia-410m,draw_2,low,5,11,2.968003511428833,0.5670978426933289,3.0603654384613037
pythia-410m,draw_2,low,5,12,1.8089323043823242,0.398439884185791,1.8384768962860107
pythia-410m,draw_2,low,5,13,2.5647411346435547,0.4735393226146698,2.6217575073242188
pythia-410m,draw_2,low,5,14,2.6454031467437744,0.5017532110214233,2.7164485454559326
pythia-410m,draw_2,low,5,15,2.4131929874420166,0.41280362010002136,2.473877429962158
pythia-410m,draw_2,low,6,0,0.3265877962112427,0.21696092188358307,0.2841917872428894
pythia-410m,draw_2,low,6,1,3.6969797611236572,0.3667784631252289,3.7733635902404785
pythia-410m,draw_2,low,6,2,3.8122634887695312,0.21037012338638306,3.834743022918701
pythia-410m,draw_2,low,6,3,1.6890769004821777,0.7435277104377747,1.6628483533859253
pythia-410m,draw_2,low,6,4,1.8479093313217163,0.4562363922595978,1.8248997926712036
pythia-410m,draw_2,low,6,5,2.5817458629608154,0.3756070137023926,2.6559641361236572
pythia-410m,draw_2,low,6,6,3.8134851455688477,0.2761305570602417,3.85044527053833
pythia-410m,draw_2,low,6,7,3.5708062648773193,0.25716304779052734,3.5835952758789062
pythia-410m,draw_2,low,6,8,1.0927947759628296,0.29760870337486267,1.0814577341079712
pythia-410m,draw_2,low,6,9,1.9474523067474365,0.6114279627799988,1.9817628860473633
pythia-410m,draw_2,low,6,10,3.363077163696289,0.334367036819458,3.402432441711426
pythia-410m,draw_2,low,6,11,3.839531183242798,0.19987253844738007,3.877041816711426
pythia-410m,draw_2,low,6,12,3.6971075534820557,0.1893811821937561,3.7201836109161377
pythia-410m,draw_2,low,6,13,2.3597922325134277,0.2597334682941437,2.3622419834136963
pythia-410m,draw_2,low,6,14,2.6144065856933594,0.6138885021209717,2.648629665374756
pythia-410m,draw_2,low,6,15,2.5837247371673584,0.5574639439582825,2.5937352180480957
pythia-410m,draw_2,low,7,0,1.872909665107727,0.3957210183143616,1.8379632234573364
pythia-410m,draw_2,low,7,1,0.8628854751586914,0.3052908182144165,0.870935320854187
pythia-410m,draw_2,low,7,2,1.837778091430664,0.40762585401535034,1.8882535696029663
pythia-410m,draw_2,low,7,3,3.034144878387451,0.5444812178611755,3.159447193145752
pythia-410m,draw_2,low,7,4,3.7561886310577393,0.19733524322509766,3.794654130935669
pythia-410m,draw_2,low,7,5,1.9332115650177002,0.40958234667778015,1.9355826377868652
pythia-410m,draw_2,low,7,6,3.6808979511260986,0.2926350235939026,3.7478973865509033
pythia-410m,draw_2,low,7,7,1.4873822927474976,0.30811214447021484,1.5019824504852295
pythia-410m,draw_2,low,7,8,0.5449965000152588,0.2376159280538559,0.5063718557357788
pythia-410m,draw_2,low,7,9,2.9386274814605713,0.3814772367477417,2.973235845565796
pythia-410m,draw_2,low,7,10,2.174523115158081,0.38724902272224426,2.1881346702575684
pythia-410m,draw_2,low,7,11,3.3680801391601562,0.34038785099983215,3.3765597343444824
pythia-410m,draw_2,low,7,12,3.841747283935547,0.23627221584320068,3.889899969100952
pythia-410m,draw_2,low,7,13,1.534408450126648,0.7423858642578125,1.4679757356643677
pythia-410m,draw_2,low,7,14,2.7826929092407227,0.6588289141654968,2.92513370513916
pythia-410m,draw_2,low,7,15,1.2720149755477905,0.3995802402496338,1.2241979837417603
pythia-410m,draw_2,low,8,0,2.9452593326568604,0.28078559041023254,2.935560941696167
pythia-410m,draw_2,low,8,1,1.67033851146698,0.5960361361503601,1.6697860956192017
pythia-410m,draw_2,low,8,2,2.3747434616088867,0.25144365429878235,2.3366682529449463
pythia-410m,draw_2,low,8,3,2.895517110824585,0.54738450050354,2.923060894012451
pythia-410m,draw_2,low,8,4,3.449134111404419,0.32837823033332825,3.483935594558716
pythia-410m,draw_2,low,8,5,2.8075222969055176,0.29986435174942017,2.8176426887512207
pythia-410m,draw_2,low,8,6,0.5976308584213257,0.3067837953567505,0.5888447761535645
pythia-410m,draw_2,low,8,7,1.7449088096618652,0.7000952959060669,1.730765700340271
pythia-410m,draw_2,low,8,8,2.8100550174713135,0.45916298031806946,2.8522837162017822
pythia-410m,draw_2,low,8,9,0.7277433276176453,0.4132913649082184,0.6474567651748657
pythia-410m,draw_2,low,8,10,3.6937766075134277,0.39755651354789734,3.774254083633423
pythia-410m,draw_2,low,8,11,3.4153683185577393,0.23123253881931305,3.444209575653076
pythia-410m,draw_2,low,8,12,2.416308641433716,0.24384307861328125,2.4258735179901123
pythia-410m,draw_2,low,8,13,3.865088939666748,0.22013838589191437,3.9012436866760254
pythia-410m,draw_2,low,8,14,3.578733205795288,0.33842000365257263,3.643781900405884
pythia-410m,draw_2,low,8,15,3.5506653785705566,0.2924412786960602,3.5914926528930664
pythia-410m,draw_2,low,9,0,0.9187042117118835,0.3767269551753998,0.9020786285400391
pythia-410m,draw_2,low,9,1,2.865781784057617,0.2204631268978119,2.8811588287353516
pythia-410m,draw_2,low,9,2,3.3285200595855713,0.34387537837028503,3.3487722873687744
pythia-410m,draw_2,low,9,3,3.686730146408081,0.2615337073802948,3.723264694213867
pythia-410m,draw_2,low,9,4,2.689615249633789,0.5719348788261414,2.6922004222869873
pythia-410m,draw_2,low,9,5,1.1317239999771118,0.25424134731292725,1.1016981601715088
pythia-410m,draw_2,low,9,6,3.1033294200897217,0.43071070313453674,3.1662943363189697
pythia-410m,draw_2,low,9,7,1.834945797920227,0.44035837054252625,1.8244624137878418
pythia-410m,draw_2,low,9,8,1.4544591903686523,0.5263203978538513,1.431372046470642
pythia-410m,draw_2,low,9,9,1.3042300939559937,0.23897014558315277,1.3355578184127808
pythia-410m,draw_2,low,9,10,2.219654083251953,0.35470491647720337,2.2741940021514893
pythia-410m,draw_2,low,9,11,0.6615868210792542,0.25430336594581604,0.6191889047622681
pythia-410m,draw_2,low,9,12,2.229163646697998,0.43784022331237793,2.2383601665496826
pythia-410m,draw_2,low,9,13,2.5509982109069824,0.32780078053474426,2.55914306640625
pythia-410m,draw_2,low,9,14,1.555646538734436,0.5113711953163147,1.5516319274902344
pythia-410m,draw_2,low,9,15,3.17368483543396,0.5507311224937439,3.2858715057373047
pythia-410m,draw_2,low,10,0,1.3558741807937622,0.5929778814315796,1.292055368423462
pythia-410m,draw_2,low,10,1,2.6832313537597656,0.3333921432495117,2.717987537384033
pythia-410m,draw_2,low,10,2,2.168025255203247,0.6397767663002014,2.1578736305236816
pythia-410m,draw_2,low,10,3,2.3628413677215576,0.5343283414840698,2.4116718769073486
pythia-410m,draw_2,low,10,4,1.9702738523483276,0.6010022163391113,2.0415384769439697
pythia-410m,draw_2,low,10,5,2.716068744659424,0.38832801580429077,2.7753684520721436
pythia-410m,draw_2,low,10,6,3.7368690967559814,0.214830219745636,3.7566256523132324
pythia-410m,draw_2,low,10,7,3.011866807937622,0.46242210268974304,3.0621562004089355
pythia-410m,draw_2,low,10,8,0.48567283153533936,0.2804087698459625,0.4359316825866699
pythia-410m,draw_2,low,10,9,0.37129905819892883,0.36135995388031006,0.2390434890985489
pythia-410m,draw_2,low,10,10,3.8839263916015625,0.202308788895607,3.9127821922302246
pythia-410m,draw_2,low,10,11,2.487445116043091,0.5796270370483398,2.532780885696411
pythia-410m,draw_2,low,10,12,3.210606098175049,0.3448488414287567,3.2601709365844727
pythia-410m,draw_2,low,10,13,2.7414278984069824,0.5523918271064758,2.7825374603271484
pythia-410m,draw_2,low,10,14,1.5429925918579102,0.41587376594543457,1.4842511415481567
pythia-410m,draw_2,low,10,15,2.179025650024414,0.44678160548210144,2.2110557556152344
pythia-410m,draw_2,low,11,0,1.9278627634048462,0.5680068731307983,1.962428092956543
pythia-410m,draw_2,low,11,1,2.2147300243377686,0.6172879934310913,2.2542407512664795
pythia-410m,draw_2,low,11,2,0.8533117175102234,0.49847733974456787,0.7635042071342468
pythia-410m,draw_2,low,11,3,2.019272565841675,0.4349891245365143,2.014845371246338
pythia-410m,draw_2,low,11,4,2.5192019939422607,0.4245113134384155,2.508622646331787
pythia-410m,draw_2,low,11,5,0.5924206376075745,0.3566645681858063,0.503269612789154
pythia-410m,draw_2,low,11,6,1.9097037315368652,0.514399528503418,1.939896583557129
pythia-410m,draw_2,low,11,7,1.7380764484405518,0.46630236506462097,1.7197331190109253
pythia-410m,draw_2,low,11,8,2.337672233581543,0.4661642611026764,2.3747432231903076
pythia-410m,draw_2,low,11,9,2.459066390991211,0.45649564266204834,2.48398494720459
pythia-410m,draw_2,low,11,10,0.8697125911712646,0.3331919312477112,0.8443450331687927
pythia-410m,draw_2,low,11,11,0.5846512913703918,0.3799560070037842,0.4729304015636444
pythia-410m,draw_2,low,11,12,1.3218897581100464,0.5350790023803711,1.2003296613693237
pythia-410m,draw_2,low,11,13,2.676537036895752,0.5430691838264465,2.7704691886901855
pythia-410m,draw_2,low,11,14,0.4426850378513336,0.35755154490470886,0.3263264298439026
pythia-410m,draw_2,low,11,15,3.174093246459961,0.5424110889434814,3.299117088317871
pythia-410m,draw_2,low,12,0,2.5618624687194824,0.4319203794002533,2.591431140899658
pythia-410m,draw_2,low,12,1,3.2266247272491455,0.37541672587394714,3.307018995285034
pythia-410m,draw_2,low,12,2,2.2183704376220703,0.40884074568748474,2.2348666191101074
pythia-410m,draw_2,low,12,3,2.1257474422454834,0.3483079969882965,2.1364428997039795
pythia-410m,draw_2,low,12,4,2.765289783477783,0.46934831142425537,2.8426599502563477
pythia-410m,draw_2,low,12,5,3.3248953819274902,0.2806289792060852,3.3429534435272217
pythia-410m,draw_2,low,12,6,2.2572476863861084,0.5791433453559875,2.3081040382385254
pythia-410m,draw_2,low,12,7,3.050415277481079,0.4645189642906189,3.0917580127716064
pythia-410m,draw_2,low,12,8,1.1014618873596191,0.5595439672470093,1.031270980834961
pythia-410m,draw_2,low,12,9,2.348078727722168,0.529034435749054,2.4091930389404297
pythia-410m,draw_2,low,12,10,3.001429557800293,0.24752402305603027,3.00413179397583
pythia-410m,draw_2,low,12,11,2.9613168239593506,0.5242134928703308,3.0591983795166016
pythia-410m,draw_2,low,12,12,3.6416115760803223,0.29503682255744934,3.7051680088043213
pythia-410m,draw_2,low,12,13,3.3884634971618652,0.37323808670043945,3.4398369789123535
pythia-410m,draw_2,low,12,14,2.0450286865234375,0.5410270690917969,2.0396127700805664
pythia-410m,draw_2,low,12,15,2.1971404552459717,0.5629621148109436,2.162473201751709
pythia-410m,draw_2,low,13,0,1.9462709426879883,0.3805220127105713,1.9614753723144531
pythia-410m,draw_2,low,13,1,0.9729121923446655,0.48258334398269653,0.8796504139900208
pythia-410m,draw_2,low,13,2,1.6525328159332275,0.4506523013114929,1.66866934299469
pythia-410m,draw_2,low,13,3,0.9177569150924683,0.3462824821472168,0.8957821130752563
pythia-410m,draw_2,low,13,4,1.2945218086242676,0.561000406742096,1.1882253885269165
pythia-410m,draw_2,low,13,5,1.4669865369796753,0.5756645202636719,1.416547417640686
pythia-410m,draw_2,low,13,6,1.2847070693969727,0.3962336480617523,1.2365883588790894
pythia-410m,draw_2,low,13,7,1.099288821220398,0.3594810366630554,1.0846905708312988
pythia-410m,draw_2,low,13,8,1.945788025856018,0.6332125067710876,1.9547584056854248
pythia-410m,draw_2,low,13,9,2.4323296546936035,0.49187004566192627,2.4520504474639893
pythia-410m,draw_2,low,13,10,1.0141997337341309,0.37606680393218994,0.9495262503623962
pythia-410m,draw_2,low,13,11,1.2844440937042236,0.5544742345809937,1.1510443687438965
pythia-410m,draw_2,low,13,12,3.1747894287109375,0.45380899310112,3.2648165225982666
pythia-410m,draw_2,low,13,13,1.226318359375,0.4587031602859497,1.1191177368164062
pythia-410m,draw_2,low,13,14,2.135719060897827,0.6380141377449036,2.1435489654541016
pythia-410m,draw_2,low,13,15,0.8683640956878662,0.29872918128967285,0.8278738260269165
pythia-410m,draw_2,low,14,0,1.5513818264007568,0.4868701696395874,1.5669159889221191
pythia-410m,draw_2,low,14,1,1.717773199081421,0.30324581265449524,1.7436350584030151
pythia-410m,draw_2,low,14,2,2.9124956130981445,0.6655569672584534,3.0380332469940186
pythia-410m,draw_2,low,14,3,0.19461371004581451,0.30476218461990356,0.0623716376721859
pythia-410m,draw_2,low,14,4,0.3617415130138397,0.15661144256591797,0.3426899313926697
pythia-410m,draw_2,low,14,5,3.101102352142334,0.5145621299743652,3.2065794467926025
pythia-410m,draw_2,low,14,6,1.5793333053588867,0.4241986870765686,1.5729422569274902
pythia-410m,draw_2,low,14,7,1.6635576486587524,0.49442851543426514,1.6189039945602417
pythia-410m,draw_2,low,14,8,2.9635679721832275,0.30573418736457825,2.9738709926605225
pythia-410m,draw_2,low,14,9,1.298949122428894,0.4198218286037445,1.2214773893356323
pythia-410m,draw_2,low,14,10,1.1062567234039307,0.3088774085044861,1.0695420503616333
pythia-410m,draw_2,low,14,11,2.584946393966675,0.44292160868644714,2.6207597255706787
pythia-410m,draw_2,low,14,12,1.9429028034210205,0.49465057253837585,1.975154161453247
pythia-410m,draw_2,low,14,13,1.5547091960906982,0.5395814180374146,1.56255042552948
pythia-410m,draw_2,low,14,14,1.4225435256958008,0.3771662712097168,1.404423713684082
pythia-410m,draw_2,low,14,15,0.624061644077301,0.3086857497692108,0.5410669445991516
pythia-410m,draw_2,low,15,0,1.7042417526245117,0.5584251880645752,1.6362793445587158
pythia-410m,draw_2,low,15,1,1.1169188022613525,0.3975883424282074,1.0618934631347656
pythia-410m,draw_2,low,15,2,2.3358869552612305,0.4314862787723541,2.2986364364624023
pythia-410m,draw_2,low,15,3,1.1638604402542114,0.42978692054748535,1.080403447151184
pythia-410m,draw_2,low,15,4,1.9237003326416016,0.4122743606567383,1.8772457838058472
pythia-410m,draw_2,low,15,5,0.8812052607536316,0.4513266086578369,0.8486136794090271
pythia-410m,draw_2,low,15,6,2.841442823410034,0.6938877701759338,2.9461278915405273
pythia-410m,draw_2,low,15,7,0.45883631706237793,0.1902003437280655,0.44282442331314087
pythia-410m,draw_2,low,15,8,1.1903823614120483,0.5288586616516113,1.1656303405761719
pythia-410m,draw_2,low,15,9,0.5229157209396362,0.18164174258708954,0.5001893043518066
pythia-410m,draw_2,low,15,10,2.2066919803619385,0.5690656900405884,2.1982882022857666
pythia-410m,draw_2,low,15,11,2.798680543899536,0.33033329248428345,2.797858715057373
pythia-410m,draw_2,low,15,12,1.5984665155410767,0.4319975674152374,1.5446354150772095
pythia-410m,draw_2,low,15,13,1.1718506813049316,0.48562324047088623,1.0906352996826172
pythia-410m,draw_2,low,15,14,2.150559902191162,0.4753904342651367,2.17112398147583
pythia-410m,draw_2,low,15,15,1.6169004440307617,0.47767651081085205,1.5513505935668945
pythia-410m,draw_2,low,16,0,1.7404462099075317,0.41952210664749146,1.732877254486084
pythia-410m,draw_2,low,16,1,2.037888765335083,0.7814719676971436,2.138444185256958
pythia-410m,draw_2,low,16,2,0.8738555312156677,0.49071377515792847,0.7622138857841492
pythia-410m,draw_2,low,16,3,1.790015697479248,0.6021850109100342,1.896718144416809
pythia-410m,draw_2,low,16,4,1.3970346450805664,0.6370422840118408,1.4086995124816895
pythia-410m,draw_2,low,16,5,1.9349489212036133,0.8355621695518494,2.0520544052124023
pythia-410m,draw_2,low,16,6,1.1443527936935425,0.5564497113227844,1.0102698802947998
pythia-410m,draw_2,low,16,7,1.8868622779846191,0.5619603991508484,1.9276721477508545
pythia-410m,draw_2,low,16,8,0.42271918058395386,0.21169693768024445,0.39624646306037903
pythia-410m,draw_2,low,16,9,0.44795864820480347,0.2018921971321106,0.39928245544433594
pythia-410m,draw_2,low,16,10,3.019730806350708,0.4062034785747528,3.1058201789855957
pythia-410m,draw_2,low,16,11,1.1429409980773926,0.6551775336265564,0.9376659989356995
pythia-410m,draw_2,low,16,12,2.3758528232574463,0.7065565586090088,2.5246036052703857
pythia-410m,draw_2,low,16,13,1.259772777557373,0.674175500869751,1.1225676536560059
pythia-410m,draw_2,low,16,14,1.98211669921875,0.7760729193687439,1.9548754692077637
pythia-410m,draw_2,low,16,15,2.1068267822265625,0.6774984002113342,2.0841922760009766
pythia-410m,draw_2,low,17,0,1.664986491203308,0.6847804188728333,1.539981722831726
pythia-410m,draw_2,low,17,1,2.1649394035339355,0.6291173100471497,2.173187255859375
pythia-410m,draw_2,low,17,2,2.8138372898101807,0.6281211972236633,2.899994373321533
pythia-410m,draw_2,low,17,3,0.26963096857070923,0.30238479375839233,0.14441098272800446
pythia-410m,draw_2,low,17,4,3.118828773498535,0.5857537984848022,3.199122190475464
pythia-410m,draw_2,low,17,5,2.108616352081299,0.7777895927429199,2.1180002689361572
pythia-410m,draw_2,low,17,6,1.4981344938278198,0.5806440114974976,1.466090440750122
pythia-410m,draw_2,low,17,7,1.996132493019104,0.49940255284309387,2.0025386810302734
pythia-410m,draw_2,low,17,8,0.6055753827095032,0.2309156358242035,0.5789234638214111
pythia-410m,draw_2,low,17,9,1.9732850790023804,0.7087005376815796,2.106088161468506
pythia-410m,draw_2,low,17,10,1.9180471897125244,0.6746438145637512,1.9658445119857788
pythia-410m,draw_2,low,17,11,1.3372421264648438,0.41459915041923523,1.350343108177185
pythia-410m,draw_2,low,17,12,1.4436322450637817,0.5000661015510559,1.4419283866882324
pythia-410m,draw_2,low,17,13,0.8626222014427185,0.3789597153663635,0.7772565484046936
pythia-410m,draw_2,low,17,14,0.5411303639411926,0.2671111822128296,0.4789154827594757
pythia-410m,draw_2,low,17,15,1.0622596740722656,0.6527417302131653,0.8790037035942078
pythia-410m,draw_2,low,18,0,1.7251508235931396,0.5662939548492432,1.7616627216339111
pythia-410m,draw_2,low,18,1,0.33715325593948364,0.28516778349876404,0.2566859722137451
pythia-410m,draw_2,low,18,2,1.940017580986023,0.7063801288604736,1.9711580276489258
pythia-410m,draw_2,low,18,3,0.11199581623077393,0.4259202778339386,6.976049604645596e-08
pythia-410m,draw_2,low,18,4,0.9384245872497559,0.5157628655433655,0.8163489103317261
pythia-410m,draw_2,low,18,5,0.3885669708251953,0.34163713455200195,0.25634074211120605
pythia-410m,draw_2,low,18,6,0.2025153636932373,0.14953553676605225,0.15852227807044983
pythia-410m,draw_2,low,18,7,1.2095907926559448,0.7523198127746582,1.0510350465774536
pythia-410m,draw_2,low,18,8,1.7636518478393555,0.7641890645027161,1.7750883102416992
pythia-410m,draw_2,low,18,9,0.8417001962661743,0.4282078444957733,0.7288039326667786
pythia-410m,draw_2,low,18,10,2.1102843284606934,0.630355954170227,2.1498892307281494
pythia-410m,draw_2,low,18,11,2.7206380367279053,0.6059579849243164,2.8306760787963867
pythia-410m,draw_2,low,18,12,1.936232328414917,0.5703222751617432,1.9529849290847778
pythia-410m,draw_2,low,18,13,1.6472749710083008,0.5689529180526733,1.6521332263946533
pythia-410m,draw_2,low,18,14,2.5578396320343018,0.5662502646446228,2.5859265327453613
pythia-410m,draw_2,low,18,15,0.9947730898857117,1.066158652305603,0.47939804196357727
pythia-410m,draw_2,low,19,0,0.24163010716438293,0.2558823227882385,0.15513817965984344
pythia-410m,draw_2,low,19,1,0.5812394618988037,0.3186774253845215,0.5374999642372131
pythia-410m,draw_2,low,19,2,3.23933482170105,0.7701945304870605,3.4617984294891357
pythia-410m,draw_2,low,19,3,3.0479652881622314,0.7473680973052979,3.1352713108062744
pythia-410m,draw_2,low,19,4,1.901659607887268,0.6589341163635254,2.0224945545196533
pythia-410m,draw_2,low,19,5,0.5955697894096375,0.4823881685733795,0.45211488008499146
