layer,head,role,bos_fraction,self_fraction,prev_fraction,source_fraction,target_fraction,repeat_fraction,induction_score,distractor_fraction,entropy,model
2,6,induction,0.2090509980916977,0.05976054444909096,0.005921554751694202,0.6185068488121033,0.009846522472798824,0.08386397361755371,0.6032118201255798,0.07873173803091049,2.062328577041626,pythia-70m
2,7,previous_token,0.145567387342453,0.07444684207439423,0.2048226147890091,0.0014989344635978341,0.00031392049277201295,0.7785541415214539,0.00019104790408164263,0.07406555861234665,2.7989320755004883,pythia-70m
3,0,diffuse,0.2969932556152344,0.06323312222957611,0.043071236461400986,0.012662660330533981,0.2750077247619629,0.21943600475788116,0.007853299379348755,0.19590067863464355,3.2164394855499268,pythia-70m
3,1,diffuse,0.2762540578842163,0.0354575514793396,0.017582720145583153,0.009808932431042194,0.5771558284759521,0.09161403775215149,0.007307946216315031,0.0451667420566082,1.9131884574890137,pythia-70m
3,2,diffuse,0.15081556141376495,0.07314647734165192,0.0868406742811203,0.09536568820476532,0.017054857686161995,0.36838215589523315,0.012540771625936031,0.36838188767433167,4.13596773147583,pythia-70m
3,3,bos_sink,0.5089378356933594,0.017326803877949715,0.01433434896171093,0.0817888155579567,0.14973144233226776,0.0718848928809166,0.02420450560748577,0.18765679001808167,2.8961575031280518,pythia-70m
3,4,previous_token,0.12062960863113403,0.1329105645418167,0.20668098330497742,0.02560083568096161,0.004255346022546291,0.6658492684364319,0.003258178709074855,0.18366503715515137,3.433974266052246,pythia-70m
3,5,diffuse,0.16507579386234283,0.03073563612997532,0.011301951482892036,0.0036744503304362297,0.7368955612182617,0.07047542184591293,0.0020299472380429506,0.02387883886694908,1.4133639335632324,pythia-70m
3,6,diffuse,0.11538750678300858,0.018135471269488335,0.005246939603239298,0.004023563116788864,0.8311453461647034,0.034417010843753815,0.002268114360049367,0.015027168206870556,0.9916404485702515,pythia-70m
3,7,diffuse,0.249193474650383,0.055287644267082214,0.07851492613554001,0.037960395216941833,0.01592702977359295,0.3416646122932434,0.008580025285482407,0.35525453090667725,3.8321645259857178,pythia-70m
4,0,bos_sink,0.3340807259082794,0.003946328070014715,0.009574427269399166,0.060997072607278824,0.04761401563882828,0.086497001349926,0.01865358278155327,0.4708111584186554,3.66536545753479,pythia-70m
4,1,bos_sink,0.867870569229126,0.016318198293447495,0.016149500384926796,0.0015613374998793006,0.05209343880414963,0.06252619624137878,0.0006630183779634535,0.015949364751577377,0.9544457197189331,pythia-70m
4,2,bos_sink,0.4561883807182312,0.0034385002218186855,0.009536494500935078,0.048032745718955994,0.16238634288311005,0.05625215172767639,0.021169934421777725,0.27713996171951294,2.9983255863189697,pythia-70m
4,3,bos_sink,0.9118722677230835,0.0005812539020553231,0.0018838092219084501,0.005044645629823208,0.02272247150540352,0.010381648316979408,0.0021497581619769335,0.04997973516583443,0.7596105933189392,pythia-70m
4,4,bos_sink,0.600655198097229,0.003971656318753958,0.0031173580791801214,0.04940817132592201,0.1428864449262619,0.03097274899482727,0.015055130235850811,0.17607741057872772,2.3815183639526367,pythia-70m
4,5,diffuse,0.27910909056663513,0.004902447108179331,0.012537356466054916,0.16487349569797516,0.06950265914201736,0.06931112706661224,0.03274727240204811,0.4172031879425049,3.914353609085083,pythia-70m
4,6,bos_sink,0.5122556686401367,0.006958500947803259,0.003250464564189315,0.12382376194000244,0.07557607442140579,0.03410136327147484,0.02539544552564621,0.2542428970336914,2.974047899246216,pythia-70m
4,7,diffuse,0.027728810906410217,0.001732584205456078,0.007573109120130539,0.08899498730897903,0.46481993794441223,0.044428832828998566,0.046940796077251434,0.37402746081352234,3.0815768241882324,pythia-70m
5,0,bos_sink,0.4117271602153778,0.18121932446956635,0.13759250938892365,0.00013580769882537425,0.00025620879023335874,0.5219735503196716,8.194697875296697e-05,0.06590709090232849,2.5598554611206055,pythia-70m
5,1,previous_token,0.0005954111693426967,0.03885367140173912,0.2710689306259155,0.002552903490141034,0.0010555399348959327,0.7485135793685913,0.000361444428563118,0.24728210270404816,2.998696804046631,pythia-70m
5,2,diffuse,0.03411315381526947,0.7380028367042542,0.0876552015542984,8.05951094662305e-06,4.1209797927876934e-05,0.9097985029220581,2.1058410766272573e-06,0.05603933706879616,1.5818614959716797,pythia-70m
5,3,diffuse,0.0749863013625145,0.578879714012146,0.18002763390541077,0.00012602390779647976,3.1958162787122657e-13,0.8382868766784668,4.582716792356223e-05,0.08660095930099487,2.0261077880859375,pythia-70m
5,4,bos_sink,0.8713613748550415,0.012350705452263355,0.061617959290742874,1.5559800203845953e-06,1.2666044602038795e-10,0.12376412749290466,1.7796587314933277e-08,0.004872855264693499,0.8114936351776123,pythia-70m
5,5,bos_sink,0.8099855184555054,0.05581464245915413,0.03714742138981819,0.0006544116185978055,0.0008584648021496832,0.14398957788944244,0.0002586185291875154,0.04451264441013336,1.2911930084228516,pythia-70m
5,6,bos_sink,0.8349708914756775,0.004369691014289856,0.018758779391646385,0.0016517085023224354,7.279471901711076e-05,0.11851121485233307,0.0007639462710358202,0.044793590903282166,1.1602435111999512,pythia-70m
5,7,previous_token,5.707836692181445e-08,0.4458022713661194,0.4085915684700012,4.780645758728497e-05,7.245465531013906e-05,0.9712143540382385,6.285209565248806e-06,0.028665225952863693,1.7143325805664062,pythia-70m
0,0,previous_token,0.3067626357078552,0.20312805473804474,0.24821476638317108,0.01836131140589714,0.0014747512759640813,0.6021828651428223,0.000522047106642276,0.0712183266878128,2.6960995197296143,pythia-160m
0,1,bos_sink,0.44861939549446106,0.042200203984975815,0.031870804727077484,0.10655121505260468,0.021793801337480545,0.1725943684577942,0.031067613512277603,0.2504409849643707,3.393428325653076,pythia-160m
0,2,diffuse,0.013660567812621593,0.19607190787792206,0.14514106512069702,0.09615905582904816,0.021681740880012512,0.55975341796875,0.02490067295730114,0.308745414018631,3.9538893699645996,pythia-160m
0,3,diffuse,0.015469713136553764,0.14051078259944916,0.11154215037822723,0.12575244903564453,0.028218060731887817,0.45788878202438354,0.030626187101006508,0.37267106771469116,4.201253414154053,pythia-160m
0,4,previous_token,0.0024089778307825327,0.10336001962423325,0.2567734718322754,0.028226956725120544,0.010406342335045338,0.6996297836303711,0.0027698834892362356,0.2593279778957367,3.4944491386413574,pythia-160m
0,5,bos_sink,0.6268300414085388,0.027484599500894547,0.019839737564325333,0.08234694600105286,0.015499118715524673,0.10210007429122925,0.02216152474284172,0.1732238382101059,2.58591628074646,pythia-160m
0,6,bos_sink,0.4293045103549957,0.07455392926931381,0.06751295924186707,0.09738914668560028,0.015652881935238838,0.25050216913223267,0.013683768920600414,0.20715130865573883,3.377065658569336,pythia-160m
0,7,induction,0.07126667350530624,0.06731799244880676,0.0001633518113521859,0.8542344570159912,0.0008956016972661018,0.06806885451078415,0.84904545545578,0.0055342684499919415,0.8612078428268433,pythia-160m
0,8,previous_token,0.009685851633548737,0.2913774251937866,0.28075388073921204,0.03501400724053383,0.0046984306536614895,0.8048889636993408,0.002583134453743696,0.14571286737918854,3.007077693939209,pythia-160m
0,9,diffuse,0.03861502185463905,0.1584940254688263,0.08622914552688599,0.14012373983860016,0.028330452740192413,0.44053301215171814,0.05178171768784523,0.35239773988723755,4.216544151306152,pythia-160m
0,10,diffuse,0.19084055721759796,0.09485507011413574,0.08931949734687805,0.09787333011627197,0.023122228682041168,0.37410545349121094,0.021197432652115822,0.3140583038330078,4.074671745300293,pythia-160m
0,11,bos_sink,0.9844698309898376,0.0006924666231498122,0.0006564368959516287,0.003820252139121294,0.0007323267636820674,0.003195610363036394,0.0008779957424849272,0.007782257627695799,0.18361066281795502,pythia-160m
1,0,previous_token,0.15429210662841797,0.27928605675697327,0.21968886256217957,0.07006406038999557,0.009582883678376675,0.6105743646621704,0.006038254126906395,0.1554863601922989,3.2887942790985107,pythia-160m
1,1,bos_sink,0.6618992686271667,0.05773515626788139,0.19968050718307495,0.010112316347658634,0.00024516426492482424,0.30447372794151306,9.23018524190411e-05,0.023269860073924065,1.6001747846603394,pythia-160m
1,2,previous_token,0.0025702137500047684,0.2068372666835785,0.5874268412590027,0.004520978778600693,0.00010128895519301295,0.966753363609314,2.9146953238523565e-05,0.026054561138153076,1.739065170288086,pythia-160m
1,3,diffuse,0.10767149925231934,0.072263702750206,0.032510846853256226,0.2800273895263672,0.04694156348705292,0.20145978033542633,0.11501223593950272,0.3639000654220581,4.320511341094971,pythia-160m
1,4,bos_sink,0.6533961296081543,0.008530479855835438,0.007475660648196936,0.09770725667476654,0.020764870569109917,0.03646574169397354,0.022685954347252846,0.19166602194309235,2.423272132873535,pythia-160m
1,5,diffuse,0.12321416288614273,0.06706324964761734,0.06944893300533295,0.1981792449951172,0.03177567943930626,0.26779401302337646,0.029638879001140594,0.3790369927883148,4.337178707122803,pythia-160m
1,6,induction,0.3335365355014801,0.05239500105381012,0.001725099515169859,0.4893021583557129,0.004666920751333237,0.07616002857685089,0.47309207916259766,0.09633424878120422,2.2306272983551025,pythia-160m
1,7,previous_token,0.007577680051326752,0.34092897176742554,0.22524310648441315,0.07652124762535095,0.007890762761235237,0.6471919417381287,0.005413867998868227,0.26081839203834534,3.2292277812957764,pythia-160m
1,8,bos_sink,0.5069385170936584,0.023449357599020004,0.01574142649769783,0.17088477313518524,0.01689596101641655,0.09235045313835144,0.03570430353283882,0.21293038129806519,3.126549243927002,pythia-160m
1,9,bos_sink,0.4153622090816498,0.011333671398460865,0.026594214141368866,0.15109750628471375,0.027205374091863632,0.1161077544093132,0.010386744514107704,0.29022741317749023,3.518134355545044,pythia-160m
1,10,induction,0.38616943359375,0.007043644320219755,9.074702393263578e-05,0.5939080119132996,0.0022701250854879618,0.007467992138117552,0.5906181931495667,0.01018392201513052,1.1856915950775146,pythia-160m
1,11,diffuse,0.024891041219234467,0.14800147712230682,0.17653360962867737,0.039240822196006775,0.009139077737927437,0.6602546572685242,0.010034436360001564,0.2664744257926941,3.6506285667419434,pythia-160m
2,0,bos_sink,0.4049895703792572,0.09128741919994354,0.08147811144590378,0.030546482652425766,0.0081430459395051,0.39592963457107544,0.013873204588890076,0.16039127111434937,3.1480860710144043,pythia-160m
2,1,bos_sink,0.3230912685394287,0.22151131927967072,0.1868424266576767,0.015283086337149143,0.0029868243727833033,0.5640568137168884,0.002224123803898692,0.09458230435848236,2.844137191772461,pythia-160m
2,2,bos_sink,0.6243449449539185,0.07469235360622406,0.05822969600558281,0.04799700900912285,0.007968355901539326,0.19637614488601685,0.010336718522012234,0.12331371009349823,2.429849624633789,pythia-160m
2,3,bos_sink,0.3116796910762787,0.15276750922203064,0.11189119517803192,0.08600487560033798,0.016308840364217758,0.3792992830276489,0.020498447120189667,0.20670737326145172,3.5559606552124023,pythia-160m
2,4,bos_sink,0.31045472621917725,0.044757865369319916,0.07777170091867447,0.1002710685133934,0.024282284080982208,0.26349350810050964,0.011171065270900726,0.3014983832836151,3.833949565887451,pythia-160m
2,5,bos_sink,0.7668810486793518,0.061827730387449265,0.04872293025255203,0.030112147331237793,0.003792444011196494,0.14291244745254517,0.00486886827275157,0.05630115419626236,1.6201918125152588,pythia-160m
2,6,bos_sink,0.43648234009742737,0.19512929022312164,0.17414022982120514,0.028700634837150574,0.002582796150818467,0.44746118783950806,0.0015669998247176409,0.08477278798818588,2.5912551879882812,pythia-160m
2,7,diffuse,0.03622276708483696,0.06634107232093811,0.059403009712696075,0.2133215367794037,0.036550767719745636,0.2647157311439514,0.04068366065621376,0.44918936491012573,4.420365810394287,pythia-160m
2,8,previous_token,0.0013082120567560196,0.1593877077102661,0.49795833230018616,0.003876877948641777,0.0007783799665048718,0.9242717027664185,0.00020100532856304199,0.0697653591632843,2.138883590698242,pythia-160m
2,9,bos_sink,0.657370388507843,0.10159634053707123,0.10494839400053024,0.020029647275805473,0.0022853121627122164,0.2571457624435425,0.0013629489112645388,0.06316892057657242,1.968742847442627,pythia-160m
2,10,bos_sink,0.3888697028160095,0.09754957258701324,0.02319600246846676,0.18191328644752502,0.022573212161660194,0.18316440284252167,0.12248669564723969,0.2234795093536377,3.408289909362793,pythia-160m
2,11,bos_sink,0.5699396133422852,0.22243791818618774,0.07498437166213989,0.015371322631835938,0.0018519657896831632,0.33915331959724426,0.0030389854218810797,0.07368411123752594,2.116260290145874,pythia-160m
3,0,previous_token,0.02634597383439541,0.10600575059652328,0.815012514591217,0.011906095780432224,6.3543675423716195e-06,0.9501811265945435,8.233870119056519e-08,0.011560949496924877,1.0441268682479858,pythia-160m
3,1,previous_token,0.03987140208482742,0.0828554779291153,0.6206220984458923,0.0006869239150546491,3.343422577017918e-05,0.9408150911331177,4.188935236015823e-06,0.018593380227684975,1.6922571659088135,pythia-160m
3,2,previous_token,1.0408229172753636e-05,0.019674008712172508,0.9645854830741882,0.00012593308929353952,6.378767380965655e-08,0.9986526370048523,1.3903950213389749e-10,0.001209970680065453,0.2640494108200073,pythia-160m
3,3,induction,0.005617286544293165,0.5419968366622925,0.004447719547897577,0.4131484925746918,0.0013950509019196033,0.5597643256187439,0.4090992510318756,0.020075079053640366,1.415034532546997,pythia-160m
3,4,previous_token,0.01770000346004963,0.06804071366786957,0.31975501775741577,0.006993344519287348,0.0008429011795669794,0.9386560320854187,0.0003165694361086935,0.03580806404352188,2.209646224975586,pythia-160m
3,5,bos_sink,0.5342938899993896,0.049460504204034805,0.07009202986955643,0.044137295335531235,0.01226311270147562,0.2678239047527313,0.010262859053909779,0.14148204028606415,2.825897693634033,pythia-160m
3,6,bos_sink,0.31991544365882874,0.06272519379854202,0.08646821230649948,0.05866933986544609,0.018043726682662964,0.32863205671310425,0.011591892689466476,0.2747390866279602,3.689244270324707,pythia-160m
3,7,bos_sink,0.3789161741733551,0.08722169697284698,0.04513268545269966,0.15239578485488892,0.02374899387359619,0.22566886246204376,0.06904733926057816,0.21927016973495483,3.5689163208007812,pythia-160m
3,8,diffuse,0.2145065814256668,0.06726284325122833,0.09602329134941101,0.01296856626868248,0.0035159303806722164,0.5726731419563293,0.003780729603022337,0.1963355541229248,3.3713431358337402,pythia-160m
3,9,bos_sink,0.3982338309288025,0.22885744273662567,0.2020227611064911,0.010689516551792622,0.0009010109351947904,0.5382820963859558,0.0006973244016990066,0.05189332738518715,2.415473699569702,pythia-160m
3,10,bos_sink,0.3241645395755768,0.1065390482544899,0.12086302042007446,0.07486213743686676,0.018599914386868477,0.3953379690647125,0.016893263906240463,0.18703554570674896,3.5337905883789062,pythia-160m
3,11,bos_sink,0.37240126729011536,0.07270359992980957,0.06842470169067383,0.13461369276046753,0.01943126507103443,0.2373029887676239,0.01777951605618,0.2362508475780487,3.616804361343384,pythia-160m
4,0,bos_sink,0.5682184100151062,0.09855999052524567,0.12302704900503159,0.01262911967933178,0.0029416067991405725,0.3474789261817932,0.0020563965663313866,0.06873176246881485,2.3223416805267334,pythia-160m
4,1,bos_sink,0.4851974844932556,0.006445273291319609,0.02395053580403328,0.09612056612968445,0.030472012236714363,0.10974329710006714,0.007520177401602268,0.27846667170524597,3.2292842864990234,pythia-160m
4,2,bos_sink,0.601571798324585,0.04961344227194786,0.08407533168792725,0.033681437373161316,0.0013081840006634593,0.31536832451820374,0.0019713526125997305,0.048070278018713,2.2351856231689453,pythia-160m
4,3,diffuse,0.19297750294208527,0.05640018731355667,0.09785165637731552,0.14611953496932983,0.015098534524440765,0.33604687452316284,0.011404665187001228,0.3097575306892395,4.037190914154053,pythia-160m
4,4,bos_sink,0.4399663209915161,0.07089646905660629,0.14003154635429382,0.01709630899131298,0.0026939192321151495,0.41426870226860046,0.001691622193902731,0.1259743571281433,2.8526017665863037,pythia-160m
4,5,previous_token,0.25615766644477844,0.08624208718538284,0.28504133224487305,0.0035889185965061188,0.0004181475087534636,0.6693320274353027,0.00029780963086523116,0.07050349563360214,2.730435371398926,pythia-160m
4,6,diffuse,0.010718965902924538,5.6751614465611055e-05,4.00441649617278e-06,0.0006919177249073982,0.988369345664978,7.103852840373293e-05,0.00044927612179890275,0.0001490154245402664,0.09844908118247986,pythia-160m
4,7,previous_token,0.16806869208812714,0.10629455745220184,0.2107069194316864,0.0069297198206186295,0.002792291110381484,0.6659948229789734,0.001016232999972999,0.15621420741081238,3.2435858249664307,pythia-160m
4,8,diffuse,0.08845710009336472,0.00650567002594471,0.005003104917705059,0.01230979710817337,0.8264650106430054,0.029616938903927803,0.00543272215873003,0.04315127059817314,1.1952015161514282,pythia-160m
4,9,bos_sink,0.3054032623767853,0.060728441923856735,0.08215615153312683,0.0805567130446434,0.08438608050346375,0.27819299697875977,0.026076504960656166,0.2514609694480896,3.755007743835449,pythia-160m
4,10,diffuse,0.07673674076795578,7.652069325558841e-05,2.5892220492096385e-06,0.0025535335298627615,0.9200724959373474,9.434279490960762e-05,0.002330601681023836,0.0005428320728242397,0.42660337686538696,pythia-160m
4,11,diffuse,0.21796151995658875,0.002375517738983035,0.0009438882116228342,0.013269081711769104,0.743187427520752,0.007412097416818142,0.004663796164095402,0.018170075491070747,1.139856219291687,pythia-160m
5,0,bos_sink,0.3422390818595886,0.0036910332273691893,0.0015413920627906919,0.0172733124345541,0.6120907664299011,0.009798038750886917,0.006928801536560059,0.018599197268486023,1.3512636423110962,pythia-160m
5,1,previous_token,0.1256551593542099,0.12491704523563385,0.3462420403957367,0.0024904971942305565,0.0006331857293844223,0.7982234358787537,0.00026393186999484897,0.07299778610467911,2.765143394470215,pythia-160m
5,2,bos_sink,0.4079814553260803,0.02611093968153,0.017210273072123528,0.06055997312068939,0.06543169170618057,0.10754259675741196,0.02955608442425728,0.35848453640937805,3.4490854740142822,pythia-160m
5,3,bos_sink,0.5595895051956177,0.015487145632505417,0.014270887710154057,0.06376044452190399,0.034278277307748795,0.08145807683467865,0.02505120448768139,0.260913610458374,2.8760437965393066,pythia-160m
5,4,bos_sink,0.37521499395370483,0.015251562930643559,0.011811924166977406,0.13365665078163147,0.04847398027777672,0.07958268374204636,0.03535875678062439,0.3630715608596802,3.642087936401367,pythia-160m
5,5,bos_sink,0.47358718514442444,0.06801941245794296,0.014548531733453274,0.22675666213035583,0.06967242062091827,0.10867457091808319,0.16510611772537231,0.12130901217460632,2.8665897846221924,pythia-160m
5,6,bos_sink,0.4476871192455292,0.01010788232088089,0.0037574737798422575,0.017641637474298477,0.46995416283607483,0.019134962931275368,0.015382256358861923,0.04558221250772476,1.6340579986572266,pythia-160m
5,7,bos_sink,0.44847169518470764,0.009212498553097248,0.0036267025861889124,0.04469282925128937,0.39543649554252625,0.027346011251211166,0.02283712476491928,0.08405286818742752,2.109255313873291,pythia-160m
5,8,bos_sink,0.4303169250488281,0.14643943309783936,0.22372886538505554,0.010710005648434162,0.0012437633704394102,0.5063050985336304,0.0007819939637556672,0.051423851400613785,2.4465086460113525,pythia-160m
5,9,bos_sink,0.9379221200942993,0.0044100284576416016,0.0010047992691397667,0.020068250596523285,0.011918241158127785,0.008409692905843258,0.013891777023673058,0.02168123424053192,0.5716404914855957,pythia-160m
5,10,diffuse,0.05321384593844414,0.01017756201326847,0.00649581803008914,0.062394529581069946,0.2302766591310501,0.03759737312793732,0.03788018599152565,0.6165177822113037,3.004352331161499,pythia-160m
5,11,bos_sink,0.307810515165329,0.05544744059443474,0.10380437970161438,0.06118772551417351,0.01895667053759098,0.3556945025920868,0.008886282332241535,0.25635045766830444,3.625476360321045,pythia-160m
6,0,bos_sink,0.30083799362182617,0.07034766674041748,0.12762804329395294,0.1267368197441101,0.025289833545684814,0.349054217338562,0.02029130794107914,0.1980811208486557,3.7108194828033447,pythia-160m
6,1,bos_sink,0.39178919792175293,0.047429703176021576,0.050556257367134094,0.14307160675525665,0.02237391099333763,0.22940632700920105,0.02317037060856819,0.21335923671722412,3.5820820331573486,pythia-160m
6,2,bos_sink,0.4836571216583252,0.16999389231204987,0.2368665635585785,0.0019261635607108474,0.0012385946465656161,0.4856938123703003,0.0003695991763379425,0.02748413011431694,2.0666019916534424,pythia-160m
6,3,previous_token,0.1448611319065094,0.2334495186805725,0.2092275321483612,0.031175024807453156,0.011583548970520496,0.6905592679977417,0.007558905519545078,0.12182116508483887,3.2801084518432617,pythia-160m
6,4,bos_sink,0.6410256624221802,0.023900777101516724,0.034873489290475845,0.0375092476606369,0.00828937254846096,0.17584796249866486,0.004943355452269316,0.13732823729515076,2.4031636714935303,pythia-160m
6,5,diffuse,0.3139409124851227,0.12734076380729675,0.16451822221279144,0.046410225331783295,0.012093955650925636,0.48468008637428284,0.005732132587581873,0.14287513494491577,3.292116165161133,pythia-160m
6,6,diffuse,0.16036251187324524,0.03738358989357948,0.033191047608852386,0.09651641547679901,0.15570755302906036,0.18754085898399353,0.038594987243413925,0.3998728394508362,4.0928850173950195,pythia-160m
6,7,diffuse,0.14697928726673126,0.08442866802215576,0.04657967761158943,0.07317885756492615,0.05003836005926132,0.27161073684692383,0.025764651596546173,0.45819276571273804,4.207538604736328,pythia-160m
6,8,diffuse,0.2767219841480255,0.0961686447262764,0.10299218446016312,0.03594408556818962,0.015842484310269356,0.3891945481300354,0.007002086844295263,0.28229671716690063,3.6825649738311768,pythia-160m
6,9,bos_sink,0.8853826522827148,0.019693095237016678,0.011596188880503178,0.014035100117325783,0.0029456375632435083,0.05985015630722046,0.0025069694966077805,0.03778621181845665,0.9761669635772705,pythia-160m
6,10,induction,0.16319717466831207,0.08685626089572906,0.0126077551394701,0.23022623360157013,0.06750421971082687,0.16724446415901184,0.17404140532016754,0.3718279302120209,3.9751133918762207,pythia-160m
6,11,diffuse,0.03988191485404968,0.24524275958538055,0.13410626351833344,0.0552842952311039,0.07889211922883987,0.5352225303649902,0.027301985770463943,0.290719211101532,3.7930991649627686,pythia-160m
7,0,diffuse,0.2297670841217041,0.01172533631324768,0.028275422751903534,0.13342802226543427,0.019510749727487564,0.22593790292739868,0.018573222681879997,0.3913562297821045,4.022202014923096,pythia-160m
7,1,bos_sink,0.7949722409248352,0.008205777034163475,0.021198827773332596,0.018607715144753456,0.006533765699714422,0.07983414828777313,0.003169793402776122,0.10005182027816772,1.5636191368103027,pythia-160m
7,2,diffuse,0.2280106097459793,0.46347275376319885,0.17420276999473572,0.001135725760832429,0.010376142337918282,0.7492084503173828,0.00027363389381207526,0.0112692229449749,2.0999555587768555,pythia-160m
7,3,previous_token,0.010598491877317429,0.2537001371383667,0.2652568519115448,0.021189576014876366,0.01291672047227621,0.8222529888153076,0.0058489530347287655,0.133042111992836,3.0740227699279785,pythia-160m
7,4,previous_token,0.16498950123786926,0.19231416285037994,0.32603156566619873,0.005227359943091869,0.001453685574233532,0.8031660914421082,0.0005537524120882154,0.025163395330309868,2.5486831665039062,pythia-160m
7,5,diffuse,0.12595972418785095,0.007005791645497084,0.005315419752150774,0.2107730507850647,0.1303088366985321,0.05166332423686981,0.13335780799388885,0.4812948405742645,3.9978315830230713,pythia-160m
7,6,bos_sink,0.9076204299926758,0.04612673446536064,0.006544691510498524,0.005889160558581352,0.0008073598146438599,0.07571105659008026,0.002768519800156355,0.009972699917852879,0.698279857635498,pythia-160m
7,7,previous_token,0.04663664475083351,0.09391072392463684,0.8462022542953491,0.0033643157221376896,1.5054440893891297e-07,0.9461377859115601,7.670013069116521e-09,0.0038616328965872526,0.8408546447753906,pythia-160m
7,8,diffuse,0.19051013886928558,0.01457847747951746,0.011877615004777908,0.16871100664138794,0.10454320162534714,0.08042946457862854,0.048229362815618515,0.45580604672431946,4.110217571258545,pythia-160m
