layer,head,role,bos_fraction,self_fraction,prev_fraction,source_fraction,target_fraction,repeat_fraction,induction_score,distractor_fraction,entropy,model
2,12,bos_sink,0.8482934236526489,0.023460736498236656,0.01661851815879345,0.032641202211380005,0.0045191203244030476,0.06020233780145645,0.005465617403388023,0.054344065487384796,1.2490980625152588,pythia-410m
2,13,diffuse,0.014841445721685886,0.17884710431098938,0.11391276121139526,0.12365593016147614,0.02974282205104828,0.5033532381057739,0.04894109070301056,0.32840675115585327,4.088460445404053,pythia-410m
2,14,diffuse,0.1492190957069397,0.0826701894402504,0.09950469434261322,0.12570670247077942,0.022859176620841026,0.4223978817462921,0.02687237784266472,0.2798170745372772,4.103238582611084,pythia-410m
2,15,bos_sink,0.3048200309276581,0.08851015567779541,0.056878462433815,0.10752314329147339,0.019477155059576035,0.2943478226661682,0.03272945061326027,0.273831844329834,3.8112618923187256,pythia-410m
3,0,bos_sink,0.5525792241096497,0.07992793619632721,0.07046898454427719,0.03210882842540741,0.006875086110085249,0.2752971649169922,0.008528754115104675,0.13313964009284973,2.690033197402954,pythia-410m
3,1,previous_token,0.0006289105513133109,0.09265478700399399,0.8118797540664673,0.010612105019390583,3.754855788429268e-05,0.9767340421676636,2.8289043711993145e-06,0.01198659185320139,1.0171624422073364,pythia-410m
3,2,bos_sink,0.567169725894928,0.02944406121969223,0.018467344343662262,0.12809884548187256,0.02240157686173916,0.09219110757112503,0.044968243688344955,0.19013836979866028,2.8617396354675293,pythia-410m
3,3,bos_sink,0.45792335271835327,0.10146532952785492,0.14396965503692627,0.03308091685175896,0.006589091848582029,0.3587501049041748,0.003810091642662883,0.14365677535533905,2.8991177082061768,pythia-410m
3,4,bos_sink,0.5079479217529297,0.16172721982002258,0.07568498700857162,0.047964297235012054,0.0064700329676270485,0.30302512645721436,0.010905943810939789,0.13459300994873047,2.7430410385131836,pythia-410m
3,5,diffuse,0.25876712799072266,0.10231735557317734,0.06636270135641098,0.15121302008628845,0.029099086299538612,0.2640381455421448,0.04127272218465805,0.2968828082084656,3.9773874282836914,pythia-410m
3,6,diffuse,0.0883772000670433,0.06371068954467773,0.06579985469579697,0.15122485160827637,0.038785383105278015,0.2743150591850281,0.03301715478301048,0.44729751348495483,4.392032623291016,pythia-410m
3,7,diffuse,0.12211751192808151,0.07392317801713943,0.027660656720399857,0.27662748098373413,0.04573345556855202,0.1876186728477478,0.13534371554851532,0.36790287494659424,4.257579326629639,pythia-410m
3,8,bos_sink,0.6874328255653381,0.07755536586046219,0.06122971698641777,0.022712841629981995,0.0030916056130081415,0.20362204313278198,0.003473091870546341,0.08314050734043121,2.007936716079712,pythia-410m
3,9,bos_sink,0.45453882217407227,0.15809057652950287,0.13862767815589905,0.02016148529946804,0.004269724246114492,0.42074137926101685,0.003207727102562785,0.1002887636423111,2.7149815559387207,pythia-410m
3,10,bos_sink,0.5349916815757751,0.09462597966194153,0.07593996822834015,0.06375157833099365,0.009849144145846367,0.24410635232925415,0.014480039477348328,0.14730121195316315,2.8188319206237793,pythia-410m
3,11,bos_sink,0.7002809643745422,0.03212801367044449,0.026603981852531433,0.044448431581258774,0.008052153512835503,0.12530820071697235,0.014021138660609722,0.12190976738929749,2.1406090259552,pythia-410m
3,12,diffuse,0.11722135543823242,0.0971434935927391,0.12441761791706085,0.058557912707328796,0.015134528279304504,0.5141995549201965,0.01133283693343401,0.29488667845726013,3.9503366947174072,pythia-410m
3,13,bos_sink,0.6707838177680969,0.10105971992015839,0.06220082566142082,0.04590258002281189,0.0041705709882080555,0.1951911747455597,0.004557928070425987,0.08395165950059891,2.067605972290039,pythia-410m
3,14,diffuse,0.22480513155460358,0.022942213341593742,0.021693333983421326,0.25192534923553467,0.044068530201911926,0.10963599383831024,0.05776871740818024,0.369564414024353,4.127433776855469,pythia-410m
3,15,diffuse,0.275041788816452,0.04294230416417122,0.030313841998577118,0.20218034088611603,0.036210037767887115,0.15719884634017944,0.06167709827423096,0.32936882972717285,4.011098384857178,pythia-410m
4,0,bos_sink,0.7319312691688538,0.09330522269010544,0.07137636095285416,0.03142794221639633,0.0019092665752395988,0.19447635114192963,0.0017361706122756004,0.040254607796669006,1.6525150537490845,pythia-410m
4,1,bos_sink,0.35930687189102173,0.04876513406634331,0.028552988544106483,0.17017506062984467,0.029499724507331848,0.14068885147571564,0.047123249620199203,0.3003295361995697,3.7355473041534424,pythia-410m
4,2,bos_sink,0.5398176908493042,0.01731916144490242,0.019236518070101738,0.09114350378513336,0.02014506608247757,0.09888739883899689,0.020078761503100395,0.2500064969062805,3.0052714347839355,pythia-410m
4,3,bos_sink,0.4718172252178192,0.056651338934898376,0.0395774282515049,0.08567536622285843,0.015531343407928944,0.19412361085414886,0.020846866071224213,0.23285242915153503,3.258383274078369,pythia-410m
4,4,diffuse,0.1616765707731247,0.048948533833026886,0.041681721806526184,0.24581968784332275,0.04006153717637062,0.19308292865753174,0.04190482199192047,0.35935938358306885,4.30033016204834,pythia-410m
4,5,bos_sink,0.6616169214248657,0.10565037280321121,0.05799927935004234,0.027242524549365044,0.0052291410975158215,0.2247922420501709,0.005427746567875147,0.08111867308616638,2.106675386428833,pythia-410m
4,6,diffuse,0.17925792932510376,0.1780887246131897,0.056220151484012604,0.15626397728919983,0.0235416479408741,0.3621860444545746,0.08055588603019714,0.2787507176399231,3.9891624450683594,pythia-410m
4,7,bos_sink,0.3690224289894104,0.03205658867955208,0.028745455667376518,0.1828320026397705,0.030462535098195076,0.12909483909606934,0.04217222332954407,0.28858813643455505,3.7030112743377686,pythia-410m
4,8,diffuse,0.22256842255592346,0.0358104445040226,0.022565124556422234,0.2321949154138565,0.04004930704832077,0.13839386403560638,0.07114148139953613,0.3667934238910675,4.142683506011963,pythia-410m
4,9,previous_token,0.0019352113595232368,0.20420999825000763,0.6748915910720825,0.045287806540727615,0.00011292703857179731,0.9337118864059448,6.206859325175174e-06,0.018951646983623505,1.494358777999878,pythia-410m
4,10,diffuse,0.1362619549036026,0.07443936914205551,0.06201436370611191,0.12365395575761795,0.03260863199830055,0.27045321464538574,0.03468263894319534,0.4370220899581909,4.296604633331299,pythia-410m
4,11,diffuse,0.0287434421479702,0.19350093603134155,0.08749184012413025,0.1749820113182068,0.02391177974641323,0.4195635914802551,0.043799202889204025,0.3527992367744446,4.170963764190674,pythia-410m
4,12,diffuse,0.1360626518726349,0.030510755255818367,0.02350783720612526,0.25816452503204346,0.04997830465435982,0.12613904476165771,0.06728021055459976,0.4296553432941437,4.324410915374756,pythia-410m
4,13,diffuse,0.21178895235061646,0.10008957237005234,0.06627613306045532,0.11108915507793427,0.025778327137231827,0.2956266701221466,0.02891671471297741,0.35571691393852234,4.093947887420654,pythia-410m
4,14,diffuse,0.0041450392454862595,0.13634145259857178,0.1982322484254837,0.02520057186484337,0.007134316489100456,0.7118139266967773,0.004934771917760372,0.2517063617706299,3.485732316970825,pythia-410m
4,15,bos_sink,0.43443456292152405,0.18129368126392365,0.06735386699438095,0.06088170409202576,0.008062649518251419,0.36388564109802246,0.028367698192596436,0.13273563981056213,2.9933340549468994,pythia-410m
5,0,bos_sink,0.35139787197113037,0.10089817643165588,0.13574013113975525,0.039666857570409775,0.005593755282461643,0.4529693126678467,0.005305454134941101,0.15037205815315247,3.2310824394226074,pythia-410m
5,1,diffuse,0.3587862551212311,0.11473344266414642,0.18564178049564362,0.03599904477596283,0.005976696964353323,0.46270740032196045,0.003242965554818511,0.1365307867527008,3.077097177505493,pythia-410m
5,2,previous_token,0.00015899358550086617,0.04619816690683365,0.9263579845428467,0.004737397655844688,1.0847262501556543e-06,0.9919722080230713,4.120310315158804e-09,0.0031306124292314053,0.487565815448761,pythia-410m
5,3,diffuse,0.19863145053386688,0.1462877243757248,0.14669734239578247,0.1215503141283989,0.017857175320386887,0.43361467123031616,0.015163889154791832,0.22834676504135132,3.8462393283843994,pythia-410m
5,4,bos_sink,0.3396964967250824,0.05619152635335922,0.19208022952079773,0.01097356528043747,0.002124696969985962,0.5262662768363953,0.001335412496700883,0.12093869596719742,2.9417147636413574,pythia-410m
5,5,previous_token,0.04309703782200813,0.4401169419288635,0.3061077296733856,0.0019354700343683362,0.0002804528339765966,0.9164836406707764,0.00023227196652442217,0.03820307180285454,2.184771776199341,pythia-410m
5,6,diffuse,0.0009888822678476572,0.16703340411186218,0.15918433666229248,0.021312955766916275,0.005477529019117355,0.6782301664352417,0.004365940578281879,0.2939903736114502,3.53554630279541,pythia-410m
5,7,bos_sink,0.30279603600502014,0.06399151682853699,0.06075870618224144,0.056379709392786026,0.014713161624968052,0.3018116354942322,0.014145147986710072,0.32429933547973633,3.768444776535034,pythia-410m
5,8,bos_sink,0.41890373826026917,0.31261637806892395,0.11997666954994202,0.022308405488729477,0.0019214299973100424,0.4932959973812103,0.0023804549127817154,0.06357104331254959,2.3740594387054443,pythia-410m
5,9,previous_token,0.1513000875711441,0.12170033156871796,0.49057745933532715,0.007242690306156874,0.0003864314057864249,0.8179336786270142,0.00013260140258353204,0.023137247189879417,2.1491243839263916,pythia-410m
5,10,diffuse,0.18756721913814545,0.04708826541900635,0.03916221857070923,0.1705179214477539,0.04006214067339897,0.1832338571548462,0.051119305193424225,0.4186188578605652,4.245710372924805,pythia-410m
5,11,diffuse,0.032376788556575775,0.07375902682542801,0.19688330590724945,0.04456937685608864,0.007314459886401892,0.6453283429145813,0.004638045094907284,0.2704112231731415,3.644958972930908,pythia-410m
5,12,bos_sink,0.49679073691368103,0.15300656855106354,0.15635068714618683,0.012312089093029499,0.0014060174580663443,0.4312746524810791,0.0012012526858597994,0.05821681395173073,2.3817014694213867,pythia-410m
5,13,bos_sink,0.5306048393249512,0.0482126846909523,0.060414869338274,0.05908842384815216,0.009451637975871563,0.21569788455963135,0.008720317855477333,0.18515674769878387,2.9233782291412354,pythia-410m
5,14,bos_sink,0.38078513741493225,0.08104274421930313,0.11009664833545685,0.04948081448674202,0.008722491562366486,0.36477556824684143,0.0077827428467571735,0.19623592495918274,3.339416980743408,pythia-410m
5,15,bos_sink,0.42584168910980225,0.1287320852279663,0.1446893960237503,0.023142652586102486,0.005197616294026375,0.42550763487815857,0.003795910393819213,0.120309978723526,2.8916401863098145,pythia-410m
6,0,induction,0.03041929379105568,0.0007088385755196214,7.861722224333789e-07,0.9668381810188293,0.0003276597708463669,0.0007190165924839675,0.9653995037078857,0.0016959435306489468,0.25095564126968384,pythia-410m
6,1,diffuse,0.18116439878940582,0.04903556779026985,0.04508708417415619,0.12488710880279541,0.03718667849898338,0.21997781097888947,0.04537693038582802,0.4367838501930237,4.22782039642334,pythia-410m
6,2,diffuse,0.2933679521083832,0.059266697615385056,0.03907313942909241,0.11936716735363007,0.0383908674120903,0.21085231006145477,0.047239989042282104,0.3380218744277954,3.9301836490631104,pythia-410m
6,3,diffuse,0.08758265525102615,0.014529283158481121,0.012345205061137676,0.01629270799458027,0.7424551248550415,0.06056320667266846,0.00634757662191987,0.09310628473758698,1.7659893035888672,pythia-410m
6,4,bos_sink,0.6448672413825989,0.07655533403158188,0.10315797477960587,0.030073055997490883,0.004526300355792046,0.27339625358581543,0.0021846755407750607,0.047137193381786346,2.0487937927246094,pythia-410m
6,5,bos_sink,0.482686847448349,0.09428524225950241,0.12057385593652725,0.015455999411642551,0.0030241524800658226,0.4080861508846283,0.0025564711540937424,0.0907469242811203,2.654395341873169,pythia-410m
6,6,diffuse,0.1860363632440567,0.03270792216062546,0.032176777720451355,0.15458261966705322,0.03917919471859932,0.20062300562858582,0.055207252502441406,0.4195788502693176,4.202664375305176,pythia-410m
6,7,bos_sink,0.32496801018714905,0.03524024412035942,0.042605992406606674,0.15678223967552185,0.02702988311648369,0.18806897103786469,0.027168352156877518,0.30315065383911133,3.8606925010681152,pythia-410m
6,8,bos_sink,0.8588784337043762,0.03975977376103401,0.020378509536385536,0.027392130345106125,0.0025362668093293905,0.07593140006065369,0.003969722427427769,0.035261861979961395,1.1164040565490723,pythia-410m
6,9,bos_sink,0.6172758936882019,0.07485881447792053,0.09267342835664749,0.01752275787293911,0.0034887073561549187,0.2834434509277344,0.0028061449993401766,0.07826878875494003,2.245195150375366,pythia-410m
6,10,bos_sink,0.37189218401908875,0.19150583446025848,0.046090323477983475,0.09196141362190247,0.014771154150366783,0.3140793740749359,0.043286893516778946,0.20729577541351318,3.341958999633789,pythia-410m
6,11,diffuse,0.24177086353302002,0.09899696707725525,0.0748860090970993,0.08523885905742645,0.021104229614138603,0.3257248103618622,0.023830845952033997,0.326161652803421,3.9653971195220947,pythia-410m
6,12,diffuse,0.22862258553504944,0.15589937567710876,0.10719814896583557,0.08209235966205597,0.01506796944886446,0.4617614448070526,0.017461653798818588,0.21245576441287994,3.750323534011841,pythia-410m
6,13,previous_token,0.14670681953430176,0.18699926137924194,0.3405885398387909,0.0020935027860105038,0.0005121467402204871,0.7936314940452576,0.00023435965704265982,0.05705546587705612,2.650676727294922,pythia-410m
6,14,bos_sink,0.5893192887306213,0.028705377131700516,0.03271854296326637,0.02898203767836094,0.008837247267365456,0.16465811431407928,0.0073512401431798935,0.2082027643918991,2.668382167816162,pythia-410m
6,15,bos_sink,0.4917159974575043,0.053927768021821976,0.015045812353491783,0.18465501070022583,0.032269738614559174,0.11562171578407288,0.12732374668121338,0.175737202167511,3.007963180541992,pythia-410m
7,0,induction,0.02910308539867401,0.49962157011032104,0.012769904918968678,0.3848014771938324,0.006456607021391392,0.5412490367889404,0.37357261776924133,0.03838984668254852,1.8987576961517334,pythia-410m
7,1,diffuse,0.18614806234836578,0.0012433204101398587,0.0009089561062864959,0.005595930851995945,0.7940205335617065,0.00494249677285552,0.0011314050061628222,0.009292427450418472,0.9109434485435486,pythia-410m
7,2,previous_token,0.33717674016952515,0.061972953379154205,0.3799794614315033,0.000994119793176651,9.396559471497312e-05,0.6226423382759094,2.5672783522168174e-05,0.03909287974238396,2.222200393676758,pythia-410m
7,3,diffuse,0.37601447105407715,0.020693723112344742,0.007462916895747185,0.25467848777770996,0.024386832490563393,0.08922694623470306,0.18146196007728577,0.2556934058666229,3.3666276931762695,pythia-410m
7,4,diffuse,0.27817869186401367,0.009758337400853634,0.03719045966863632,0.11295703053474426,0.02273315005004406,0.1888650804758072,0.006704156752675772,0.3972659707069397,3.932380199432373,pythia-410m
7,5,bos_sink,0.7028133869171143,0.046786628663539886,0.06162628158926964,0.02279004082083702,0.004457325674593449,0.20695489645004272,0.005676024127751589,0.06298413872718811,1.946200966835022,pythia-410m
7,6,diffuse,0.15766064822673798,0.0503656379878521,0.017254602164030075,0.16254712641239166,0.05500277131795883,0.13871490955352783,0.10874699801206589,0.48607462644577026,4.127140045166016,pythia-410m
7,7,bos_sink,0.7189189791679382,0.031365010887384415,0.022637715563178062,0.003675335319712758,0.16705156862735748,0.08874306082725525,0.0006211248110048473,0.021610697731375694,1.497636079788208,pythia-410m
7,8,induction,0.11989062279462814,0.005657299421727657,4.720098445432086e-07,0.8743847012519836,1.4801454199186992e-05,0.005660237278789282,0.8741816878318787,4.999567681807093e-05,0.5826221108436584,pythia-410m
7,9,bos_sink,0.4398307502269745,0.045319814234972,0.07036526501178741,0.05703622102737427,0.012582765892148018,0.29333892464637756,0.010975966230034828,0.19721128046512604,3.239266872406006,pythia-410m
7,10,bos_sink,0.3578658998012543,0.11260174959897995,0.22139224410057068,0.002991891698911786,0.0004197455127723515,0.5736092329025269,0.0001653964282013476,0.06511342525482178,2.6618759632110596,pythia-410m
7,11,bos_sink,0.4496113061904907,0.028769338503479958,0.02077244594693184,0.1365731656551361,0.023380137979984283,0.11532989889383316,0.03506164997816086,0.2751052975654602,3.3850910663604736,pythia-410m
7,12,diffuse,0.26330772042274475,0.09828685224056244,0.07335655391216278,0.1009247750043869,0.04448697343468666,0.29678648710250854,0.04769100248813629,0.2944942116737366,3.910043478012085,pythia-410m
7,13,bos_sink,0.7073032855987549,0.042193878442049026,0.052629806101322174,0.03328737989068031,0.005196457263082266,0.16899175941944122,0.006314053200185299,0.08522045612335205,2.01627516746521,pythia-410m
7,14,bos_sink,0.5383955836296082,0.03897271677851677,0.05777236074209213,0.03664501756429672,0.007569682784378529,0.27359580993652344,0.009754928760230541,0.14379431307315826,2.7839927673339844,pythia-410m
7,15,bos_sink,0.8359752297401428,0.015685109421610832,0.00880661141127348,0.0354427807033062,0.009062191471457481,0.047201626002788544,0.01180485263466835,0.07231783121824265,1.3559385538101196,pythia-410m
8,0,previous_token,0.1608293056488037,0.1308555006980896,0.22721175849437714,0.01977742463350296,0.007065373472869396,0.6512208580970764,0.003163069486618042,0.1611071228981018,3.3322057723999023,pythia-410m
8,1,bos_sink,0.6319941878318787,0.02312069945037365,0.047306906431913376,0.023985108360648155,0.002724176738411188,0.2802658975124359,0.0023199862334877253,0.06103067100048065,2.1742067337036133,pythia-410m
8,2,previous_token,0.29030880331993103,0.12746720016002655,0.3122561275959015,0.00734756188467145,0.0004649217880796641,0.6143110394477844,0.00013072154251858592,0.08756756037473679,2.639338493347168,pythia-410m
8,3,diffuse,0.29245030879974365,0.042023830115795135,0.011758319102227688,0.19278615713119507,0.10618124902248383,0.09525881707668304,0.15811796486377716,0.3133234679698944,3.5651302337646484,pythia-410m
8,4,diffuse,0.19561819732189178,0.04245271533727646,0.04275290668010712,0.06914401799440384,0.06630197167396545,0.21868005394935608,0.019301319494843483,0.4502556622028351,4.120128154754639,pythia-410m
8,5,bos_sink,0.44810399413108826,0.13135425746440887,0.08495485782623291,0.12997320294380188,0.01831313967704773,0.3295222818851471,0.04364403709769249,0.07408758252859116,3.008751392364502,pythia-410m
8,6,diffuse,0.13921724259853363,0.0008716516313143075,0.00022671972692478448,0.006452545057982206,0.8500967621803284,0.001811595051549375,0.0007401272305287421,0.0024218952748924494,0.6982020735740662,pythia-410m
8,7,diffuse,0.10910800099372864,0.007925856858491898,0.005520983599126339,0.033712808042764664,0.7108767628669739,0.03706808388233185,0.012537696398794651,0.10923394560813904,1.9005823135375977,pythia-410m
8,8,bos_sink,0.45303070545196533,0.011856813915073872,0.021068543195724487,0.08774717897176743,0.017195869237184525,0.14323130249977112,0.015819059684872627,0.29879480600357056,3.311795949935913,pythia-410m
8,9,diffuse,0.04794205725193024,0.014610945247113705,0.005611324217170477,0.017322883009910583,0.8729265928268433,0.032937563955783844,0.003289115382358432,0.0288710817694664,0.9804050326347351,pythia-410m
8,10,diffuse,0.0335288867354393,0.054391346871852875,0.04880128055810928,0.1345234364271164,0.05630902945995331,0.2907268702983856,0.05110359936952591,0.4849117398262024,4.377479553222656,pythia-410m
8,11,bos_sink,0.34929245710372925,0.035117074847221375,0.05196419358253479,0.03415213152766228,0.009277581237256527,0.2750483751296997,0.006208129692822695,0.3322295546531677,3.5486342906951904,pythia-410m
8,12,previous_token,0.275553435087204,0.09707502275705338,0.20164017379283905,0.0017134076915681362,0.001423161244019866,0.6738014221191406,0.0004027554823551327,0.04750858619809151,2.700756311416626,pythia-410m
8,13,diffuse,0.12123104184865952,0.018738295882940292,0.02308146096765995,0.23536504805088043,0.09212888777256012,0.10392971336841583,0.035855572670698166,0.4473455250263214,4.295915126800537,pythia-410m
8,14,diffuse,0.0407315157353878,0.017791034653782845,0.024523254483938217,0.08067531138658524,0.0419137217104435,0.19574090838432312,0.0220137070864439,0.640938401222229,4.205262660980225,pythia-410m
8,15,diffuse,0.13040544092655182,0.062076687812805176,0.06576117128133774,0.04444792494177818,0.017545664682984352,0.47235408425331116,0.013565153814852238,0.335246741771698,3.9650375843048096,pythia-410m
9,0,bos_sink,0.7111955285072327,0.00444452790543437,0.002267749048769474,0.015286835841834545,0.23255978524684906,0.012940756976604462,0.005699350498616695,0.028016764670610428,1.3104363679885864,pythia-410m
9,1,diffuse,0.2016632854938507,0.04588742554187775,0.07706868648529053,0.012082870118319988,0.004265230614691973,0.6318275332450867,0.0033857340458780527,0.15016070008277893,3.2171692848205566,pythia-410m
9,2,bos_sink,0.38785481452941895,0.010286216624081135,0.019978070631623268,0.1023939996957779,0.033970724791288376,0.11107830703258514,0.01496860384941101,0.36470258235931396,3.6104471683502197,pythia-410m
9,3,diffuse,0.17388369143009186,0.15876805782318115,0.0729731097817421,0.08819839358329773,0.04614023119211197,0.35653987526893616,0.048848651349544525,0.3352378308773041,4.018502235412598,pythia-410m
9,4,diffuse,0.035832807421684265,0.2931065857410431,0.19178634881973267,0.050341133028268814,0.03225306048989296,0.7152599096298218,0.017353255301713943,0.16631345450878143,3.4197640419006348,pythia-410m
9,5,previous_token,0.0861157700419426,0.08997965604066849,0.7376689910888672,0.00043256976641714573,4.295543931220891e-06,0.9049965143203735,2.7619620368568576e-07,0.008451434783637524,1.3204896450042725,pythia-410m
9,6,diffuse,0.027259398251771927,0.010076463222503662,0.007646491285413504,0.11399711668491364,0.15980151295661926,0.037449710071086884,0.06287103146314621,0.6614920496940613,3.666834592819214,pythia-410m
9,7,bos_sink,0.6652769446372986,0.08768557757139206,0.061908360570669174,0.037260185927152634,0.008673403412103653,0.22948679327964783,0.012859717942774296,0.05930248647928238,2.115837335586548,pythia-410m
9,8,induction,0.14667288959026337,0.02796616032719612,0.0019409330561757088,0.7244083881378174,0.011939482763409615,0.03985133022069931,0.6936502456665039,0.07712709158658981,1.8399289846420288,pythia-410m
9,9,induction,0.5391018986701965,0.14617052674293518,0.0010937274200841784,0.3061875104904175,0.0010522413067519665,0.1486876904964447,0.30307838320732117,0.004970569163560867,1.5308897495269775,pythia-410m
9,10,bos_sink,0.6345384120941162,0.006495731417089701,0.008130536414682865,0.0418204702436924,0.00913546048104763,0.03591761738061905,0.00852600485086441,0.2785879075527191,2.3900976181030273,pythia-410m
9,11,bos_sink,0.9061574339866638,0.004575725644826889,0.004998544696718454,0.00834624469280243,0.00224317517131567,0.024148592725396156,0.001730475458316505,0.05910473316907883,0.8423424363136292,pythia-410m
9,12,bos_sink,0.5763822197914124,0.030020304024219513,0.05726379528641701,0.03480427339673042,0.014174877665936947,0.2778477966785431,0.01408290583640337,0.09679068624973297,2.572112798690796,pythia-410m
9,13,bos_sink,0.45744389295578003,0.04684756323695183,0.08177448809146881,0.008513807319104671,0.0022989416029304266,0.39283332228660583,0.0016946187242865562,0.13891056180000305,2.82112193107605,pythia-410m
9,14,bos_sink,0.7283042669296265,0.01565517671406269,0.011887041851878166,0.07546254247426987,0.019932424649596214,0.06122087687253952,0.039758842438459396,0.11507948487997055,1.997332215309143,pythia-410m
9,15,bos_sink,0.35525503754615784,0.06576715409755707,0.051889289170503616,0.06697818636894226,0.03231252357363701,0.27907705307006836,0.033281926065683365,0.266377329826355,3.6220967769622803,pythia-410m
10,0,diffuse,0.12218988686800003,0.004526139702647924,0.0015571571420878172,0.06542948633432388,0.7532986402511597,0.010424453765153885,0.025294683873653412,0.048657502979040146,1.52032470703125,pythia-410m
10,1,previous_token,0.20107881724834442,0.1589517891407013,0.24717073142528534,0.006190524436533451,0.0016558821080252528,0.6906821727752686,0.0008963298751041293,0.10039275139570236,3.0042667388916016,pythia-410m
10,2,bos_sink,0.5367385149002075,0.04135756939649582,0.028557121753692627,0.06647871434688568,0.02806195802986622,0.12393329292535782,0.023024525493383408,0.24478791654109955,2.981184959411621,pythia-410m
10,3,diffuse,0.2882055342197418,0.10663268715143204,0.02937409095466137,0.12414521723985672,0.313407838344574,0.15031307935714722,0.0746276006102562,0.12392796576023102,2.8860952854156494,pythia-410m
10,4,diffuse,0.2562555968761444,0.0030996864661574364,0.0011492101475596428,0.1313582956790924,0.42104634642601013,0.008711881004273891,0.06683885306119919,0.18262775242328644,2.746718168258667,pythia-410m
10,5,bos_sink,0.4733167886734009,0.052401863038539886,0.0796370655298233,0.015446643345057964,0.004033724777400494,0.3592902719974518,0.0030925506725907326,0.14791248738765717,2.8691611289978027,pythia-410m
10,6,diffuse,0.19688023626804352,0.02762005664408207,0.02343752793967724,0.05814911052584648,0.048288293182849884,0.11812222748994827,0.021683499217033386,0.5785600543022156,4.038416862487793,pythia-410m
10,7,diffuse,0.25097349286079407,0.2097855657339096,0.017143037170171738,0.226602703332901,0.023844599723815918,0.272773802280426,0.18601806461811066,0.22580528259277344,3.4252476692199707,pythia-410m
10,8,bos_sink,0.8903711438179016,0.00970534048974514,0.003977025859057903,0.017948349937796593,0.04571313410997391,0.01842128299176693,0.005387637764215469,0.027546217665076256,0.8683592677116394,pythia-410m
10,9,diffuse,0.001781273982487619,5.515588418347761e-05,5.0638500397326425e-06,0.0423196516931057,0.9487615823745728,0.00010565535922069103,0.027052046731114388,0.0070310127921402454,0.40884608030319214,pythia-410m
10,10,diffuse,0.25644880533218384,0.057439446449279785,0.05972157046198845,0.14533141255378723,0.030094588175415993,0.2691854238510132,0.0272474717348814,0.29893958568573,4.029078960418701,pythia-410m
10,11,bos_sink,0.5621563792228699,0.024810461327433586,0.027083221822977066,0.023657139390707016,0.007448841352015734,0.1298627406358719,0.004852387122809887,0.27687472105026245,2.7291758060455322,pythia-410m
10,12,diffuse,0.19624076783657074,0.009207898750901222,0.004847089760005474,0.07045282423496246,0.10591240972280502,0.03510420024394989,0.03776434808969498,0.5922898054122925,3.766849994659424,pythia-410m
10,13,bos_sink,0.4040695130825043,0.056323956698179245,0.03657277300953865,0.08285890519618988,0.1526956409215927,0.17024685442447662,0.034885112196207047,0.19012892246246338,3.2318811416625977,pythia-410m
10,14,bos_sink,0.7137008309364319,0.039790328592061996,0.030918791890144348,0.036876700818538666,0.00601172773167491,0.12320862710475922,0.006234293337911367,0.1202009841799736,2.032639503479004,pythia-410m
10,15,bos_sink,0.5046933889389038,0.15165679156780243,0.03227871656417847,0.13377141952514648,0.014197420328855515,0.2517189681529999,0.09913110733032227,0.09561875462532043,2.7337124347686768,pythia-410m
11,0,bos_sink,0.7033011317253113,0.028398504480719566,0.03720303997397423,0.03388777747750282,0.00904715433716774,0.14006592333316803,0.008056173101067543,0.1136980876326561,2.107957124710083,pythia-410m
11,1,diffuse,0.291585236787796,0.04265066608786583,0.015824658796191216,0.11494667828083038,0.43105173110961914,0.07666048407554626,0.052216414362192154,0.0857563316822052,2.6006298065185547,pythia-410m
11,2,diffuse,0.04395321011543274,0.0016356436535716057,0.000435604655649513,0.051471684128046036,0.864555299282074,0.004376654047518969,0.024027574807405472,0.035643547773361206,1.0322656631469727,pythia-410m
11,3,bos_sink,0.6304898262023926,0.05629622936248779,0.03408152610063553,0.04338545724749565,0.022807974368333817,0.1368056684732437,0.012443832121789455,0.16651040315628052,2.495619773864746,pythia-410m
11,4,bos_sink,0.567850649356842,0.07694192230701447,0.045189715921878815,0.049763161689043045,0.08289545029401779,0.19240804016590118,0.01453057024627924,0.10708262026309967,2.653789758682251,pythia-410m
11,5,bos_sink,0.8951850533485413,0.002968595828860998,0.001015296671539545,0.046026721596717834,0.01872171089053154,0.009777478873729706,0.026064326986670494,0.03028883785009384,0.8701581358909607,pythia-410m
11,6,diffuse,0.12095149606466293,0.005780728068202734,0.0017923350678756833,0.07979735732078552,0.25770244002342224,0.009955156594514847,0.03574027121067047,0.5315936803817749,2.46905517578125,pythia-410m
11,7,bos_sink,0.7279971241950989,0.02547903172671795,0.02092173881828785,0.03485877066850662,0.02332719974219799,0.09164021909236908,0.010807338170707226,0.1221759021282196,2.0019805431365967,pythia-410m
11,8,bos_sink,0.5264981389045715,0.11141034960746765,0.09732110053300858,0.03741365298628807,0.01071145199239254,0.32256853580474854,0.007362313102930784,0.10280803591012955,2.695265293121338,pythia-410m
11,9,bos_sink,0.5662959218025208,0.02527483180165291,0.05897270888090134,0.036765020340681076,0.009994590654969215,0.22650982439517975,0.007073842920362949,0.16043493151664734,2.722782611846924,pythia-410m
