low,medium,high,very_high,control
0.3973333333333333,0.19466666666666665,0.14266666666666666,0.124,0.14133333333333334
0.22311111111111112,0.20933333333333334,0.18,0.19733333333333333,0.1902222222222222
0.08088888888888889,0.12,0.22311111111111112,0.2751111111111111,0.3008888888888889
0.04,0.064,0.13377777777777777,0.41688888888888886,0.3453333333333333
0.06933333333333333,0.08311111111111111,0.18577777777777776,0.35733333333333334,0.30444444444444446
