threshold,n_edges,edge_frac,base_2way,circuit_2way,kl,ablated_2way,acdc_seconds,retention,selected
0.01,92,0.4444444444444444,1.0,1.0,0.35720664262771606,0.47555556893348694,0.26479530334472656,1.0,True
0.003981071705534973,107,0.5169082125603864,1.0,1.0,0.16703495383262634,0.48000001907348633,0.25763583183288574,1.0,False
0.001584893192461114,124,0.5990338164251208,1.0,1.0,0.07007987797260284,0.4844444692134857,0.25701093673706055,1.0,False
0.000630957344480193,131,0.6328502415458938,1.0,1.0,0.016349254176020622,0.4844444692134857,0.30018138885498047,1.0,False
0.00025118864315095795,151,0.7294685990338164,1.0,1.0,0.004259245935827494,0.4844444692134857,0.2553703784942627,1.0,False
9.999999999999999e-05,167,0.8067632850241546,1.0,1.0,0.0017052420880645514,0.4844444692134857,0.2547938823699951,1.0,False
3.9810717055349695e-05,186,0.8985507246376812,1.0,1.0,0.00030313359457068145,0.48000001907348633,0.2550654411315918,1.0,False
1.5848931924611107e-05,200,0.966183574879227,1.0,1.0,4.1308594518341124e-05,0.48000001907348633,0.25492119789123535,1.0,False
6.30957344480193e-06,205,0.9903381642512077,1.0,1.0,4.426540272106649e-06,0.48000001907348633,0.2623298168182373,1.0,False
2.5118864315095823e-06,207,1.0,1.0,1.0,0.0,0.48000001907348633,0.25921010971069336,1.0,False
1e-06,207,1.0,1.0,1.0,0.0,0.48000001907348633,0.2602212429046631,1.0,False
