threshold,n_edges,edge_frac,base_2way,circuit_2way,kl,ablated_2way,acdc_seconds,retention,selected
0.01,90,0.43478260869565216,1.0,0.995555579662323,0.3725832402706146,0.5288888812065125,0.2649409770965576,0.995555579662323,True
0.003981071705534973,102,0.4927536231884058,1.0,1.0,0.16070556640625,0.5333333611488342,0.2590968608856201,1.0,False
0.001584893192461114,114,0.5507246376811594,1.0,1.0,0.08416502177715302,0.5288888812065125,0.2877936363220215,1.0,False
0.000630957344480193,129,0.6231884057971014,1.0,1.0,0.031249184161424637,0.5333333611488342,0.25620293617248535,1.0,False
0.00025118864315095795,141,0.6811594202898551,1.0,1.0,0.024864381179213524,0.5244444608688354,0.2563159465789795,1.0,False
9.999999999999999e-05,161,0.7777777777777778,1.0,1.0,0.003742173546925187,0.5244444608688354,0.25608325004577637,1.0,False
3.9810717055349695e-05,181,0.8743961352657005,1.0,1.0,0.0008619716390967369,0.5200000405311584,0.25647997856140137,1.0,False
1.5848931924611107e-05,197,0.9516908212560387,1.0,1.0,0.00017503851267974824,0.5200000405311584,0.2561783790588379,1.0,False
6.30957344480193e-06,201,0.9710144927536232,1.0,1.0,5.621185482596047e-05,0.5200000405311584,0.25760841369628906,1.0,False
2.5118864315095823e-06,207,1.0,1.0,1.0,0.0,0.5200000405311584,0.25713515281677246,1.0,False
1e-06,207,1.0,1.0,1.0,0.0,0.5200000405311584,0.2556638717651367,1.0,False
