threshold,n_edges,edge_frac,base_2way,circuit_2way,kl,ablated_2way,acdc_seconds,retention,selected
0.01,90,0.43478260869565216,1.0,1.0,0.32848429679870605,0.5066666603088379,0.2640261650085449,1.0,True
0.003981071705534973,101,0.48792270531400966,1.0,1.0,0.20932742953300476,0.5066666603088379,0.258711576461792,1.0,False
0.001584893192461114,108,0.5217391304347826,1.0,1.0,0.17441821098327637,0.5066666603088379,0.26119089126586914,1.0,False
0.000630957344480193,123,0.5942028985507246,1.0,1.0,0.04944388568401337,0.5066666603088379,0.26746678352355957,1.0,False
0.00025118864315095795,142,0.6859903381642513,1.0,1.0,0.02932639978826046,0.5066666603088379,0.25572824478149414,1.0,False
9.999999999999999e-05,159,0.7681159420289855,1.0,1.0,0.004495038650929928,0.5066666603088379,0.2569303512573242,1.0,False
3.9810717055349695e-05,175,0.8454106280193237,1.0,1.0,0.0035649442579597235,0.5066666603088379,0.256394624710083,1.0,False
1.5848931924611107e-05,192,0.927536231884058,1.0,1.0,0.0008023675763979554,0.5066666603088379,0.2544426918029785,1.0,False
6.30957344480193e-06,203,0.9806763285024155,1.0,1.0,5.261055048322305e-05,0.5066666603088379,0.2553884983062744,1.0,False
2.5118864315095823e-06,206,0.9951690821256038,1.0,1.0,3.386538764971192e-06,0.5066666603088379,0.25398850440979004,1.0,False
1e-06,207,1.0,1.0,1.0,0.0,0.5066666603088379,0.2557861804962158,1.0,False
