threshold,n_edges,edge_frac,base_2way,circuit_2way,kl,ablated_2way,acdc_seconds,retention,selected
0.01,87,0.42028985507246375,1.0,0.995555579662323,0.34138762950897217,0.5288888812065125,0.26848745346069336,0.995555579662323,True
0.003981071705534973,94,0.45410628019323673,1.0,1.0,0.14703164994716644,0.5288888812065125,0.26200366020202637,1.0,False
0.001584893192461114,106,0.5120772946859904,1.0,1.0,0.0904422253370285,0.5288888812065125,0.2657914161682129,1.0,False
0.000630957344480193,112,0.5410628019323671,1.0,1.0,0.044365063309669495,0.5288888812065125,0.2597696781158447,1.0,False
0.00025118864315095795,133,0.642512077294686,1.0,1.0,0.023357335478067398,0.5288888812065125,0.26062893867492676,1.0,False
9.999999999999999e-05,144,0.6956521739130435,1.0,1.0,0.015428571030497551,0.5288888812065125,0.2593960762023926,1.0,False
3.9810717055349695e-05,162,0.782608695652174,1.0,1.0,0.001872785622254014,0.5288888812065125,0.26043248176574707,1.0,False
1.5848931924611107e-05,184,0.8888888888888888,1.0,1.0,0.0003124783397652209,0.5200000405311584,0.25790858268737793,1.0,False
6.30957344480193e-06,198,0.9565217391304348,1.0,1.0,3.137604289804585e-05,0.5200000405311584,0.2590630054473877,1.0,False
2.5118864315095823e-06,204,0.9855072463768116,1.0,1.0,7.216451649583178e-06,0.5200000405311584,0.2586028575897217,1.0,False
1e-06,207,1.0,1.0,1.0,0.0,0.5200000405311584,0.26064562797546387,1.0,False
